Genes,U1.1_1.2,U1.2_1.2,X215.1_1.2,X215.2_1.2,X478.1_1.2,X478.2_1.2
"SAR1856,arsB2,arsenical_pump_membrane_protein_2",453,407,355,394,431,359
"SAR1857,NA,putative_exported_protein",32453,31679,24918,25584,34086,29285
"SAR1858,NA,hypothetical_protein",2867,3216,2706,2617,3151,2319
"SAR1859,NA,putative_DNA-binding_protein",810,731,506,561,681,513
"SAR1860,NA,hypothetical_protein",1017,741,623,636,790,599
"SAR1861,NA,putative_membrane_protein",2635,1972,1889,1567,2177,1567
"SAR1862,NA,CAAX_amino_terminal_protease_family_protein",2116,2132,1749,1717,2217,1783
"SAR1863,NA,putative_membrane_protein",3878,3910,3367,2997,3293,2751
"SAR1864,NA,putative_transaldolase",30888,36669,31280,33096,30201,26712
"SAR1865,NA,putative_membrane_protein",1743,1944,1690,1321,2258,1513
"SAR1866,NA,CrcB-like_protein",935,759,683,622,852,594
"SAR1867,NA,CrcB-like_protein",567,481,374,387,454,423
"SAR1868,NA,aldo/keto_reductase_family_protein",5039,5622,4695,4997,5167,4454
"SAR1869,NA,putative_exported_protein",32404,34896,28579,27348,33840,26241
"SAR1870,NA,S-adenosylmethionine_synthetase",24417,20461,17226,17937,23101,17837
"SAR1871,pckA,phosphoenolpyruvate_carboxykinase",2936,4015,3749,3359,5782,5533
"SAR1873,NA,conserved_hypothetical_protein",1823,1657,1439,1430,2101,1807
"SAR1874,NA,conserved_hypothetical_protein",798,791,645,680,1018,817
"SAR1875,NA,conserved_hypothetical_protein",3237,3870,3177,3266,3636,2959
"SAR1876,NA,hypothetical_protein",2621,2636,2132,2394,3123,2525
"SAR1877,NA,AMP-binding_enzyme",4118,4541,3550,3859,4754,4091
"SAR1878,NA,putative_lipoprotein",228,203,197,121,252,131
"SAR1879,NA,putative_lipoprotein",23122,27904,25129,25481,22484,20722
"SAR1880,NA,putative_membrane_protein",35636,41083,38200,37148,33596,28973
"SAR1881,NA,putative_lipoprotein",1308,1297,1264,1041,1776,1377
"SAR1882,NA,hypothetical_protein",978,933,996,805,1313,898
"SAR1883,NA,hypothetical_protein",1289,1420,1286,1141,1721,1364
"SAR1884,NA,hypothetical_protein",5498,5967,4867,4693,6256,5148
"SAR1885,NA,hypothetical_protein",5082,6594,5024,5218,5241,4512
"SAR1886,NA,putative_exported_protein",152,194,136,160,193,180
"SAR1887,NA,putative_transposase_fragment",41,56,35,69,62,48
"SAR1889,NA,putative_exported_protein",861,942,766,854,856,731
"SAR1890,NA,putative_exported_protein",140,153,147,132,213,176
"SAR1891,NA,putative_exported_protein_pseudogene",268,329,254,280,373,246
"SAR1892,hysA1,hyaluronate_lyase_precursor_1",1958,1829,1370,1448,1606,1117
"SAR1893,NA,putative_exported_protein",428,489,411,346,527,452
"SAR1894,NA,putative_exported_protein",501,490,501,405,552,392
"SAR1895,NA,hypothetical_protein",2890,2754,2452,2207,2726,1967
"SAR1896,NA,hypothetical_protein",413,364,341,300,339,285
"SAR1897,NA,hypothetical_protein",3342,4009,3211,2736,3119,2770
"SAR1898,NA,putative_type_I_restriction_modification_DNA_specificity_protein",3596,3597,2794,2997,2873,2501
"SAR1899,NA,type_I_restriction_modification_system_modification_protein",5284,4699,4040,4270,4456,3210
"SAR1900,splF,serine_protease_pseudogene",195,169,156,139,208,168
"SAR1902,splE,serine_protease",323,298,300,296,415,311
"SAR1903,NA,serine_protease_pseudogene",381,356,316,377,486,417
"SAR1905,NA,serine_protease",525,489,399,462,605,474
"SAR1906,splC,serine_protease",439,396,297,423,484,425
"SAR1907,NA,serine_protease_fragment",113,166,97,125,141,117
"SAR1908,NA,hypothetical_protein",566,656,527,496,599,345
"SAR1909,NA,hypothetical_protein",415,366,376,307,394,220
"SAR1910,NA,putative_membrane_protein",177,226,217,157,239,190
"SAR1911,NA,putative_exported_protein",2163,2216,1768,1553,2873,2416
"SAR1912,NA,transposase_fragment",351,275,242,201,322,205
"SAR1913,NA,hypothetical_protein",302,246,228,200,253,199
"SAR1914,NA,hypothetical_protein_pseudogene",2668,4099,2331,2823,3055,2698
"SAR1916,NA,enterotoxin",912,1166,884,918,921,739
"SAR1917,NA,enterotoxin",432,475,405,420,438,377
"SAR1918,NA,enterotoxin",137,131,99,120,128,120
"SAR1919,NA,enterotoxin",134,106,89,85,119,89
"SAR1920,NA,enterotoxin",276,301,212,215,273,183
"SAR1921,NA,enterotoxin",135,101,134,112,201,141
"SAR1922,NA,hypothetical_protein",3955,4071,3166,3145,3298,2740
"SAR1923,hemY,putative_protoporphyrinogen_oxidase",23102,24104,17863,18496,22079,19346
"SAR1924,hemH,ferrochelatase",11557,10035,8286,8938,12530,10735
"SAR1925,hemE,uroporphyrinogen_decarboxylase",14310,9734,10379,9700,16517,11843
"SAR1926,trap,signal_transduction_protein",8597,10760,7015,8658,7828,6713
"SAR1927,NA,putative_transporter_protein",11938,12565,11251,11830,12615,11405
"SAR1928,NA,ABC_transporter_ATP-binding_protein",10161,9898,9239,9508,10617,8183
"SAR1929,NA,HIT-family_protein",14164,14971,11708,12202,10002,8169
"SAR1930,NA,putative_exported_protein",15478,23658,13323,19446,19156,16699
"SAR1930a,NA,hypothetical_protein",386,473,308,417,456,357
"SAR1931,NA,putative_membrane_protein",1203,958,978,733,1129,536
"SAR1932,NA,putative_peptidyl-prolyl_cis-isomerase",44279,43596,29572,29179,23960,20478
"SAR1933,NA,conserved_hypothetical_protein",22958,25213,19239,21113,20871,18222
"SAR1934,NA,putative_membrane_protein",63757,71167,58088,62147,61854,56605
"SAR1935,NA,putative_DNA_repair_exonuclease",24490,27003,21543,22937,25756,20200
"SAR1936,NA,conserved_hypothetical_protein",54070,70426,51143,50712,68421,60792
"SAR1937,NA,putative_membrane_protein",2416,2735,2110,2860,4188,3879
"SAR1938,NA,putative_DNA-binding_protein",8621,6331,6405,5185,15058,10319
"SAR1939,NA,putative_response_regulator",3053,2447,2307,2315,2916,2224
"SAR1940,NA,putative_histidine_kinase",4947,4074,3927,3716,4459,3084
"SAR1941,NA,RNA_pseudouridylate_synthase",6243,5942,5197,5140,7547,5521
"SAR1943,NA,putative_membrane_protein",841,834,890,761,1712,1216
"SAR1944,NA,putative_membrane_protein",5318,8641,6505,8351,12808,12674
"SAR1945,NA,putative_membrane_protein",18203,31339,20691,29587,39427,36745
"SAR1946,NA,SpoU_rRNA_methylase_family_protein",1832,1945,1507,1638,2254,2055
"SAR1947,NA,putative_iron-sulphur_protein",5647,4523,3820,3915,6018,4354
"SAR1948,glnQ,glutamine_transport_ATP-binding_protein",582,664,586,650,941,720
"SAR1949,NA,putative_extracellular_glutamine-binding_protein",627,644,556,565,858,618
"SAR1950,NA,putative_membrane_protein",3336,2319,2711,2366,3414,2317
"SAR1951,perR,putative_peroxide_operon_regulator",32788,41294,29329,33266,28748,26676
"SAR1952,NA,conserved_hypothetical_protein",10338,11667,10234,10754,9735,8686
"SAR1953,NA,AhpC/TSA_family_protein",5794,6523,5740,5819,5446,4691
"SAR1954,NA,putative_glutamate-1-semialdehyde_2,1-aminomutase",10968,10946,9849,9849,10833,8810
"SAR1955,NA,putative_membrane_protein",12304,12148,10011,10542,12930,9458
"SAR1956,NA,ABC_transporter_ATP-binding_protein",4332,4363,3531,3783,6724,5710
"SAR1957,NA,conserved_hypothetical_protein",4783,4481,3990,3929,6769,5402
"SAR1958,NA,HhH-GPD_superfamily_base_excision_DNA_repair_protein",2499,1965,1662,1756,2608,1749
"SAR1959,NA,putative_membrane_protein",8387,10831,8110,9019,10892,9232
"SAR1960,NA,putative_membrane_protein",6393,8013,6222,6282,7816,7252
"SAR1961,NA,putative_membrane_protein",10008,11372,9509,10096,12475,10336
"SAR1962,NA,conserved_hypothetical_protein",1780,1992,1758,1879,2074,1442
"SAR1964,NA,putative_transglycosylase",9127,8620,5990,6330,5601,4348
"SAR1965,NA,ThiJ/PfpI_family_protein",11759,22831,15764,25259,30769,29395
"SAR1966,NA,conserved_hypothetical_protein",2189,2435,2029,2066,3592,2580
"SAR1967,NA,conserved_hypothetical_protein",5163,4619,4241,3964,6805,4912
"SAR1968,NA,conserved_hypothetical_protein",7336,7419,6403,7853,9623,8842
"SAR1969,NA,putative_aminopeptidase",13757,13762,12277,14693,18654,16629
"SAR1970,NA,conserved_hypothetical_protein",1381,1490,1292,1412,2023,1458
"SAR1971,NA,low_molecular_weight_phosphotyrosine_protein_phosphatase",9689,15472,10375,16744,17870,18032
"SAR1972,NA,putative_exported_protein",10303,15005,10940,15325,17070,17219
"SAR1973,NA,putative_membrane_protein",16185,26595,22099,37630,57650,60896
"SAR1974,NA,putative_response_regulator",9063,9382,5708,6364,6011,5500
"SAR1975,vraS,histidine_kinase_sensor",13904,13427,8996,9872,8960,8214
"SAR1976,NA,putative_membrane_protein",6548,6443,4570,5155,4104,3275
"SAR1977,NA,hypothetical_protein",4246,3576,2683,2843,2056,1657
"SAR1978,NA,putative_metallopeptidase",16017,17867,15622,15231,18955,14864
"SAR1980,NA,putative_membrane_protein",3284,3569,2848,2777,3624,2702
"SAR1981,NA,hypothetical_protein",398,437,332,287,399,315
"SAR1982,NA,conserved_hypothetical_protein",5430,5572,4975,4884,6986,6350
"SAR1983,NA,Mur_ligase_family_protein",9665,8181,8174,7925,13721,10980
"SAR1984,NA,ferritin",218933,244114,212336,215995,195225,152657
"SAR1985,NA,putative_exonuclease",2936,2639,2553,2090,4417,3136
"SAR1986,NA,ImpB/MucB/SamB_family_protein",1218,1397,1204,1215,1611,1373
"SAR1987,NA,putative_membrane_protein",3977,4053,3398,3220,3996,3674
"SAR1988,NA,putative_RNA_methyltransferase",5205,4652,3908,4076,6277,5064
"SAR1989,NA,conserved_hypothetical_protein",11389,10773,9087,9524,12570,9723
"SAR1991,gatB,glutamyl-tRNA_amidotransferase_subunit_B",44963,49331,34885,38172,44505,40078
"SAR1992,gatA,glutamyl-tRNA_amidotransferase_subunit_A",37052,37632,28583,31189,42109,37117
"SAR1993,gatC,glutamyl-tRNA_amidotransferase_subunit_C",7780,7224,5759,5858,9265,7306
"SAR1994,putP,high_affinity_proline_permease",11726,12324,9560,11019,9333,7294
"SAR1995,NA,putative_lipoprotein",13330,14910,10358,12043,13699,11477
"SAR1996,lig,DNA_ligase",13239,13972,10715,11763,13965,12573
"SAR1997,pcrA,ATP-dependent_DNA_helicase",12299,11132,9490,10188,16218,14103
"SAR1998,pcrB,PcrB_family_protein",4245,3296,3242,3149,5297,3525
"SAR1999,NA,putative_DNA-binding_protein",5944,6682,5625,5597,10764,10022
"SAR2000,purB,adenylosuccinate_lyase",19179,18824,19187,17096,41316,33771
"SAR2001,NA,staphopain_protease",20336,17162,18481,13070,17587,13360
"SAR2002,NA,hypothetical_protein",3609,3329,3644,2432,3217,2741
"SAR2003,NA,conserved_hypothetical_protein",2322,2158,1856,1838,1927,1730
"SAR2004,NA,putative_membrane_protein",5403,5488,4558,4383,4584,4180
"SAR2006,NA,conserved_hypothetical_protein",8984,8801,8089,7706,9522,8217
"SAR2007,NA,putative_oxygenase",20321,19753,19258,16436,19376,15083
"SAR2008,NA,putative_prephenate_dehydratase",14662,13921,13640,11649,13831,10456
"SAR2009,NA,putative_sodium:sulfate_symporter",3080,4420,3744,5650,7613,7234
"SAR2010,NA,hypothetical_protein",2283,3772,2193,3572,4320,3585
"SAR2011,NA,isochorismatase_family_protein",14800,12527,10868,11692,11567,8346
"SAR2012,ppaC,manganese-dependent_inorganic_pyrophosphatase",45720,52009,39364,41684,45001,40236
"SAR2013,NA,putative_aldehyde_dehydrogenase",14929,14722,13684,14319,13141,10796
"SAR2014,NA,conserved_hypothetical_protein",9323,11491,9168,10800,11779,11052
"SAR2015,NA,hypothetical_protein",967,1161,787,909,1100,1074
"SAR2016,NA,putative_exported_protein",3606,8436,5316,5955,9182,10436
"SAR2017,NA,hypothetical_protein",4756,4067,3578,3830,3547,2687
"SAR2018,NA,putative_exported_protein",10657,11390,8900,9400,11163,9535
"SAR2019,NA,putative_membrane_protein",4822,5843,4574,4656,5136,4649
"SAR2020,NA,putative_membrane_protein",5104,5283,4483,4416,5114,4177
"SAR2021,NA,hypothetical_protein",30633,36600,24232,28436,21996,18380
"SAR2022,NA,putative_membrane_protein",4691,6278,4913,4687,4974,4939
"SAR2023,NA,putative_ABC_transporter_ATP-binding_protein",8660,9130,7469,7339,8715,7976
"SAR2024,NA,putative_membrane_protein",3194,3435,3104,2735,3709,3503
"SAR2025,NA,putative_ABC_transporter_ATP-binding_protein",6045,5759,5597,5239,6748,6115
"SAR2026,NA,GntR_family_regulatory_protein",2159,2122,1969,1712,2546,2238
"SAR2027,NA,putative_membrane_protein",1099,1682,1102,1066,1504,1283
"SAR2027a,NA,hypothetical_protein",598,587,460,518,559,515
"SAR2028,NA,conserved_hypothetical_protein",31488,33618,26798,27896,31843,25430
"SAR2029,NA,putative_transposase",6,14,5,7,12,6
"SAR2030,NA,MHC_class_II_analog",10332,10824,6826,7510,6931,6097
"SAR2032,NA,putative_membrane_protein",1724,1980,1469,1492,2196,1614
"SAR2033,NA,putative_membrane_protein",1261,1742,1190,1206,1757,1668
"SAR2034,NA,putative_membrane_protein",1512,2240,1520,1468,2286,2138
"SAR2035,NA,putative_exported_protein",23654,28816,22153,18862,45434,38577
"SAR2036,chp,chemotaxis-inhibiting_protein_CHIPS",1725,2327,1409,1285,3078,2919
"SAR2037,NA,amidase_fragment",3857,3759,2875,2751,5287,3835
"SAR2039,sak,staphylokinase_precursor",1312,1202,1105,923,1689,1332
"SAR2040,NA,autolysin",171,212,158,175,262,243
"SAR2041,NA,holin",64,50,55,62,62,76
"SAR2042,NA,putative_membrane_protein",57594,64635,54119,55563,67414,53963
"SAR2043,NA,enterotoxin_type_A_precursor",16741,16232,15725,13103,19158,15103
"SAR2044,NA,hypothetical_protein",114,123,99,78,136,125
"SAR2045,NA,putative_membrane_protein",905,1033,708,685,1210,955
"SAR2046,NA,hypothetical_phage_protein",772,835,606,665,1089,869
"SAR2047,NA,hypothetical_phage_protein",50,78,49,53,67,85
"SAR2048,NA,hypothetical_phage_protein",3333,3534,2633,2982,4769,3979
"SAR2049,NA,hypothetical_phage_protein",821,794,584,647,1095,888
"SAR2050,NA,putative_membrane_protein",3482,3903,2850,3294,5662,4852
"SAR2051,NA,hypothetical_phage_protein",137,183,137,131,202,182
"SAR2052,NA,hypothetical_phage_protein",462,500,360,390,666,518
"SAR2053,NA,hypothetical_phage_protein",367,306,277,272,497,388
"SAR2054,NA,hypothetical_phage_protein",845,742,592,564,1058,852
"SAR2055,NA,hypothetical_phage_protein",451,488,384,385,642,543
"SAR2056,NA,hypothetical_phage_protein_pseudogene",583,589,482,540,897,698
"SAR2058,NA,hypothetical_phage_protein",359,432,292,361,574,456
"SAR2059,NA,hypothetical_phage_protein",315,328,259,257,427,358
"SAR2060,NA,hypothetical_phage_protein",364,335,301,338,507,436
"SAR2061,NA,hypothetical_phage_protein",2003,2149,1678,1848,2994,2535
"SAR2062,NA,putative_Clp_protease",1159,1142,940,1012,1680,1385
"SAR2063,NA,hypothetical_phage_protein",862,914,741,807,1221,1055
"SAR2064,NA,hypothetical_phage_protein",762,794,595,671,935,827
"SAR2065,NA,hypothetical_phage_protein",170,156,126,144,208,181
"SAR2065a,NA,hypothetical_phage_protein",8,14,12,16,19,11
"SAR2066,NA,hypothetical_phage_protein",176,220,142,168,219,203
"SAR2067,NA,hypothetical_phage_protein",251,295,258,287,479,345
"SAR2068,NA,putative_exported_protein",43,53,52,51,94,80
"SAR2069,NA,hypothetical_phage_protein",25,11,17,11,31,29
"SAR2070,NA,hypothetical_phage_protein",104,123,97,92,189,158
"SAR2071,NA,hypothetical_phage_protein",45,27,34,28,65,60
"SAR2072,NA,putative_dUTP_pyrophosphatase",133,108,108,96,180,150
"SAR2073,NA,hypothetical_phage_protein",15,11,13,8,16,12
"SAR2074,NA,hypothetical_phage_protein",29,31,22,10,43,35
"SAR2075,NA,hypothetical_phage_protein",13,14,12,11,14,18
"SAR2076,NA,hypothetical_phage_protein",33,28,33,46,54,51
"SAR2077,NA,hypothetical_phage_protein",74,62,62,65,97,99
"SAR2078,NA,hypothetical_phage_protein_pseudogene",35,29,31,36,52,43
"SAR2080,NA,hypothetical_phage_protein",45,28,25,46,67,46
"SAR2082,NA,putative_phage_regulatory_protein_pseudogene",310,287,298,271,425,380
"SAR2083,NA,putative_single-strand_DNA-binding_protein",139,130,115,119,186,170
"SAR2084,NA,hypothetical_phage_protein",165,157,151,170,243,233
"SAR2085,NA,hypothetical_phage_protein",584,570,509,562,864,699
"SAR2086,NA,hypothetical_phage_protein",949,1008,816,878,1397,1224
"SAR2087,NA,hypothetical_phage_protein",340,113,241,88,331,141
"SAR2088,NA,hypothetical_phage_protein",51,61,48,56,87,54
"SAR2089,NA,hypothetical_phage_protein",73,64,82,75,116,105
"SAR2090,NA,hypothetical_phage_protein",1,1,1,3,2,3
"SAR2091,NA,putative_exported_protein",69,72,44,43,56,59
"SAR2092,NA,hypothetical_phage_protein",230,236,213,207,341,248
"SAR2093,NA,hypothetical_phage_protein",2369,2452,2023,1997,3102,2497
"SAR2094,NA,hypothetical_phage_protein",78,100,71,86,133,99
"SAR2095,NA,hypothetical_phage_protein",102,95,101,81,124,114
"SAR2096,NA,putative_anti_repressor",597,581,518,538,771,653
"SAR2097,NA,hypothetical_phage_protein",543,538,460,534,654,516
"SAR2098,NA,hypothetical_phage_protein",157,193,142,167,251,187
"SAR2099,NA,DNA-binding_protein",136,206,146,150,203,206
"SAR2100,NA,putative_repressor",16155,18077,13011,14322,15760,13292
"SAR2101,NA,putative_exonuclease",8628,10220,7751,7780,9568,8289
"SAR2102,NA,hypothetical_phage_protein",3203,4219,3296,3123,4217,3635
"SAR2103,NA,hypothetical_phage_protein",4247,4596,3660,3672,4707,4011
"SAR2104,NA,putative_lipoprotein",12531,13765,10636,10708,14787,12097
"SAR2105,int,integrase",840,811,597,519,1476,1128
"SAR2107,NA,putative_leukocidin_F_subunit",10022,10407,7720,7026,8338,6872
"SAR2108,NA,putative_leukocidin_S_subunit",11331,11270,8551,7904,8769,7505
"SAR2109,NA,putative_peptidase",6018,10186,8018,15062,16115,17112
"SAR2111,NA,putative_sodium_transport_protein",3228,3179,3218,2900,3479,2859
"SAR2112,NA,putative_transposase_fragment",109,127,105,88,162,91
"SAR2113,NA,hypothetical_protein",4742,6206,4108,4696,4305,3734
"SAR2114,NA,hypothetical_protein",2297,3417,2219,2529,2167,1929
"SAR2115,NA,hypothetical_protein",5310,6214,4513,4568,4215,3822
"SAR2116,groEL,60_kDa_chaperonin",37260,41443,33698,37592,39610,32582
"SAR2117,groES,10_kDa_chaperonin",5982,6756,5673,5794,5990,5210
"SAR2118,NA,putative_membrane_protein",7756,10084,7221,7780,10333,8700
"SAR2119,NA,membrane_anchored_protein",12486,11212,10148,10634,11091,8989
"SAR2120,NA,conserved_hypothetical_protein",9407,10215,7918,8368,9868,7827
"SAR2121,NA,putative_carbon-nitrogen_hydrolase",15989,18510,14941,16344,14326,12160
"SAR2122,hld,delta-hemolysin_precursor",418706,386669,420183,300691,421513,302808
"SAR2123,agrB,putative_autoinducer_processing_protein",163239,190995,178697,165799,197571,172060
"SAR2124,agrD,autoinducer_peptide_precursor",30463,31753,30046,28231,35175,29587
"SAR2125,agrC,autoinducer_sensor_protein",299584,352802,337821,305035,381114,334838
"SAR2126,agrA,autoinducer_sensor_protein_response_regulator_protein",205904,228175,226810,204927,262694,215339
"SAR2127,NA,putative_fructokinase",11260,12043,9826,10301,11694,10748
"SAR2128,scrB,sucrose-6-phosphate_hydrolase",14043,13450,11840,12245,16063,13498
"SAR2129,scrR,sucrose_operon_repressor",2114,3333,1920,2341,3622,3033
"SAR2130,NA,ammonium_transporter_family_protein",2037,1336,1436,1418,1159,904
"SAR2131,NA,conserved_hypothetical_protein",2618,2460,1176,1773,827,1045
"SAR2132,NA,putative_membrane_protein",5379,4307,2559,3636,1663,1903
"SAR2133,NA,conserved_hypothetical_protein",17507,17599,14314,13907,16777,13337
"SAR2134,NA,ABC_transporter_ATP-binding_protein",10591,9255,8227,8452,8896,7580
"SAR2135,NA,putative_membrane_protein",3926,3272,3283,3000,3369,2568
"SAR2137,NA,putative_acetyltransferase",1130,868,762,784,1660,1500
"SAR2138,NA,conserved_hypothetical_protein",2297,1649,1808,1707,3356,2415
"SAR2139,NA,conserved_hypothetical_protein",1824,1400,1504,1212,2593,1414
"SAR2140,ilvD,putative_dihydroxy-acid_dehydratase",4219,3409,2014,3718,1432,1116
"SAR2141,ilvB,acetolactate_synthase_large_subunit",4556,3539,1410,2845,1827,1544
"SAR2142,ilvH,acetolactate_synthase_isozyme_III_small_subunit_fragment",383,313,103,199,113,118
"SAR2143,ilvC,ketol-acid_reductoisomerase",1889,1408,435,722,190,288
"SAR2144,leuA,2-isopropylmalate_synthase",2275,1735,528,913,335,296
"SAR2145,leuB,3-isopropylmalate_dehydrogenase",1395,1141,476,708,565,435
"SAR2146,leuC,3-isopropylmalate_dehydratase_large_subunit",1669,1283,420,660,567,457
"SAR2147,leuD,3-isopropylmalate_dehydratase_small_subunit",499,388,162,196,173,152
"SAR2148,ilvA,threonine_dehydratase_biosynthetic",1133,1041,446,554,566,431
"SAR2149,NA,putative_exported_protein",44,36,22,37,50,40
"SAR2150,NA,conserved_hypothetical_protein",1876,2073,1821,1843,2299,2055
"SAR2151,NA,putative_RNA_binding_protein",8307,8094,7345,7347,11563,10313
"SAR2152,sigB,RNA_polymerase_sigma-B_factor",24228,26144,20113,24135,46357,40558
