Synonym,Raw.Counts.PAK.Replicate.1,Raw.Counts.PAK.Replicate.2,Raw.Counts.PAK.Replicate.3,Raw.Counts.PilA.Replicate.1,Raw.Counts.PilA.Replicate.2,Raw.Counts.PilA.Replicate.3,Raw.Counts.PilR.Replicate.1,Raw.Counts.PilR.Replicate.2,Raw.Counts.PilR.Replicate.3
PA3172,4,9,6,5,5,1,6,8,5
predicted RNA,3,2,1,1,0,1,3,1,1
PA3173,9,38,51,33,19,38,42,46,36
PA3174,1,4,5,2,0,6,4,2,1
PA3175,11,15,12,19,20,20,20,20,14
PA3176,2,8,10,0,2,3,0,10,2
PA3177,6,11,11,8,2,11,12,15,11
PA3178,5,5,2,4,4,5,4,2,2
PA3179,11,29,19,20,12,27,23,34,17
predicted RNA,323,388,272,250,271,243,424,295,309
PA3180,5,22,12,17,13,17,23,16,16
PA3181,20,29,33,24,18,31,35,40,15
PA3182,0,6,2,1,5,9,5,5,4
predicted RNA,14,64,59,56,29,68,56,69,65
PA3183,5,19,14,8,2,11,15,13,10
PA3184,14,54,39,27,31,44,62,43,42
PA3185,13,19,15,6,12,13,17,13,8
predicted RNA,266,757,377,383,346,428,609,599,364
PA3186,3,16,10,6,6,7,19,8,5
PA3187,4,8,15,15,6,9,13,19,14
PA3188,3,22,19,15,10,21,15,19,27
PA3189,6,9,5,5,4,6,10,11,6
PA3190,4,10,13,7,5,9,5,13,6
predicted RNA,207,611,277,335,224,403,385,457,230
PA3191,3,4,0,3,2,0,3,1,0
PA3192,1,0,0,1,0,4,3,2,0
PA3193,1,2,2,1,2,2,5,2,1
PA3194,0,1,1,4,0,2,3,2,6
predicted RNA,3,15,13,14,8,24,20,17,22
predicted RNA,2,5,2,4,1,8,5,3,5
predicted RNA,2,11,9,7,5,15,15,12,14
predicted RNA,32,81,87,69,45,96,74,113,108
predicted RNA,8,32,30,37,24,50,42,41,41
PA3195,47,77,63,72,53,78,93,94,61
PA3196,1,5,4,2,1,4,4,7,3
PA3197,0,2,2,2,3,1,6,2,4
PA3198,1,5,2,5,1,1,1,3,0
PA3199,5,17,16,7,3,15,12,8,11
predicted RNA,48,57,41,34,35,40,42,57,34
PA3200,20,30,27,27,14,22,21,40,23
predicted RNA,17,54,35,34,21,26,19,26,23
PA3201,2,12,11,13,9,5,8,8,9
predicted RNA,363,469,403,344,364,380,540,475,379
PA3202,0,3,0,0,0,1,0,0,1
PA3203,1,10,1,3,2,4,6,1,3
predicted RNA,43,43,33,44,34,45,45,39,33
PA3204,2,6,3,5,5,2,7,6,9
predicted RNA,127,152,144,112,114,139,168,149,183
PA3205,1,3,4,1,2,2,3,2,0
PA3206,11,21,21,14,14,21,21,22,24
PA3207,29,36,29,21,26,31,53,32,26
PA3208,5,5,4,4,6,6,9,5,6
PA3209,1,1,1,1,0,0,0,0,0
PA3210,8,26,23,18,10,16,18,27,11
PA3211,1,2,1,2,1,3,1,6,3
PA3212,6,8,3,6,1,7,5,5,4
PA3213,0,10,5,10,1,7,7,8,2
PA3214,7,31,29,34,17,37,63,47,31
PA3215,23,25,21,30,27,32,37,26,25
predicted RNA,69,101,93,88,66,84,137,112,73
predicted RNA,110,203,201,150,122,173,276,214,229
PA3216,3,15,15,14,5,9,14,14,7
predicted RNA,29,63,44,57,30,40,71,51,33
PA3217,8,14,10,18,15,8,17,20,8
PA3219,0,3,0,0,3,4,6,5,1
PA3220,7,7,11,8,6,13,20,14,10
PA3221,3,7,3,5,2,2,4,9,5
PA3222,0,5,0,0,0,0,4,4,3
PA3223,28,47,39,16,25,37,43,44,34
PA3224,90,168,142,131,95,145,164,114,158
predicted RNA,7,9,8,6,5,4,5,9,6
PA3225,8,18,16,17,12,11,17,18,5
PA3226,12,16,13,13,4,14,15,19,13
predicted RNA,221,228,191,193,196,155,220,159,183
PA3227,19,30,36,30,16,23,39,36,30
PA3228,11,16,13,19,11,17,25,10,14
PA3229,4,15,10,10,7,15,15,17,10
PA3230,3,5,7,5,1,1,10,4,6
predicted RNA,295,943,610,1018,557,859,700,576,566
PA3231,0,0,0,1,0,1,0,0,1
PA3232,0,4,2,6,2,2,2,1,0
PA3233,10,6,14,16,8,10,10,15,5
PA3234,17,31,20,17,10,22,22,25,13
predicted RNA,2574,2690,1636,2032,2135,2008,2173,1945,1788
PA3235,2,0,3,3,2,4,6,6,5
PA3236,23,49,39,12,16,11,42,21,30
predicted RNA,6160,13093,10137,6700,8619,6263,8547,4284,9176
PA3237,1,3,2,3,2,2,2,3,4
PA3238,21,53,42,32,22,30,39,65,40
PA3239,6,14,5,9,11,10,21,21,13
PA3240,13,32,36,35,25,38,37,45,31
PA3241,0,5,0,0,2,3,3,4,1
PA3242,0,4,3,0,1,2,5,1,6
PA3243,30,81,83,77,47,95,102,136,104
predicted RNA,71,125,119,107,89,101,178,142,99
predicted RNA,1146,1251,1173,820,960,828,1309,1155,1127
PA3244,19,34,42,45,20,31,36,46,32
PA3245,0,1,1,4,2,1,4,2,4
PA3246,14,37,27,36,14,29,32,34,36
PA3247,7,19,15,21,6,19,34,15,21
predicted RNA,7,13,9,6,6,9,7,13,7
predicted RNA,18,45,38,26,25,25,41,45,31
PA3248,7,21,14,13,17,14,17,19,13
PA3249,3,10,11,9,9,18,4,14,7
predicted RNA,314,551,360,465,427,453,526,347,364
PA3250,5,19,19,14,19,15,24,22,17
PA3251,1,3,3,1,3,2,8,5,8
PA3252,7,12,13,9,4,9,17,7,6
PA3253,4,13,9,13,7,20,12,17,14
PA3254,10,15,7,9,2,10,9,9,7
PA3255,49,80,58,57,41,55,73,75,40
predicted RNA,14,18,11,14,12,10,17,13,9
PA3256,7,17,12,10,9,9,12,11,14
predicted RNA,1493,1683,1309,1182,1172,1388,1498,1282,1131
PA3257,9,20,17,16,9,14,21,11,17
PA3258,35,127,112,108,68,118,107,127,97
PA3259,1,6,0,3,0,0,2,3,1
PA3260,0,0,0,0,0,0,0,1,0
PA3261,120,426,276,283,200,343,330,321,286
predicted RNA,30,64,65,45,35,54,55,51,57
predicted RNA,49,90,58,64,56,76,104,76,79
predicted RNA,1176,955,761,550,758,534,677,566,628
PA3262,7,4,2,2,2,2,2,3,2
predicted RNA,137,192,164,120,128,84,47,153,97
PA3262.1,0,0,0,0,0,0,0,0,0
PA3262.2,0,1,0,0,0,0,0,0,0
PA3263,7,12,7,15,6,12,8,20,11
PA3264,3,15,14,7,7,13,24,18,10
PA3265,2,4,5,3,0,4,8,9,1
PA3266,1,1,2,0,2,0,0,0,1
PA3267,18,62,50,41,28,54,40,52,41
PA3268,10,16,9,15,7,11,9,15,11
PA3269,7,24,13,20,9,8,19,18,22
PA3270,3,4,6,4,3,7,4,6,3
predicted RNA,9,11,7,7,9,5,8,5,7
predicted RNA,1,3,2,4,2,3,3,4,3
PA3271,25,58,55,55,35,61,51,67,44
PA3272,10,21,19,15,8,19,16,21,8
PA3273,0,0,0,0,2,0,0,0,1
PA3274,10,12,10,1,2,4,7,1,11
PA3275,7,36,22,34,20,34,42,36,19
PA3276,2,8,2,8,3,3,8,8,4
PA3277,2,2,2,1,1,1,2,1,2
PA3278,3,3,1,1,0,0,1,1,2
predicted RNA,124,201,160,49,43,55,36,39,44
PA3279,6,12,20,15,4,13,15,17,17
PA3280,12,36,14,25,16,31,30,38,29
PA3281,1,1,3,1,2,2,3,2,5
PA3282,1,7,2,5,0,0,1,0,1
predicted RNA,406,1763,2245,1392,999,2663,749,1236,795
PA3283,0,6,10,6,2,10,4,7,4
PA3284,0,1,3,0,1,4,1,4,2
predicted RNA,29,49,46,33,28,37,44,39,29
PA3285,6,10,10,7,1,7,11,9,7
PA3286,3,2,5,10,2,3,7,5,5
PA3287,14,24,20,17,9,29,26,32,17
PA3288,8,16,6,18,3,16,12,11,11
PA3289,6,6,2,5,3,4,8,7,6
PA3290,81,134,123,96,87,119,159,150,109
PA3291,0,0,0,0,0,0,0,0,0
PA3292,4,6,1,3,6,3,4,9,3
PA3293,1,6,8,7,2,6,8,5,6
PA3294,2,3,3,4,1,6,4,8,1
predicted RNA,323,265,234,145,203,175,225,219,220
PA3295,1,0,2,0,0,0,0,1,2
PA3296,4,1,2,3,0,6,4,4,1
PA3297,13,18,16,26,31,30,29,30,19
PA3298,1,8,2,8,1,4,9,8,7
PA3299,19,19,20,27,25,31,29,43,25
predicted RNA,380,271,233,170,230,160,261,190,216
predicted RNA,226,180,145,95,149,99,144,131,128
PA3300,6,19,22,23,18,27,21,28,13
predicted RNA,7,6,4,4,3,3,4,3,3
predicted RNA,34,22,23,13,16,8,16,19,25
PA3301,3,3,1,3,7,15,3,15,1
predicted RNA,286,368,294,275,234,342,403,317,299
PA3302,4,0,6,3,4,4,7,1,2
predicted RNA,12,19,17,25,13,23,22,21,15
PA3303,6,26,17,15,14,19,25,24,18
PA3304,4,2,3,1,3,3,1,1,2
PA3303a,0,0,0,0,0,0,1,2,1
PA3304.1,0,0,0,0,0,0,1,1,1
PA3305,0,8,6,6,3,9,8,3,9
predicted RNA,4739,3128,2587,2212,2367,1596,2286,1026,1614
PA3305.1,5,8,4,3,2,2,3,4,2
PA3306,2,3,5,4,9,4,6,8,6
predicted RNA,128,171,141,164,108,139,136,96,109
PA3307,7,4,5,4,3,2,4,2,5
PA3308,4,11,5,9,4,16,6,7,7
PA3309,15,12,17,5,6,3,21,8,8
PA3310,112,141,96,90,77,95,92,63,65
PA3311,8,21,14,10,5,18,28,23,10
PA3312,7,24,23,11,17,11,21,10,20
PA3313,4,5,3,8,2,3,9,10,5
predicted RNA,30,33,31,28,29,25,35,21,16
PA3314,6,12,7,12,6,13,11,19,11
PA3315,1,4,2,2,0,3,3,2,1
predicted RNA,44,162,114,123,62,124,130,109,99
PA3316,2,3,0,4,0,2,9,6,3
PA3317,2,2,2,2,3,2,1,5,4
PA3318,0,0,0,1,1,2,3,0,0
PA3319,4,24,18,15,11,16,14,10,13
PA3320,0,0,1,0,0,0,0,0,1
PA3321,4,8,3,6,8,12,3,13,4
PA3322,4,13,6,19,12,15,12,16,11
PA3323,1,5,2,2,3,1,3,6,3
PA3324,9,19,10,21,8,23,37,19,18
PA3325,39,68,35,32,27,33,62,57,51
PA3326,14,20,17,11,15,5,27,19,10
predicted RNA,159,161,113,86,79,51,148,118,138
PA3327,27,66,52,51,39,61,84,68,53
predicted RNA,18,18,6,6,6,3,12,11,10
PA3328,2,3,8,3,4,4,3,8,0
predicted RNA,3,2,1,1,1,0,3,1,1
predicted RNA,70,54,28,22,38,22,55,28,43
PA3329,3,12,7,6,3,8,18,10,3
predicted RNA,318,271,140,129,167,82,304,206,217
PA3330,3,2,6,2,0,1,7,3,2
predicted RNA,55,44,22,18,18,17,44,37,31
predicted RNA,50,39,15,21,25,17,65,38,35
PA3331,6,7,5,3,3,5,4,11,4
predicted RNA,82,87,32,36,57,28,100,53,54
predicted RNA,499,393,220,167,228,163,476,261,317
PA3332,0,0,1,0,2,0,0,2,1
PA3333,2,7,3,3,2,2,0,2,5
predicted RNA,305,323,163,144,230,142,330,260,307
PA3334,1,1,0,0,1,0,0,0,0
PA3335,0,1,2,2,2,0,5,1,2
PA3336,88,102,65,60,57,40,75,30,45
PA3337,26,44,15,21,27,14,37,27,21
PA3338,2,4,1,1,1,3,5,1,1
PA3339,18,60,43,41,40,38,63,42,44
PA3340,6,11,5,6,7,5,13,14,8
predicted RNA,46,79,57,57,43,40,43,47,42
PA3341,1,4,3,11,6,6,2,1,1
predicted RNA,187,223,161,151,152,123,153,149,153
PA3342,2,5,5,10,5,14,5,11,5
PA3343,1,1,3,4,2,5,4,2,1
predicted RNA,93,166,169,161,139,118,113,170,153
PA3344,6,7,10,8,3,6,13,10,12
PA3345,0,2,1,1,1,3,2,2,5
PA3346,7,31,26,29,14,27,25,34,26
predicted RNA,553,820,606,593,578,539,898,573,717
PA3347,2,2,2,3,2,2,1,0,1
PA3348,8,14,6,6,2,7,6,7,7
PA3349,4,8,6,9,5,8,7,6,2
PA3350,105,131,104,100,104,87,53,53,73
predicted RNA,51,62,44,101,73,84,30,18,26
PA3351,6,10,6,5,6,10,8,4,9
PA3352,8,10,7,5,4,6,14,11,11
PA3353,18,49,41,24,17,34,49,44,27
PA3354,22,50,26,45,30,40,18,32,26
PA3355,11,37,19,14,15,15,29,39,19
predicted RNA,511,651,491,425,466,417,655,399,524
PA3356,7,17,9,11,20,12,21,17,16
PA3357,7,16,10,10,3,19,12,12,10
PA3358,0,1,8,4,0,4,1,2,1
PA3359,14,13,5,16,9,6,11,15,8
PA3360,2,4,5,3,6,3,10,8,3
PA3361,15,47,28,31,22,32,48,24,37
PA3362,1,1,4,1,2,1,5,3,6
PA3363,2,0,4,7,0,8,2,3,5
PA3364,1,0,0,1,1,0,5,1,2
predicted RNA,3064,5019,3134,3290,2747,3335,5470,3039,3616
PA3365,7,19,8,10,12,9,24,11,11
PA3366,12,14,10,9,5,20,25,15,9
PA3366.1,0,0,0,0,0,0,0,0,0
PA3367,0,0,0,0,0,0,0,0,0
PA3368.1,1,3,2,1,0,1,1,3,1
PA3368,10,12,8,13,11,12,12,10,11
PA3369,4,7,2,6,1,6,11,8,4
PA3370,0,5,1,1,1,1,3,2,0
PA3371,1,5,4,0,0,3,4,0,5
PA3372,43,111,62,88,48,60,91,64,71
PA3373,5,14,9,7,6,6,14,12,9
PA3374,9,10,8,8,5,14,19,14,10
PA3375,0,2,3,3,1,1,3,0,2
PA3376,5,2,2,4,0,5,6,1,0
PA3377,1,5,0,7,1,8,3,1,2
PA3378,1,3,3,7,1,2,3,8,3
PA3379,0,0,0,1,0,1,1,0,0
PA3380,0,1,2,1,0,0,0,0,0
PA3381,0,0,1,0,0,0,0,1,1
PA3382,0,0,1,0,3,2,3,1,0
PA3383,0,2,4,2,6,3,3,0,2
PA3384,1,8,4,3,6,6,9,7,5
predicted RNA,684,857,654,518,500,462,682,518,547
PA3385,3,0,3,2,0,3,1,2,1
PA3386,1,3,3,7,2,2,6,7,4
PA3387,0,5,6,0,2,3,2,6,3
PA3388,6,4,12,4,7,8,14,9,5
PA3390,2,0,3,2,0,2,0,1,0
PA3389,1,7,5,3,1,3,3,5,5
PA3391,16,26,22,21,16,19,35,30,25
PA3392,5,26,18,14,13,18,15,25,13
PA3393,5,10,10,11,4,9,11,22,5
PA3394,9,20,11,19,10,20,13,14,18
PA3395,1,1,4,1,0,1,0,2,0
PA3396,2,0,0,2,5,5,0,3,0
PA3397,5,6,2,6,3,4,7,8,5
predicted RNA,281,265,180,136,255,175,181,142,174
PA3398,81,146,140,91,89,117,162,136,155
PA3399,5,5,7,4,7,5,4,6,4
PA3400,8,10,12,12,7,16,25,12,14
PA3401,8,9,26,6,5,12,14,11,14
PA3402,3,7,5,10,2,6,7,5,7
PA3403,4,6,5,5,8,17,5,17,5
PA3403a,0,3,2,2,0,1,1,1,1
PA3404,8,16,10,31,26,31,12,10,11
PA3405,0,0,4,1,3,4,3,2,1
PA3406,5,1,0,6,1,1,0,4,1
PA3407,13,21,24,18,12,21,45,19,24
predicted RNA,360,755,225,297,303,273,391,309,291
PA3408,17,29,23,17,14,19,27,26,15
PA3409,4,7,5,4,5,0,6,6,2
PA3410,1,4,2,0,0,6,1,2,1
PA3411,0,1,0,0,2,2,3,7,0
PA3412,0,0,0,0,0,2,3,0,0
predicted RNA,214,287,277,154,167,187,220,211,161
PA3413,5,12,16,7,6,17,16,14,16
PA3414,38,285,264,304,160,414,371,366,304
predicted RNA,2430,7745,5499,6329,4064,8379,9697,7306,6995
PA3415,6,17,5,7,3,10,15,11,5
PA3416,0,5,8,6,0,8,21,16,9
PA3417,2,24,9,16,8,18,38,36,28
PA3418,36,40,31,42,34,56,80,68,56
PA3419,3,3,7,2,2,3,7,5,8
predicted RNA,20,39,30,19,22,27,33,31,17
PA3420,13,23,30,15,12,26,40,43,31
PA3421,8,13,11,11,9,11,16,19,14
PA3422,11,45,37,27,19,32,27,33,28
PA3423,3,11,9,11,8,16,8,10,8
PA3424,20,53,52,23,22,33,39,47,39
PA3425,32,37,33,37,24,29,53,37,32
PA3426,18,26,13,11,12,8,13,9,9
PA3427,1,5,1,8,2,2,6,6,5
predicted RNA,17,15,18,18,14,21,33,33,16
predicted RNA,15,26,30,24,19,28,37,31,20
PA3428,0,0,0,0,0,0,0,0,1
PA3429,5,6,8,8,4,10,21,14,13
PA3430,7,20,11,13,5,8,8,20,10
predicted RNA,140,303,223,193,156,230,336,263,242
PA3431,2,2,2,0,0,1,4,4,2
PA3432,0,0,0,0,0,0,0,0,0
PA3433,12,14,9,13,5,12,14,15,7
PA3434,0,0,0,0,0,0,0,0,0
PA3435,0,0,1,0,0,0,0,2,0
predicted RNA,30,30,32,21,26,27,20,30,23
PA3436,7,11,5,9,4,11,9,12,15
PA3437,9,20,14,20,12,19,13,27,25
PA3438,1,11,5,5,1,3,6,8,7
predicted RNA,111,149,156,108,127,139,160,172,145
PA3439,4,3,5,4,2,5,2,6,7
PA3440,0,6,2,2,4,5,2,2,6
predicted RNA,69,90,77,73,77,99,111,95,84
PA3440a,1,0,0,0,0,1,0,1,2
PA3441,2,4,1,2,2,1,8,4,2
predicted RNA,89,66,44,30,53,27,13,11,32
PA3442,1,4,3,4,2,4,3,1,5
PA3443,1,0,2,0,0,0,0,0,0
PA3444,3,4,1,0,3,1,0,3,3
PA3445,0,4,4,2,0,4,6,6,4
PA3446,0,4,0,3,1,3,5,3,1
PA3447,4,0,3,2,3,2,2,2,1
PA3448,0,1,0,1,1,1,0,1,2
PA3449,2,8,5,2,2,10,8,17,5
predicted RNA,366,186,159,104,151,75,110,60,174
PA3450,12,34,30,29,24,39,53,38,30
predicted RNA,164,345,292,327,217,336,436,294,364
PA3451,1,0,3,0,0,3,2,4,2
PA3452,4,9,5,8,3,5,11,8,6
PA3453,0,1,3,3,0,0,2,1,0
PA3454,1,0,3,1,1,4,1,1,2
PA3455,7,6,12,9,14,13,20,10,13
predicted RNA,17,24,18,22,16,25,23,21,20
predicted RNA,21,26,19,15,15,17,13,17,17
PA3456,0,3,1,1,2,0,4,4,1
PA3457,23,35,24,24,29,24,19,17,20
PA3458,0,0,0,1,0,0,2,1,0
predicted RNA,140,128,93,92,104,88,85,69,81
predicted RNA,230,217,160,240,198,155,210,173,184
PA3459,69,97,70,54,50,61,65,46,39
predicted RNA,73,60,47,79,64,65,88,58,54
predicted RNA,11,9,8,13,10,7,14,9,8
predicted RNA,2,2,1,3,1,2,3,2,1
PA3460,13,31,27,32,21,36,44,45,40
predicted RNA,41,45,36,53,32,61,57,31,43
predicted RNA,34,65,40,65,44,70,91,60,46
PA3461,9,23,23,59,37,61,21,32,30
PA3462,8,26,15,17,9,25,16,23,13
PA3463,0,2,2,1,0,1,1,3,1
PA3464,7,13,19,10,9,11,12,13,13
PA3465,13,31,29,20,22,24,29,33,17
predicted RNA,104,215,102,123,128,118,192,119,121
predicted RNA,51,59,55,56,49,41,44,38,45
predicted RNA,138,317,201,253,197,246,300,217,203
PA3466,12,38,29,24,16,27,35,34,24
predicted RNA,511,836,633,441,594,280,644,296,504
PA3467,20,24,19,20,8,14,13,27,21
PA3468,3,7,12,6,4,3,8,10,10
PA3469,4,4,3,4,1,2,4,5,4
PA3470,2,12,6,4,11,9,9,5,9
predicted RNA,169,176,135,111,125,125,160,134,126
PA3471,12,12,21,14,7,11,13,7,4
predicted RNA,460,367,338,308,302,283,379,331,305
predicted RNA,81,131,132,109,105,116,119,146,125
PA3472,14,30,15,18,8,14,21,36,21
PA3473,3,2,8,5,4,6,6,8,5
PA3474,0,1,2,2,0,4,3,2,4
PA3475,2,4,7,4,2,3,7,6,6
predicted RNA,31,48,28,32,29,28,56,46,37
predicted RNA,745,1313,798,779,644,582,1191,1084,975
PA3476,0,4,2,1,2,8,2,3,2
PA3477,10,25,10,11,13,10,16,19,5
predicted RNA,313,423,296,245,258,217,272,255,262
PA3478,10,23,20,14,21,13,18,26,4
PA3479,2,6,7,3,4,0,4,2,0
PA3480,4,4,5,5,3,5,5,9,1
predicted RNA,32,32,24,19,26,22,37,28,37
predicted RNA,14,13,10,6,10,8,13,12,12
predicted RNA,34,28,22,23,22,17,24,18,22
PA3481,5,3,1,6,0,0,1,1,5
predicted RNA,13,13,9,10,6,9,9,10,8
predicted RNA,51,46,51,47,40,45,55,58,40
PA3482,18,23,33,24,8,27,35,50,31
predicted RNA,58,75,48,35,46,23,46,52,57
predicted RNA,96,108,77,55,74,54,83,68,55
predicted RNA,189,278,259,193,210,231,291,301,251
PA3483,0,1,2,0,2,3,2,4,2
PA3484,5,23,11,9,4,13,6,16,12
PA3485,0,4,3,0,0,0,1,0,1
PA3486,2,3,4,3,0,4,4,5,2
PA3487,0,0,0,0,0,0,0,0,0
PA3488,0,0,0,0,0,0,0,0,0
PA3489,0,2,2,2,0,2,2,1,2
PA3490,2,6,2,1,2,6,4,5,8
PA3491,4,2,14,1,4,2,15,13,5
PA3492,2,9,1,2,4,1,7,6,0
PA3493,2,3,1,0,0,4,2,1,0
PA3494,2,21,7,8,5,7,9,8,15
PA3495,6,7,9,9,6,14,9,8,11
predicted RNA,109,178,140,98,84,76,80,105,78
PA3496,2,8,4,3,2,4,3,2,3
PA3497,7,30,17,15,16,20,24,28,20
PA3498,0,6,3,2,2,4,11,0,5
PA3499,0,2,1,0,0,3,0,1,2
PA3500,0,6,0,0,0,0,0,1,0
PA3501,0,0,1,0,0,0,0,0,0
PA3502,1,2,4,4,3,4,0,3,0
PA3504,9,9,17,10,6,10,12,16,8
PA3505,1,2,4,2,2,10,2,1,5
PA3506,0,4,8,3,3,3,1,4,4
PA3507,1,4,4,4,1,4,5,4,5
PA3508,4,5,7,8,4,10,11,8,4
PA3509,1,0,1,7,3,3,2,4,3
PA3510,0,2,1,1,1,1,0,0,3
PA3511,2,6,4,2,1,5,1,4,4
PA3512,2,4,5,4,3,2,5,7,2
PA3513,3,6,8,5,5,11,3,10,7
PA3514,14,31,20,28,34,28,33,17,13
predicted RNA,21,12,13,4,14,7,6,5,6
PA3515,3,9,14,9,9,14,12,19,10
PA3516,2,9,4,7,6,9,3,10,1
PA3517,11,25,16,23,13,25,30,28,19
PA3518,3,2,3,5,1,1,3,2,1
PA3519,2,1,4,3,1,0,3,2,2
PA3520,0,3,0,2,0,0,1,0,0
PA3521,2,3,1,4,3,0,2,1,4
PA3522,9,32,26,36,17,30,39,29,28
PA3523,5,11,8,5,13,13,9,8,11
PA3524,13,14,10,11,6,9,23,13,13
predicted RNA,109,185,194,144,109,148,146,222,176
predicted RNA,685,542,477,337,530,336,427,464,387
PA3525,8,19,12,5,5,9,12,18,8
PA3526,25,14,12,19,8,8,24,19,17
predicted RNA,16,13,13,15,13,10,7,4,5
PA3527,2,8,4,0,5,4,6,2,4
PA3528,6,15,8,15,10,9,9,6,3
predicted RNA,1062,1237,993,861,1028,939,1283,1073,944
PA3529,8,7,12,15,9,15,13,18,12
predicted RNA,301,506,427,360,308,306,404,441,345
PA3530,2,7,4,2,3,6,1,2,5
predicted RNA,282,553,457,369,342,484,435,382,370
PA3531,7,8,5,5,0,5,5,7,4
PA3532,4,18,10,11,4,12,11,7,4
predicted RNA,632,861,765,688,669,680,875,840,788
PA3533,3,6,4,7,2,3,5,4,7
PA3534,3,10,9,8,4,6,13,8,11
PA3535,15,22,29,25,14,28,28,31,18
predicted RNA,18,33,29,28,11,29,19,27,15
PA3536,1,3,2,0,7,9,3,1,0
PA3537,2,8,10,9,9,5,8,14,9
predicted RNA,26,31,25,26,21,29,25,44,20
PA3538,10,18,21,22,14,18,19,19,16
PA3539,4,14,13,10,5,10,15,15,7
PA3540,4,14,9,10,5,15,22,13,12
PA3541,13,29,24,26,10,14,24,21,19
PA3542,4,11,5,5,3,3,11,8,12
PA3543,3,8,8,7,4,3,7,7,10
PA3544,12,7,9,6,2,10,3,4,9
PA3545,56,121,105,96,77,103,115,115,103
PA3546,3,5,4,1,0,2,7,4,4
PA3547,0,5,4,1,6,1,9,3,2
PA3548,10,14,10,10,12,11,18,18,14
PA3549,2,0,1,1,1,3,0,2,1
PA3550,4,6,4,4,0,6,2,7,3
PA3551,10,15,12,9,11,8,10,7,9
PA3552,3,3,3,1,5,6,4,3,2
PA3553,0,2,5,6,2,5,2,6,1
PA3554,5,16,12,8,6,10,10,6,4
PA3555,2,4,3,2,1,4,5,2,3
PA3556,4,10,6,12,7,12,7,13,4
PA3557,0,1,1,1,0,0,2,2,0
PA3558,0,2,0,0,0,0,0,0,0
PA3559,5,8,8,2,5,11,4,14,8
PA3560,3,3,1,1,0,1,0,1,0
PA3561,1,0,0,0,2,0,1,0,0
PA3562,0,2,2,1,4,2,3,2,4
PA3563,3,4,9,3,2,10,10,9,8
PA3564,12,16,13,15,7,14,15,27,8
PA3565,3,6,5,4,13,4,0,5,4
PA3566,13,10,4,12,6,9,3,7,10
PA3567,110,99,59,74,76,69,81,60,60
PA3568,19,19,23,25,24,25,46,25,10
PA3569,5,3,1,2,6,2,7,4,3
PA3570,21,24,22,18,20,23,21,30,22
PA3571,12,14,7,6,7,9,5,8,9
PA3572,4,3,1,0,0,2,1,1,1
PA3573,277,340,233,225,233,223,286,223,226
PA3574,17,23,22,31,25,38,43,44,36
PA3574a,13,10,5,12,5,9,9,7,6
PA3575,1,3,2,4,9,0,2,0,3
PA3576,3,7,5,6,2,5,1,3,5
predicted RNA,111,198,174,192,147,216,267,176,177
PA3577,0,4,2,5,3,2,2,2,3
PA3578,1,1,1,3,0,0,2,1,4
predicted RNA,50,66,55,30,33,18,38,37,19
PA3579,0,3,1,8,2,2,6,3,2
PA3580,1,3,2,3,1,4,4,1,1
PA3581,6,3,6,7,2,3,2,7,8
PA3582,1,13,8,2,3,1,10,8,4
PA3583,5,8,4,7,4,6,7,7,11
predicted RNA,165,206,157,159,110,147,173,111,136
PA3584,15,24,29,29,21,23,30,36,20
predicted RNA,85,98,57,53,67,67,82,55,67
predicted RNA,159,180,173,161,150,133,189,142,145
PA3585,1,2,1,0,1,3,1,4,0
PA3586,6,3,4,9,2,4,6,5,2
PA3587,2,5,3,1,3,1,8,6,8
PA3588,9,33,13,15,12,20,22,25,14
PA3589,3,3,3,5,0,6,1,3,3
PA3590,7,9,5,5,3,13,10,10,5
PA3591,0,0,0,3,0,0,1,1,1
PA3592,1,1,0,2,2,4,0,6,0
PA3593,2,4,10,4,2,4,7,5,4
PA3594,8,22,8,8,9,24,16,18,23
PA3595,17,36,26,33,19,35,43,59,26
PA3596,5,10,9,7,3,7,7,16,6
PA3597,9,25,14,23,12,14,18,11,23
PA3598,10,13,19,6,13,15,16,18,11
PA3599,10,26,19,16,6,11,18,18,16
PA3600,1,4,8,3,3,1,4,6,7
PA3601,0,4,4,3,3,1,3,2,4
PA3602,9,32,17,15,20,19,18,21,16
PA3603,1,4,8,3,2,1,2,3,3
PA3604,2,6,1,5,4,6,5,2,1
PA3605,28,50,33,33,33,42,43,39,33
PA3606,0,5,1,2,0,0,3,3,0
PA3607,6,15,10,8,8,7,6,10,10
PA3608,12,31,20,22,14,24,21,24,21
PA3609,6,12,6,6,3,2,10,2,3
PA3610,15,13,10,12,16,14,14,15,11
PA3611,28,30,24,18,19,19,21,17,21
predicted RNA,74,69,54,41,49,43,50,46,44
PA3612,50,49,31,31,29,24,27,15,16
PA3613,27,28,23,21,22,32,30,20,17
PA3614,12,24,29,16,15,16,14,16,25
PA3615,17,37,28,31,18,32,31,36,19
PA3616,55,77,50,70,39,60,68,51,49
predicted RNA,1027,1501,1399,1186,1086,1270,1681,1526,1318
PA3617,4,7,9,8,5,12,10,8,14
PA3618,0,0,2,0,2,2,0,1,1
PA3619,8,35,23,30,22,25,38,32,30
PA3620,54,67,37,41,41,36,41,52,41
PA3621,0,5,4,2,3,0,3,2,3
