Genome feature ID,C..albicans...S..gordonii,S..gordonii...spent.C..albicans.medium,S..gordonii.only,C..albicans...S..gordonii.1,S..gordonii...spent.C..albicans.medium.1,S..gordonii.only.1,C..albicans...S..gordonii.2,S..gordonii...spent.C..albicans.medium.2,S..gordonii.only.2
ID_SGO_0902_p01_Parent_SGO_0902_t01_Dbxref_GI_157150034_GeneID_5598433_codon_start_1_locus_tag_SGO_0902_product_hypothetical_protein_protein_id_YP_001450198_1_transl_table_11_translation_length_61,872,2677,1640,913,884,1333,994,1315,1167
ID_birA_p01_Parent_birA_t01_Dbxref_GI_157149694_GeneID_5599112_eC_number_6_3_4_15_Note_catalyzes_the_formation_of_biotinyl-5'-AMP_2C_also_acts_as_a_transcriptional_repressor_of_the_biotin_operon_codon_start_1_gene_birA_locus_tag_SGO_0903_product_biotin--protein_ligase_protein_id_YP_001450199_1_transl_table_11_translation_length_311,1140,2848,2221,595,932,1792,760,1084,974
ID_purR_p01_Parent_purR_t01_Dbxref_GI_157151536_GeneID_5598127_Note_identified_by_match_to_protein_family_HMM_PF00356_B_match_to_protein_family_HMM_PF00532_codon_start_1_gene_purR_locus_tag_SGO_0904_product_galactose_operon_repressor_GalR_protein_id_YP_001450200_1_transl_table_11_translation_length_333,556,1474,1440,279,438,1219,492,682,491
ID_SGO_0905_p01_Parent_SGO_0905_t01_Dbxref_GI_157150505_GeneID_5597799_codon_start_1_locus_tag_SGO_0905_product_putative_lipoprotein_protein_id_YP_001450201_1_transl_table_11_translation_length_218,469,1270,922,258,506,831,332,794,661
ID_leuA_p01_Parent_leuA_t01_Dbxref_GI_157150231_GeneID_5599101_eC_number_2_3_3_13_Note_catalyzes_the_formation_of_2-isopropylmalate_from_acetyl-CoA_and_2-oxoisovalerate_in_leucine_biosynthesis_codon_start_1_gene_leuA_locus_tag_SGO_0906_product_2-isopropylmalate_synthase_protein_id_YP_001450202_1_transl_table_11_translation_length_522,5666,14568,10881,2035,5333,6607,4132,9007,9247
ID_leuB_p01_Parent_leuB_t01_Dbxref_GI_157149669_GeneID_5599414_eC_number_1_1_1_85_Note_catalyzes_the_oxidation_of_3-isopropylmalate_to_3-carboxy-4-methyl-2-oxopentanoate_in_leucine_biosynthesis_codon_start_1_gene_leuB_locus_tag_SGO_0907_product_3-isopropylmalate_dehydrogenase_protein_id_YP_001450203_1_transl_table_11_translation_length_345,3620,9670,7143,1704,3152,4184,3214,5032,5695
ID_SGO_0908_p01_Parent_SGO_0908_t01_Dbxref_GI_157151406_GeneID_5598442_Note_identified_by_match_to_protein_family_HMM_PF06961_codon_start_1_locus_tag_SGO_0908_product_membrane_protein_protein_id_YP_001450204_1_transl_table_11_translation_length_88,2336,5885,3893,1322,1766,3153,2261,2687,3182
ID_leuC_p01_Parent_leuC_t01_Dbxref_GI_157151511_GeneID_5599617_eC_number_4_2_1_33_Note_dehydratase_component_2C_catalyzes_the_isomerization_between_2-isopropylmalate_and_3-isopropylmalate_codon_start_1_gene_leuC_locus_tag_SGO_0909_product_isopropylmalate_isomerase_large_subunit_protein_id_YP_001450205_1_transl_table_11_translation_length_460,4109,11360,8409,1332,3564,4391,3072,5981,6332
ID_leuD_p01_Parent_leuD_t01_Dbxref_GI_157150852_GeneID_5599203_eC_number_4_2_1_33_Note_catalyzes_the_isomerization_between_2-isopropylmalate_and_3-isopropylmalate_in_leucine_biosynthesis_B_forms_a_heterodimer_of_LeuC/D_codon_start_1_gene_leuD_locus_tag_SGO_0910_product_isopropylmalate_isomerase_small_subunit_protein_id_YP_001450206_1_transl_table_11_translation_length_196,1940,5607,3916,1218,1918,2432,2114,2991,3246
ID_SGO_0911_p01_Parent_SGO_0911_t01_Dbxref_GI_157150619_GeneID_5598456_codon_start_1_locus_tag_SGO_0911_product_hypothetical_protein_protein_id_YP_001450207_1_transl_table_11_translation_length_259,3345,10650,6696,4231,4426,5934,5962,6051,7068
ID_SGO_0912_p01_Parent_SGO_0912_t01_Dbxref_GI_157149920_GeneID_5598892_Note_identified_by_match_to_protein_family_HMM_PF01047_codon_start_1_locus_tag_SGO_0912_product_SlyA-like_protein_protein_id_YP_001450208_1_transl_table_11_translation_length_145,468,1196,795,176,707,604,260,703,517
ID_proV_p01_Parent_proV_t01_Dbxref_GI_157151397_GeneID_5598092_Note_identified_by_match_to_protein_family_HMM_PF00005_codon_start_1_gene_proV_locus_tag_SGO_0915_product_ABC-type_proline/glycine_betaine_transporter_protein_id_YP_001450209_1_transl_table_11_translation_length_242,959,2711,1952,854,1888,2238,1211,2099,1684
ID_proWX_p01_Parent_proWX_t01_Dbxref_GI_157151096_GeneID_5598310_Note_identified_by_match_to_protein_family_HMM_PF00528_B_match_to_protein_family_HMM_PF04069_codon_start_1_gene_proWX_locus_tag_SGO_0916_product_ABC_transporter_permease_protein_id_YP_001450210_1_transl_table_11_translation_length_506,1544,3987,2819,755,2416,2627,1458,2541,1952
ID_SGO_0917_p01_Parent_SGO_0917_t01_Dbxref_GI_157150469_GeneID_5597954_codon_start_1_locus_tag_SGO_0917_product_hypothetical_protein_protein_id_YP_001450211_1_transl_table_11_translation_length_200,262,671,341,39,122,203,110,170,112
ID_SGO_0918_p01_Parent_SGO_0918_t01_Dbxref_GI_157150350_GeneID_5599171_Note_identified_by_match_to_protein_family_HMM_PF02361_codon_start_1_locus_tag_SGO_0918_product_cobalt_ABC_transporter_permease_protein_id_YP_001450212_1_transl_table_11_translation_length_244,298,900,437,104,260,345,175,311,174
ID_SGO_0919_p01_Parent_SGO_0919_t01_Dbxref_GI_157150535_GeneID_5599393_Note_identified_by_match_to_protein_family_HMM_PF00005_codon_start_1_locus_tag_SGO_0919_product_ABC_transporter_ATP-binding_protein_protein_id_YP_001450213_1_transl_table_11_translation_length_278,175,679,297,121,234,377,224,353,186
ID_SGO_0920_p01_Parent_SGO_0920_t01_Dbxref_GI_157150695_GeneID_5599042_Note_identified_by_match_to_protein_family_HMM_PF00005_codon_start_1_locus_tag_SGO_0920_product_cobalt_transport_ATP-binding_protein_protein_id_YP_001450214_1_transl_table_11_translation_length_266,124,386,244,64,215,259,164,220,137
ID_SGO_0921_p01_Parent_SGO_0921_t01_Dbxref_GI_157151142_GeneID_5598755_codon_start_1_locus_tag_SGO_0921_product_hypothetical_protein_protein_id_YP_001450215_1_transl_table_11_translation_length_46,3,11,8,0,8,36,3,18,6
ID_SGO_0922_p01_Parent_SGO_0922_t01_Dbxref_GI_157150809_GeneID_5597875_codon_start_1_locus_tag_SGO_0922_product_hypothetical_protein_protein_id_YP_001450216_1_transl_table_11_translation_length_36,3,10,9,0,8,39,3,16,7
ID_SGO_0923_p01_Parent_SGO_0923_t01_Dbxref_GI_157150223_GeneID_5598547_eC_number_3_1_21_3_Note_near_IS_element_with_potential_frameshift_codon_start_1_locus_tag_SGO_0923_product_HsdD_protein_protein_id_YP_001450217_1_transl_table_11_translation_length_57,19,34,18,0,15,103,9,31,14
ID_SGO_0924_p01_Parent_SGO_0924_t01_Dbxref_GI_157150137_GeneID_5597979_codon_start_1_locus_tag_SGO_0924_product_HsdD_protein_protein_id_YP_001450218_1_transl_table_11_translation_length_75,30,79,21,2,27,186,21,50,8
ID_SGO_0925_p01_Parent_SGO_0925_t01_Dbxref_GI_157151639_GeneID_5599673_codon_start_1_locus_tag_SGO_0925_product_plasmid_replication_protein-like_protein_protein_id_YP_001450219_1_transl_table_11_translation_length_85,32,76,40,8,19,241,20,37,11
ID_SGO_0926_p01_Parent_SGO_0926_t01_Dbxref_GI_157150746_GeneID_5599452_Note_identified_by_match_to_protein_family_HMM_PF06430_codon_start_1_locus_tag_SGO_0926_product_putative_DNA_replicative_RepB-like_protein_protein_id_YP_001450220_1_transl_table_11_translation_length_132,33,101,42,13,31,301,25,33,23
ID_SGO_0929_p01_Parent_SGO_0929_t01_Dbxref_GI_157150024_GeneID_5599086_Note_identified_by_match_to_protein_family_HMM_PF00440_codon_start_1_locus_tag_SGO_0929_product_transcriptional_regulator_protein_id_YP_001450221_1_transl_table_11_translation_length_190,428,1391,1229,90,357,607,98,383,327
ID_SGO_0930_p01_Parent_SGO_0930_t01_Dbxref_GI_157151626_GeneID_5598665_Note_identified_by_match_to_protein_family_HMM_PF01545_B_match_to_protein_family_HMM_TIGR01297_codon_start_1_locus_tag_SGO_0930_product_cation_efflux_system_protein_protein_id_YP_001450222_1_transl_table_11_translation_length_296,108,275,215,29,90,384,79,134,66
ID_galK_p01_Parent_galK_t01_Dbxref_GI_157150283_GeneID_5597849_eC_number_2_7_1_6_Note_catalyzes_the_formation_of_alpha-D-galactose_1-phosphate_from_D-galactose_in_galactose_metabolism_codon_start_1_gene_galK_locus_tag_SGO_0932_product_galactokinase_protein_id_YP_001450223_1_transl_table_11_translation_length_392,193,422,315,106,190,436,199,258,142
ID_galT_p01_Parent_galT_t01_Dbxref_GI_157151056_GeneID_5598037_eC_number_2_7_7_10_Note_catalyzes_the_formation_of_alpha-D-glucose_1-phosphate_and_UDP-galactose_from_UDP-glucose_and_alpha-D-galactose_1-phosphate_in_galactose_metabolism_codon_start_1_gene_galT_locus_tag_SGO_0933_product_galactose-1-phosphate_uridylyltransferase_protein_id_YP_001450224_1_transl_table_11_translation_length_493,232,952,422,271,309,537,370,385,201
ID_galE-2_p01_Parent_galE-2_t01_Dbxref_GI_157151274_GeneID_5598036_eC_number_5_1_3_2_Note_identified_by_match_to_protein_family_HMM_PF00106_B_match_to_protein_family_HMM_PF01073_B_match_to_protein_family_HMM_PF01370_B_match_to_protein_family_HMM_PF02719_B_match_to_protein_family_HMM_PF04321_B_match_to_protein_family_HMM_PF07993_B_match_to_protein_family_HMM_TIGR01179_codon_start_1_gene_galE-2_locus_tag_SGO_0934_product_UDP-glucose_4-epimerase_protein_id_YP_001450225_1_transl_table_11_translation_length_333,216,746,456,72,216,217,119,291,171
ID_SGO_0935_p01_Parent_SGO_0935_t01_Dbxref_GI_157149664_GeneID_5599463_Note_identified_by_match_to_protein_family_HMM_PF01864_codon_start_1_locus_tag_SGO_0935_product_CDP-diglyceride_synthetase_protein_id_YP_001450226_1_transl_table_11_translation_length_196,639,1929,1500,251,576,777,330,820,856
ID_SGO_0936_p01_Parent_SGO_0936_t01_Dbxref_GI_157150090_GeneID_5598542_eC_number_2_7_9_2_Note_identified_by_match_to_protein_family_HMM_PF00391_B_match_to_protein_family_HMM_PF01326_codon_start_1_locus_tag_SGO_0936_product_phosphoenolpyruvate_synthase_protein_id_YP_001450227_1_transl_table_11_translation_length_831,3182,9688,7153,1961,4465,5098,2802,6208,5006
ID_SGO_0937_p01_Parent_SGO_0937_t01_Dbxref_GI_157150816_GeneID_5597992_eC_number_2_7_8_8_Note_identified_by_match_to_protein_family_HMM_PF01066_codon_start_1_locus_tag_SGO_0937_product_phosphatidylserine_synthase_protein_id_YP_001450228_1_transl_table_11_translation_length_210,988,3136,2311,380,1233,1418,696,1603,1126
ID_SGO_0938_p01_Parent_SGO_0938_t01_Dbxref_GI_157149959_GeneID_5598533_eC_number_4_1_1_65_Note_identified_by_match_to_protein_family_HMM_PF02666_codon_start_1_locus_tag_SGO_0938_product_phosphatidylserine_decarboxylase_protein_id_YP_001450229_1_transl_table_11_translation_length_290,2405,7817,5969,1066,2363,3139,1560,2811,1846
ID_ubiA_p01_Parent_ubiA_t01_Dbxref_GI_157150684_GeneID_5599574_Note_UbiA_prenyltransferase_family_catalyzes_the_transfer_of_a_prenyl_group_to_various_acceptors_with_hydrophobic_ring_structures_in_the_biosynthesis_of_respiratory_quinones_2C_hemes_2C_chlorophylls_2C_vitamin_E_2C_and_shikonin_codon_start_1_gene_ubiA_locus_tag_SGO_0939_product_prenyltransferase_protein_id_YP_001450230_1_transl_table_11_translation_length_240,1675,4748,3584,485,1328,1789,940,1649,1344
ID_ppsA_p01_Parent_ppsA_t01_Dbxref_GI_157151134_GeneID_5598782_eC_number_2_7_9_2_Note_identified_by_match_to_protein_family_HMM_PF00391_B_match_to_protein_family_HMM_PF01326_codon_start_1_gene_ppsA_locus_tag_SGO_0940_product_phosphoenolpyruvate_synthase_protein_id_YP_001450231_1_transl_table_11_translation_length_827,7595,21742,15904,3186,6950,8497,5454,10137,7724
ID_SGO_0941_p01_Parent_SGO_0941_t01_Dbxref_GI_157151317_GeneID_5597891_codon_start_1_locus_tag_SGO_0941_product_hypothetical_protein_protein_id_YP_001450232_1_transl_table_11_translation_length_357,3571,10338,7158,741,2066,2296,1304,2706,1797
ID_zmpC_p01_Parent_zmpC_t01_Dbxref_GI_157149710_GeneID_5599830_eC_number_3_4_24_13_Note_identified_by_match_to_protein_family_HMM_PF04650_B_match_to_protein_family_HMM_PF07501_B_match_to_protein_family_HMM_PF07554_B_match_to_protein_family_HMM_PF07580_B_match_to_protein_family_HMM_PF07581_B_match_to_protein_family_HMM_TIGR01168_codon_start_1_gene_zmpC_locus_tag_SGO_0942_product_zinc_metalloproteinase_C_protein_id_YP_001450233_1_transl_table_11_translation_length_2597,5747,23648,10302,5146,7023,7969,6310,10591,5244
ID_SGO_0943_p01_Parent_SGO_0943_t01_Dbxref_GI_157149894_GeneID_5598218_codon_start_1_locus_tag_SGO_0943_product_hypothetical_protein_protein_id_YP_001450234_1_transl_table_11_translation_length_193,133,532,303,110,172,446,254,311,301
ID_SGO_0944_p01_Parent_SGO_0944_t01_Dbxref_GI_157150041_GeneID_5597777_Note_identified_by_match_to_protein_family_HMM_PF00005_codon_start_1_locus_tag_SGO_0944_product_ABC_transporter_ATP-binding_protein_protein_id_YP_001450235_1_transl_table_11_translation_length_226,181,762,416,107,272,489,197,380,288
ID_SGO_0945_p01_Parent_SGO_0945_t01_Dbxref_GI_157150781_GeneID_5599330_Note_identified_by_match_to_protein_family_HMM_PF02687_codon_start_1_locus_tag_SGO_0945_product_ABC_transporter_permease_protein_id_YP_001450236_1_transl_table_11_translation_length_381,129,448,270,59,163,582,114,248,200
ID_SGO_0946_p01_Parent_SGO_0946_t01_Dbxref_GI_157151087_GeneID_5598608_Note_identified_by_match_to_protein_family_HMM_PF01546_B_match_to_protein_family_HMM_PF05343_codon_start_1_locus_tag_SGO_0946_product_deblocking_aminopeptidase_protein_id_YP_001450237_1_transl_table_11_translation_length_345,2033,6383,4958,1050,2744,2972,1072,2942,1868
ID_SGO_0947_p01_Parent_SGO_0947_t01_Dbxref_GI_157151533_GeneID_5597969_codon_start_1_locus_tag_SGO_0947_product_hydrolase_protein_id_YP_001450238_1_transl_table_11_translation_length_310,1729,4806,3658,704,1823,2316,873,2329,1370
ID_pgdA_p01_Parent_pgdA_t01_Dbxref_GI_157149869_GeneID_5599579_Note_identified_by_match_to_protein_family_HMM_PF01522_codon_start_1_gene_pgdA_locus_tag_SGO_0948_product_peptidoglycan_N-acetylglucosamine_deacetylase_A_protein_id_YP_001450239_1_transl_table_11_translation_length_465,2771,6589,5516,1135,2247,2501,968,2806,2631
ID_deaD_p01_Parent_deaD_t01_Dbxref_GI_157150328_GeneID_5598317_Note_identified_by_match_to_protein_family_HMM_PF00270_B_match_to_protein_family_HMM_PF00271_codon_start_1_gene_deaD_locus_tag_SGO_0949_product_DEAD/DEAH_box_helicase_protein_id_YP_001450240_1_transl_table_11_translation_length_371,2861,8458,6427,653,2389,2360,960,2514,2153
ID_SGO_0950_p01_Parent_SGO_0950_t01_Dbxref_GI_157150628_GeneID_5599426_Note_identified_by_match_to_protein_family_HMM_PF01408_codon_start_1_locus_tag_SGO_0950_product_oxidoreductase_protein_id_YP_001450241_1_transl_table_11_translation_length_326,2581,7744,5909,798,2174,2457,1057,2352,1803
ID_udk_p01_Parent_udk_t01_Dbxref_GI_157151213_GeneID_5598870_eC_number_2_7_1_48_Note_functions_in_pyrimidine_salvage_B_pyrimidine_ribonucleoside_kinase_B_phosphorylates_nucleosides_or_dinucleosides_to_make_UMP_or_CMP_using_ATP_or_GTP_as_the_donor_codon_start_1_gene_udk_locus_tag_SGO_0951_product_uridine_kinase_protein_id_YP_001450242_1_transl_table_11_translation_length_210,789,2446,1535,357,728,994,395,844,834
ID_SGO_0952_p01_Parent_SGO_0952_t01_Dbxref_GI_157151558_GeneID_5597755_Note_identified_by_match_to_protein_family_HMM_PF06912_codon_start_1_locus_tag_SGO_0952_product_integral_membrane_protein_protein_id_YP_001450243_1_transl_table_11_translation_length_223,374,1282,793,150,553,680,253,692,574
ID_SGO_0953_p01_Parent_SGO_0953_t01_Dbxref_GI_157150693_GeneID_5599131_Note_identified_by_match_to_protein_family_HMM_PF01042_B_match_to_protein_family_HMM_TIGR00004_codon_start_1_locus_tag_SGO_0953_product_endoribonuclease_L-PSP_protein_id_YP_001450244_1_transl_table_11_translation_length_126,3788,10313,7627,989,2082,3200,1114,2186,2132
ID_SGO_0954_p01_Parent_SGO_0954_t01_Dbxref_GI_157151648_GeneID_5598758_Note_identified_by_match_to_protein_family_HMM_PF03668_codon_start_1_locus_tag_SGO_0954_product_hypothetical_protein_protein_id_YP_001450245_1_transl_table_11_translation_length_296,4727,13161,9970,2058,3726,5587,2404,4188,3519
ID_SGO_0955_p01_Parent_SGO_0955_t01_Dbxref_GI_157149790_GeneID_5599551_Note_identified_by_match_to_protein_family_HMM_PF01933_B_match_to_protein_family_HMM_TIGR01826_codon_start_1_locus_tag_SGO_0955_product_transporter_protein_id_YP_001450246_1_transl_table_11_translation_length_324,6777,18740,14544,2383,6399,7456,3535,7837,6619
ID_SGO_0956_p01_Parent_SGO_0956_t01_Dbxref_GI_157150234_GeneID_5597871_Note_identified_by_match_to_protein_family_HMM_PF02650_B_match_to_protein_family_HMM_TIGR00647_codon_start_1_locus_tag_SGO_0956_product_hypothetical_protein_protein_id_YP_001450247_1_transl_table_11_translation_length_303,5257,13656,10185,2203,5262,6603,3389,6757,5625
ID_SGO_0957_p01_Parent_SGO_0957_t01_Dbxref_GI_157150895_GeneID_5599721_codon_start_1_locus_tag_SGO_0957_product_hypothetical_protein_protein_id_YP_001450248_1_transl_table_11_translation_length_204,2853,7501,6459,1017,2788,2806,1033,3340,4139
ID_SGO_0958_p01_Parent_SGO_0958_t01_Dbxref_GI_157150003_GeneID_5598382_codon_start_1_locus_tag_SGO_0958_product_hypothetical_protein_protein_id_YP_001450249_1_transl_table_11_translation_length_288,5192,11444,9135,2835,5590,5381,3182,8168,9137
ID_SGO_0959_p01_Parent_SGO_0959_t01_Dbxref_GI_157150513_GeneID_5599568_Note_identified_by_match_to_protein_family_HMM_PF03932_codon_start_1_locus_tag_SGO_0959_product_copper_homeostasis_protein_CutC_protein_id_YP_001450250_1_transl_table_11_translation_length_210,4197,10658,7197,1822,3884,4372,2707,5649,6347
ID_SGO_0960_p01_Parent_SGO_0960_t01_Dbxref_GI_157150586_GeneID_5599085_Note_identified_by_match_to_protein_family_HMM_PF04237_codon_start_1_locus_tag_SGO_0960_product_hypothetical_protein_protein_id_YP_001450251_1_transl_table_11_translation_length_223,2377,5826,3556,816,2154,2311,1299,3528,4027
ID_SGO_0961_p01_Parent_SGO_0961_t01_Dbxref_GI_157150273_GeneID_5598946_Note_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_PF00664_codon_start_1_locus_tag_SGO_0961_product_ABC_transporter_permease/ATP-binding_protein_protein_id_YP_001450252_1_transl_table_11_translation_length_579,3352,9466,6419,986,2265,3164,1631,3828,2978
ID_SGO_0962_p01_Parent_SGO_0962_t01_Dbxref_GI_157150182_GeneID_5599734_Note_ABC_transporter_B_identified_by_match_to_protein_family_HMM_PF00005_B_match_to_protein_family_HMM_PF00664_codon_start_1_locus_tag_SGO_0962_product_permease_ATP-binding_protein_protein_id_YP_001450253_1_transl_table_11_translation_length_580,3468,9780,6559,815,1736,2919,1299,2700,2116
ID_SGO_0963_p01_Parent_SGO_0963_t01_Dbxref_GI_157149845_GeneID_5598790_eC_number_2_6_1_5_Note_identified_by_match_to_protein_family_HMM_PF00392_codon_start_1_locus_tag_SGO_0963_product_GntR_family_transcriptional_regulator_protein_id_YP_001450254_1_transl_table_11_translation_length_468,1711,4349,2989,400,908,1881,851,1543,1490
ID_pdxK_p01_Parent_pdxK_t01_Dbxref_GI_157151337_GeneID_5599825_Note_catalyzes_the_formation_of_pyridoxal_5'-phosphate_from_pyridoxal_codon_start_1_gene_pdxK_locus_tag_SGO_0964_product_pyridoxamine_kinase_protein_id_YP_001450255_1_transl_table_11_translation_length_286,57641,143227,125568,16437,44390,41807,22669,76544,64771
ID_SGO_0965_p01_Parent_SGO_0965_t01_Dbxref_GI_157151023_GeneID_5598229_codon_start_1_locus_tag_SGO_0965_product_integral_membrane_protein_protein_id_YP_001450256_1_transl_table_11_translation_length_176,24698,61041,52153,9076,29906,21842,11916,47245,39329
ID_hsa_p01_Parent_hsa_t01_Dbxref_GI_157150914_GeneID_5598110_Note_identified_by_similarity_to_GB_BAA97453_1_B_match_to_protein_family_HMM_PF00746_B_match_to_protein_family_HMM_TIGR01167_codon_start_1_gene_hsa_locus_tag_SGO_0966_product_streptococcal_hemagglutinin_protein_id_YP_001450257_1_transl_table_11_translation_length_2178,8356,24906,16722,5668,10797,12813,8131,13982,10093
ID_SGO_0968_p01_Parent_SGO_0968_t01_Dbxref_GI_157150867_GeneID_5599808_Note_identified_by_match_to_protein_family_HMM_PF08759_codon_start_1_locus_tag_SGO_0968_product_glycosyl_transferase_family_protein_protein_id_YP_001450258_1_transl_table_11_translation_length_285,1658,5446,3260,1574,1934,2409,1926,2494,1480
ID_nss_p01_Parent_nss_t01_Dbxref_GI_157151566_GeneID_5597980_codon_start_1_gene_nss_locus_tag_SGO_0969_product_hypothetical_protein_protein_id_YP_001450259_1_transl_table_11_translation_length_334,1689,5426,3297,892,1888,2098,1182,2439,1332
