,WT_THY_A,WT_THY_B,WT_THY_C,DhsdM_THY_A,DhsdM_THY_B,DhsdM_THY_C
GENE_-_M5005_Spy1680_pulA,8,23,16,29,29,28
GENE_-_M5005_Spy1681_dexB,52,120,79,123,113,133
GENE_-_M5005_Spy1682_msmK,189,356,219,519,405,370
GENE_-_M5005_Spy1683_lrp,47,69,44,36,73,70
GENE_-_M5005_Spy1685_M5005_Spy_1685,67,83,71,134,91,92
GENE_-_M5005_Spy1686_relA,273,399,265,437,394,430
GENE_-_M5005_Spy1687_sclA,0,0,0,0,0,0
GENE_-_M5005_Spy1689_M5005_Spy_1689,0,0,0,0,0,0
GENE_-_M5005_Spy1691_M5005_Spy_1691,1,13,9,20,16,12
GENE_-_M5005_Spy1692_M5005_Spy_1692,81,236,121,324,221,231
GENE_-_M5005_Spy1693_M5005_Spy_1693,14,35,18,31,22,21
GENE_-_M5005_Spy1694_M5005_Spy_1694,76,121,87,83,121,96
GENE_-_M5005_Spy1695_prmA,126,222,184,202,240,239
GENE_-_M5005_Spy1696_M5005_Spy_1696,59,84,68,92,98,76
GENE_-_M5005_Spy1703_M5005_Spy_1703,0,0,0,0,0,0
GENE_-_M5005_Spy1709_M5005_Spy_1709,323,428,261,395,556,424
GENE_-_M5005_Spy1710_M5005_Spy_1710,251,321,293,256,378,400
GENE_-_M5005_Spy1711_lmb,19,35,46,50,97,83
GENE_-_M5005_Spy1712_M5005_Spy_1712,10,15,6,12,19,26
GENE_-_M5005_Spy1713_M5005_Spy_1713,0,0,0,0,0,0
GENE_-_M5005_Spy1714_M5005_Spy_1714,318,242,215,444,472,504
GENE_-_M5005_Spy1715_scpA,891,514,419,1144,926,943
GENE_-_M5005_Spy1718_M5005_Spy_1717,740,542,427,1256,1179,1186
GENE_-_M5005_Spy1719_M5005_Spy_1717,7496,6010,5244,9318,9751,11016
GENE_-_M5005_Spy1720_mga,437,520,240,433,465,376
GENE_-_M5005_Spy1722_M5005_Spy_1722,12,36,12,24,26,31
GENE_-_M5005_Spy1723_isp,199,289,170,327,316,284
GENE_-_M5005_Spy1724_ihk,137,237,145,241,230,206
GENE_-_M5005_Spy1725_irr,61,99,72,116,94,117
GENE_-_M5005_Spy1726_M5005_Spy_1726,102,239,137,208,183,203
GENE_-_M5005_Spy1727_M5005_Spy_1727,29,70,47,74,70,72
GENE_-_M5005_Spy1728_M5005_Spy_1728,71,185,109,157,170,198
GENE_-_M5005_Spy1729_M5005_Spy_1729,131,318,204,152,268,275
GENE_-_M5005_Spy1730_M5005_Spy_1730,19,35,30,18,20,22
GENE_-_M5005_Spy1732_prsA,92,199,131,167,190,223
GENE_-_M5005_Spy1733_M5005_Spy_1733,0,8,0,2,2,0
GENE_-_M5005_Spy1734_M5005_Spy_1734,0,0,0,5,1,4
GENE_-_M5005_Spy1735_speB,2,5,2,18,5,2
GENE_-_M5005_Spy1738_spd,173,192,121,320,239,247
GENE_-_M5005_Spy1741_gldA,10,41,26,29,57,57
GENE_-_M5005_Spy1742_mipB,2,24,18,9,34,29
GENE_-_M5005_Spy1743_pflD,19,102,74,45,125,120
GENE_-_M5005_Spy1744_M5005_Spy_1744,3,20,17,8,34,68
GENE_-_M5005_Spy1745_M5005_Spy_1745,0,5,1,2,2,7
GENE_-_M5005_Spy1746_M5005_Spy_1746,0,0,3,2,6,5
GENE_-_M5005_Spy1747_M5005_Spy_1747,44,86,51,82,91,101
GENE_-_M5005_Spy1748_M5005_Spy_1748,40,99,54,52,77,80
GENE_-_M5005_Spy1751_secE,52,84,58,67,101,89
GENE_-_M5005_Spy1752_rpmG,36,76,40,45,79,94
GENE_-_M5005_Spy1753_pbp2A,722,1193,767,984,1097,1063
GENE_-_M5005_Spy1754_M5005_Spy_1754,42,80,37,47,62,46
GENE_-_M5005_Spy1757_M5005_Spy_1757,233,325,176,306,376,326
GENE_-_M5005_Spy1759_M5005_Spy_1759,0,0,0,0,0,0
GENE_-_M5005_Spy1760_M5005_Spy_1760,0,0,0,0,0,0
GENE_-_M5005_Spy1761_groEL,262,907,597,2565,1185,950
GENE_-_M5005_Spy1762_groES,36,87,58,310,132,118
GENE_-_M5005_Spy1763_clpC,687,1006,684,687,912,903
GENE_-_M5005_Spy1764_ctsR,65,118,43,72,80,96
GENE_-_M5005_Spy1765_csp,847,1116,546,362,1092,786
GENE_-_M5005_Spy1766_M5005_Spy_1766,0,1,0,0,0,0
GENE_-_M5005_Spy1767_M5005_Spy_1767,14,12,12,14,23,9
GENE_-_M5005_Spy1770_hutI,21,97,42,26,98,70
GENE_-_M5005_Spy1779_M5005_Spy_1779,27,83,50,64,56,62
GENE_-_M5005_Spy1782_pepO,637,768,498,759,771,731
GENE_-_M5005_Spy1783_dexS,22,63,52,84,107,90
GENE_-_M5005_Spy1784_M5005_Spy_1784,172,487,282,518,445,405
GENE_-_M5005_Spy1786_M5005_Spy_1786,0,0,0,0,0,0
GENE_-_M5005_Spy1789_nrdG,69,87,62,89,125,119
GENE_-_M5005_Spy1790_M5005_Spy_1790,57,63,47,80,108,88
GENE_-_M5005_Spy1791_M5005_Spy_1791,103,125,98,120,180,199
GENE_-_M5005_Spy1792_M5005_Spy_1792,3,7,3,10,10,10
GENE_-_M5005_Spy1793_nrdD,192,191,150,517,295,355
GENE_-_M5005_Spy1794_M5005_Spy_1794,258,253,161,283,239,261
GENE_-_M5005_Spy1795_M5005_Spy_1795,263,293,214,226,469,323
GENE_-_M5005_Spy1796_M5005_Spy_1796,269,601,424,408,556,610
GENE_-_M5005_Spy1797_M5005_Spy_1797,145,333,249,201,235,333
GENE_-_M5005_Spy1798_spxA,803,1527,1536,504,1785,2290
GENE_-_M5005_Spy1799_recA,1382,1988,1335,926,1638,1517
GENE_-_M5005_Spy1800_cinA,83,144,100,92,91,106
GENE_-_M5005_Spy1801_tag,101,125,76,94,126,113
GENE_-_M5005_Spy1802_ruvA,57,97,54,78,75,96
GENE_-_M5005_Spy1803_lmrP,172,208,193,168,218,218
GENE_-_M5005_Spy1804_mutL,223,346,236,241,348,365
GENE_-_M5005_Spy1805_mutS,101,226,148,217,187,224
GENE_-_M5005_Spy1806_M5005_Spy_1806,6,16,9,14,15,21
GENE_-_M5005_Spy1807_argR2,26,51,29,40,38,36
GENE_-_M5005_Spy1810_M5005_Spy_1810,127,167,100,164,163,166
GENE_-_M5005_Spy1811_M5005_Spy_1811,154,238,117,186,195,199
GENE_-_M5005_Spy1812_M5005_Spy_1812,134,223,142,215,204,192
GENE_-_M5005_Spy1813_aspS,401,587,367,515,547,468
GENE_-_M5005_Spy1814_hisS,127,164,86,151,133,123
GENE_-_M5005_Spy1822_M5005_Spy_1822,4,5,3,5,6,2
GENE_-_M5005_Spy1824_M5005_Spy_1824,12,21,12,17,16,16
GENE_-_M5005_Spy1828_M5005_Spy_1828,15,10,8,20,17,26
GENE_-_M5005_Spy1829_M5005_Spy_1829,0,0,0,2,3,2
GENE_-_M5005_Spy1831_rpsD,834,767,328,698,636,478
GENE_-_M5005_Spy1832_M5005_Spy_1832,0,0,0,1,0,0
GENE_-_M5005_Spy1833_M5005_Spy_1833,7,19,8,17,14,20
GENE_-_M5005_Spy1834_M5005_Spy_1834,168,179,109,109,225,154
GENE_-_M5005_Spy1835_holB,605,1078,596,612,972,951
GENE_-_M5005_Spy1836_rplI,158,274,157,162,290,274
GENE_-_M5005_Spy1837_M5005_Spy_1837,498,859,547,606,857,820
GENE_-_M5005_Spy1838_gidA,254,274,257,260,340,356
GENE_-_M5005_Spy1839_M5005_Spy_1839,17,27,24,23,24,24
GENE_-_M5005_Spy1840_mnmA,148,258,161,176,271,260
GENE_-_M5005_Spy1843_M5005_Spy_1843,83,157,91,55,92,105
GENE_-_M5005_Spy1844_cbiQ,148,162,98,118,181,117
GENE_-_M5005_Spy1845_cbiO,129,126,88,108,132,100
GENE_-_M5005_Spy1846_cbiO,293,404,221,289,369,347
GENE_-_M5005_Spy1847_M5005_Spy_1847,173,247,159,154,223,198
GENE_-_M5005_Spy1848_M5005_Spy_1848,473,741,392,497,705,513
GENE_-_M5005_Spy1849_M5005_Spy_1849,261,339,188,176,276,262
GENE_-_M5005_Spy1850_M5005_Spy_1850,125,160,112,108,134,161
GENE_-_M5005_Spy1856_M5005_Spy_1856,544,669,406,473,673,563
GENE_-_M5005_Spy1857_guaB,609,829,663,641,798,791
GENE_-_M5005_Spy1858_trsA,110,177,118,127,224,196
GENE_-_M5005_Spy1859_M5005_Spy_1859,2,4,5,5,1,2
GENE_-_M5005_Spy1863_M5005_Spy_1863,0,0,0,0,2,1
GENE_-_M5005_Spy1864_M5005_Spy_1864,23,30,20,45,27,38
GENE_-_M5005_SpyR0013_M5005_Spy_R0013,484,1081,659,685,1037,864
GENE_-_M5005_SpyR0014_M5005_Spy_R0014,190091,310267,219257,254115,351789,321240
GENE_-_M5005_SpyR0015_M5005_Spy_R0015,116617,182818,133607,143090,203673,172662
GENE_-_M5005_SpyR0016_M5005_Spy_R0016,497,1028,705,658,913,961
GENE_-_M5005_SpyR0017_M5005_Spy_R0017,189833,309185,218914,254725,349804,321105
GENE_-_M5005_SpyR0018_M5005_Spy_R0018,117221,182800,133618,144216,204378,172909
GENE_-_M5005_SpyT0050_M5005_Spy_T0050,221,324,232,141,263,135
GENE_-_M5005_SpyT0051_M5005_Spy_T0051,154,332,166,202,435,301
GENE_-_M5005_SpyT0052_M5005_Spy_T0052,42,101,44,29,45,61
GENE_-_M5005_SpyT0053_M5005_Spy_T0053,39,84,102,38,67,38
GENE_-_M5005_SpyT0054_M5005_Spy_T0054,135,237,167,101,135,113
GENE_-_M5005_SpyT0055_M5005_Spy_T0055,841,1984,1080,549,1494,1116
GENE_-_M5005_SpyT0056_M5005_Spy_T0056,404,543,203,270,822,191
GENE_-_M5005_SpyT0057_M5005_Spy_T0057,510,1242,709,743,1483,929
GENE_-_M5005_SpyT0058_M5005_Spy_T0058,64,165,74,80,151,84
GENE_-_M5005_SpyT0059_M5005_Spy_T0059,154,314,237,245,321,96
GENE_-_M5005_SpyT0060_M5005_Spy_T0060,3,19,4,6,7,8
GENE_-_M5005_SpyT0061_M5005_Spy_T0061,28,90,34,52,60,58
GENE_-_M5005_SpyT0062_M5005_Spy_T0062,587,1159,667,764,1461,929
GENE_-_M5005_SpyT0064_M5005_Spy_T0064,190,427,276,231,457,317
GENE_-_M5005_SpyT0065_M5005_Spy_T0065,29,45,23,37,38,29
GENE_-_M5005_SpyT0066_M5005_Spy_T0066,168,317,201,113,254,148
IGR_+_M5005_Spy0001_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0002_pre_plus,5,25,7,12,13,16
IGR_+_M5005_Spy0003_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0004_pre_plus,7,11,8,16,12,10
IGR_+_M5005_Spy0005_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0006_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0007_pre_plus,1,3,1,1,6,5
IGR_+_M5005_Spy0010_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0012_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0013_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0014_pre_plus,0,4,1,1,3,3
IGR_+_M5005_Spy0015_pre_plus,2,6,0,5,9,9
IGR_+_M5005_Spy0016_pre_plus,19,18,5,19,15,5
IGR_+_M5005_Spy0017_pre_plus,7,11,9,6,8,9
IGR_+_M5005_Spy0018_pre_plus,0,1,1,1,0,1
IGR_+_M5005_Spy0019_pre_plus,0,1,0,0,0,1
IGR_+_M5005_Spy0020_pre_plus,1,0,0,0,1,0
IGR_+_M5005_Spy0022_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0023_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0024_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0025_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0026_pre_plus,0,0,0,1,0,1
IGR_+_M5005_Spy0027_pre_plus,2,4,2,4,0,3
IGR_+_M5005_Spy0028_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0029_pre_plus,0,1,1,0,0,1
IGR_+_M5005_Spy0030_pre_plus,0,0,2,1,3,3
IGR_+_M5005_Spy0032_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0033_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0034_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0035_pre_plus,1,1,0,0,3,0
IGR_+_M5005_Spy0036_pre_plus,0,1,0,0,0,1
IGR_+_M5005_Spy0037_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0039_pre_plus,2,2,1,3,1,0
IGR_+_M5005_Spy0040_pre_plus,5,7,4,11,10,11
IGR_+_M5005_Spy0041_pre_plus,10,32,10,22,21,17
IGR_+_M5005_Spy0042_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0043_pre_plus,128,187,138,137,147,239
IGR_+_M5005_Spy0044_pre_plus,53,77,42,53,54,90
IGR_+_M5005_Spy0045_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0047_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0048_pre_plus,16,22,9,17,18,18
IGR_+_M5005_Spy0049_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0050_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0051_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0052_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0053_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0054_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0055_pre_plus,1,2,0,1,2,0
IGR_+_M5005_Spy0056_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0057_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0058_pre_plus,18,29,12,14,35,32
IGR_+_M5005_Spy0059_pre_plus,225,341,272,269,379,474
IGR_+_M5005_Spy0060_pre_plus,6,15,8,6,32,15
IGR_+_M5005_Spy0061_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0062_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0063_pre_plus,64,123,105,76,132,173
IGR_+_M5005_Spy0064_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0065_pre_plus,2,12,2,7,3,4
IGR_+_M5005_Spy0066_pre_plus,63,64,53,40,36,58
IGR_+_M5005_Spy0067_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0068_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0069_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0070_pre_plus,0,0,0,0,0,1
IGR_+_M5005_Spy0071_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0072_pre_plus,92,111,68,70,85,108
IGR_+_M5005_Spy0073_pre_plus,6,8,4,11,15,9
IGR_+_M5005_Spy0074_pre_plus,148,257,155,138,186,166
IGR_+_M5005_Spy0075_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0076_pre_plus,0,0,0,0,0,1
IGR_+_M5005_Spy0077_pre_plus,2,3,4,2,3,2
IGR_+_M5005_Spy0078_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0080_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0081_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0082_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0083_pre_plus,97,173,85,88,102,125
IGR_+_M5005_Spy0084_pre_plus,0,2,0,1,1,2
IGR_+_M5005_Spy0085_pre_plus,1,1,1,0,0,1
IGR_+_M5005_Spy0086_pre_plus,0,1,0,0,1,0
IGR_+_M5005_Spy0088_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0089_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0093_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0094_pre_plus,1,2,0,1,1,0
IGR_+_M5005_Spy0095_pre_plus,2,4,3,0,0,0
IGR_+_M5005_Spy0096_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0097_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0098_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0099_pre_plus,2,0,1,0,0,0
IGR_+_M5005_Spy0101_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0102_pre_plus,0,1,1,0,2,3
IGR_+_M5005_Spy0103_pre_plus,1,8,2,2,7,4
IGR_+_M5005_Spy0104_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0106_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0107_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0109_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0110_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0111_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0112_pre_plus,9,22,6,15,11,19
IGR_+_M5005_Spy0113_pre_plus,0,0,0,1,1,0
IGR_+_M5005_Spy0114_pre_plus,0,1,0,1,0,0
IGR_+_M5005_Spy0115_pre_plus,0,0,0,1,0,0
IGR_+_M5005_Spy0116_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0117_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0118_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0119_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0120_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0121_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0122_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0123_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0124_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0125_pre_plus,178,179,124,297,250,224
IGR_+_M5005_Spy0127_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0128_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0129_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0131_pre_plus,2,0,0,1,0,3
IGR_+_M5005_Spy0133_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0134_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0135_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0136_pre_plus,17,73,35,37,66,59
IGR_+_M5005_Spy0137_pre_plus,23,89,46,61,87,73
IGR_+_M5005_Spy0138_pre_plus,5,3,1,2,0,4
IGR_+_M5005_Spy0139_pre_plus,0,0,0,0,0,1
IGR_+_M5005_Spy0140_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0141_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0142_pre_plus,3,1,7,20,7,14
IGR_+_M5005_Spy0143_pre_plus,0,1,0,0,0,0
IGR_+_M5005_Spy0144_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0145_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0146_pre_plus,1,6,4,2,1,2
IGR_+_M5005_Spy0147_pre_plus,0,2,0,0,2,2
IGR_+_M5005_Spy0148_pre_plus,51,24,37,41,59,45
IGR_+_M5005_Spy0149_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0150_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0151_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0152_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0153_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0154_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0155_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0156_pre_plus,0,1,0,2,0,1
IGR_+_M5005_Spy0157_pre_plus,15,22,17,17,19,16
IGR_+_M5005_Spy0158_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0159_pre_plus,2,3,1,0,2,0
IGR_+_M5005_Spy0160_pre_plus,4,13,5,12,14,10
IGR_+_M5005_Spy0161_pre_plus,0,0,1,0,0,0
IGR_+_M5005_Spy0162_pre_plus,15,16,11,12,11,15
IGR_+_M5005_Spy0163_pre_plus,26,38,19,33,25,39
IGR_+_M5005_Spy0165_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0166_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0167_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0168_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0169_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0170_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0171_pre_plus,0,0,0,0,1,0
IGR_+_M5005_Spy0172_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0173_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0174_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0175_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0176_pre_plus,1,1,1,0,0,1
IGR_+_M5005_Spy0177_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0178_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0180_pre_plus,59,62,89,69,93,96
IGR_+_M5005_Spy0181_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0182_pre_plus,11313,16399,10651,18754,31514,14939
IGR_+_M5005_Spy0183_pre_plus,0,0,0,1,0,0
IGR_+_M5005_Spy0184_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0185_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0186_pre_plus,94,66,51,131,105,36
IGR_+_M5005_Spy0187_pre_plus,0,4,3,4,1,4
IGR_+_M5005_Spy0190_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0191_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0192_pre_plus,2,3,0,0,1,0
IGR_+_M5005_Spy0193_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0194_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0195_pre_plus,0,0,0,0,1,0
IGR_+_M5005_Spy0197_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0198_pre_plus,0,1,0,0,0,0
IGR_+_M5005_Spy0199_pre_plus,1,1,0,0,0,0
IGR_+_M5005_Spy0200_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0201_pre_plus,9,10,9,9,10,5
IGR_+_M5005_Spy0202_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0203_pre_plus,11,13,2,6,5,3
IGR_+_M5005_Spy0204_pre_plus,15,23,6,13,12,14
IGR_+_M5005_Spy0206_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0207_pre_plus,55014,46329,27312,47149,49270,40046
IGR_+_M5005_Spy0209_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0210_pre_plus,0,1,0,0,0,0
IGR_+_M5005_Spy0211_pre_plus,32,35,19,22,25,23
IGR_+_M5005_Spy0212_pre_plus,2,1,2,0,2,3
IGR_+_M5005_Spy0213_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0214_pre_plus,1,0,0,0,0,0
IGR_+_M5005_Spy0215_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0216_pre_plus,0,1,0,0,2,1
IGR_+_M5005_Spy0217_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0218_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0219_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0220_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0222_pre_plus,2,1,1,4,2,2
IGR_+_M5005_Spy0223_pre_plus,11,11,8,4,12,12
IGR_+_M5005_Spy0224_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0226_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0228_pre_plus,18,24,3,18,19,23
IGR_+_M5005_Spy0230_pre_plus,334,451,229,255,317,321
IGR_+_M5005_Spy0231_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0232_pre_plus,825,1049,665,760,1012,1124
IGR_+_M5005_Spy0233_pre_plus,87,112,78,75,91,121
IGR_+_M5005_Spy0234_pre_plus,9,10,8,11,9,10
IGR_+_M5005_Spy0235_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0237_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0238_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0239_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0240_pre_plus,8,5,4,6,8,10
IGR_+_M5005_Spy0242_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0243_pre_plus,0,3,2,0,0,1
IGR_+_M5005_Spy0244_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0247_pre_plus,10,14,1,2,6,5
IGR_+_M5005_Spy0248_pre_plus,0,1,0,0,0,0
IGR_+_M5005_Spy0249_pre_plus,2,4,4,2,4,1
IGR_+_M5005_Spy0250_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0252_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0254_pre_plus,7,8,2,0,5,3
IGR_+_M5005_Spy0255_pre_plus,4,6,1,2,5,6
IGR_+_M5005_Spy0256_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0257_pre_plus,2,2,4,1,6,0
IGR_+_M5005_Spy0260_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0262_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0263_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0266_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0267_pre_plus,5,10,3,9,4,6
IGR_+_M5005_Spy0268_pre_plus,6,6,2,5,3,2
IGR_+_M5005_Spy0270_pre_plus,3,4,2,1,3,2
IGR_+_M5005_Spy0271_pre_plus,12,14,8,10,11,5
IGR_+_M5005_Spy0272_pre_plus,7,4,10,5,6,3
IGR_+_M5005_Spy0274_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0275_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0276_pre_plus,0,2,1,0,0,0
IGR_+_M5005_Spy0277_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0278_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0279_pre_plus,0,0,0,0,1,0
IGR_+_M5005_Spy0280_pre_plus,0,0,0,0,1,0
IGR_+_M5005_Spy0281_pre_plus,37,53,47,40,60,38
IGR_+_M5005_Spy0282_pre_plus,338,535,384,323,497,538
IGR_+_M5005_Spy0283_pre_plus,58,92,60,51,65,66
IGR_+_M5005_Spy0284_pre_plus,8,6,8,9,12,10
IGR_+_M5005_Spy0287_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0288_pre_plus,34,36,17,21,26,29
IGR_+_M5005_Spy0289_pre_plus,21,41,18,21,15,27
IGR_+_M5005_Spy0290_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0291_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0292_pre_plus,0,2,4,0,1,2
IGR_+_M5005_Spy0293_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0294_pre_plus,1,1,0,1,6,0
IGR_+_M5005_Spy0295_pre_plus,9,15,8,7,15,25
IGR_+_M5005_Spy0296_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0297_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0299_pre_plus,0,0,0,0,0,0
IGR_+_M5005_Spy0300_pre_plus,0,0,0,0,0,0
