Synonym,Raw.Counts..brpT.Replicate.1,Raw.Counts..brpT.Replicate.2,Raw.Counts..brpT.Replicate.3,Raw.Counts..brpT.Replicate.4,Raw.Counts..brpT.Replicate.5,Raw.Counts.WT_SK36.Replicate.1,Raw.Counts.WT_SK36.Replicate.2,Raw.Counts.WT_SK36.Replicate.3,Raw.Counts.WT_SK36.Replicate.4,Raw.Counts.WT_SK36.Replicate.5
SSA_2315,11842,11520,16716,11525,12559,3993,5084,5929,4587,4500
SSA_2316,7339,7364,9469,6558,6903,1169,1577,1637,1289,1172
SSA_2317,6842,7106,8536,5494,6551,1048,1540,1696,1285,1166
SSA_2318,14740,11025,15865,11149,13252,1036,1190,1391,1056,1285
predicted RNA,3212,1818,3085,2577,3748,43,55,37,43,227
predicted RNA,6684,2906,6031,4620,4842,1080,1098,905,916,1557
predicted RNA,1172271,692583,1098732,888762,1115756,382021,557930,526809,530315,537566
SSA_2320,47021,38377,70011,47545,49486,167966,199309,245940,180083,201762
SSA_2321,8839,6838,9612,6997,8203,3555,4420,5312,3901,3791
SSA_2322,2759,2650,3004,2269,2702,895,1026,1054,769,1052
SSA_2323,2975,2982,3552,2887,2997,2615,2810,3347,2548,2867
SSA_2324,2933,2707,4302,3071,3677,2616,2799,3348,2583,3146
SSA_2325,1061,969,1410,1037,1226,708,825,925,740,833
SSA_2327,20533,16712,25327,19267,27086,3322,3734,4325,3608,4890
SSA_2328,3278,3865,5880,4149,5169,14393,16727,21665,16659,16994
SSA_2329,6592,7118,11257,7734,9061,25100,30341,42787,35386,31492
SSA_2330,3038,3378,4798,3429,4063,3562,3980,4864,3790,3861
SSA_2331,37521,40992,57097,41287,46661,45330,49925,57521,46225,45900
SSA_2332,6479,4774,9918,7183,7819,7317,7999,9700,7412,7645
SSA_2333,32722,32039,48815,36737,38300,35583,35506,42522,32902,37467
SSA_2334,41274,40655,58307,42540,48058,34929,36591,42903,33310,36370
SSA_2335,3475,1752,3635,2729,3395,819,1163,1339,865,920
SSA_2336,3268,2594,4513,3706,4242,2797,3883,5385,3986,3899
SSA_2337,6939,6802,10072,7885,9154,7590,9337,12304,9363,8662
SSA_2338,14282,13564,19447,15311,16976,13139,15490,19697,15684,15922
SSA_2339,6464,6360,7982,6307,6265,4474,4582,5718,4351,4647
SSA_2340,1215,1211,1591,1255,1433,1242,1381,1540,1269,1292
SSA_2342,515,498,686,515,627,368,448,446,379,448
SSA_2343,46264,41668,61357,46593,49234,67961,67352,77960,60923,71779
SSA_2344,69,45,87,64,78,46,46,82,52,51
SSA_2345,3976,2541,4026,3176,3563,1554,1675,1732,1333,2207
SSA_2346,8753,7703,13366,10120,10895,16336,16180,19104,15144,16764
SSA_2347,12687,12167,17631,13496,15266,19244,19740,22172,17611,20503
SSA_2348,5875,4893,7664,5910,6664,6508,6216,7381,5890,7836
SSA_2349,6467,4947,7767,6082,6774,4077,4007,4304,3422,5540
SSA_2350,52046,47419,59968,45359,45303,11871,8921,9724,7804,14958
SSA_2351,2743,2769,4127,2685,3241,2419,2648,2896,2422,2539
SSA_2352,3064,2477,4228,2865,3211,2481,2540,3054,2257,2964
SSA_2353,3142,3021,4198,2917,3603,2330,2841,2968,2590,2760
SSA_2354,3534,2909,5363,3974,4830,3680,4243,5091,3696,4480
SSA_2355,22260,15975,29451,20332,27634,14237,18510,19648,16456,16468
SSA_2356,32271,32090,48882,35080,42883,40084,43978,52345,39401,43685
SSA_2357,8730,7409,12535,8881,10487,8506,9315,10344,8127,8894
SSA_2358,38484,28973,47269,36208,39857,20638,20494,21430,17391,24209
SSA_2359,25256,20854,32976,25294,27955,15990,15554,17825,13830,17301
SSA_2360,18245,16056,20922,16250,17991,7672,7134,7759,6122,8700
SSA_2361,3088,2534,3735,2790,3079,1513,1422,1573,1260,1930
SSA_2362,4100,3506,5619,4304,4586,2789,2982,3367,2595,3647
SSA_2363,6136,4778,8614,6264,7521,4704,5174,6060,4661,5335
SSA_2364,89237,60255,89898,72035,77320,20384,21161,22424,19480,29277
SSA_2365,9153,6883,13256,9835,10571,10152,10140,11537,9508,11082
SSA_2366,9173,7824,12974,9781,10435,9716,9994,11431,8949,10825
SSA_2367,11247,8390,14999,11432,12298,9342,9422,10447,7984,10584
SSA_2368,7042,4927,9168,6779,7008,4914,4562,5025,3928,5798
SSA_2369,10862,7472,13391,9959,10661,5360,4704,4860,4034,6561
SSA_2370,10476,7222,13260,9761,10112,5199,5033,5058,4173,6392
SSA_2371,10533,6659,11364,8905,9569,1837,1818,1888,1524,2849
SSA_2372,21243,13885,28388,21235,25094,13191,16325,20686,15678,16754
SSA_2373,44251,34871,62952,46571,56794,28018,31963,40408,32866,34475
SSA_2374,24563,19918,29416,21602,22123,7774,7113,7358,6015,9506
SSA_2375,16252,10396,18975,13798,14503,4834,4456,5019,3774,6916
SSA_2376,34497,24767,38523,28314,31153,10131,8739,8601,7317,13267
SSA_2377,11607,7225,14207,11011,11673,4278,3956,3675,3232,4351
SSA_2450,5600,5703,5596,4038,5415,292,112,119,86,103
SSA_2449,652,705,607,489,574,99,44,35,31,51
SSA_2378,9244,4751,9991,7488,8739,3181,3429,3063,2547,3540
SSA_2379,15700,4991,17676,13238,15410,5676,6162,5194,6440,7132
SSA_2394,4852,1467,5376,4273,5719,1985,3089,2361,2328,2388
SSA_2448,3304,2041,4031,2959,3665,1141,1247,1222,1116,1237
SSA_2380,16583,9490,18610,13596,17313,4597,5766,5356,4431,4963
SSA_2381,40286,27091,46225,36548,41494,10818,12456,12259,10380,13286
SSA_2382,68861,44994,80450,58709,73703,23788,25642,25220,19687,24681
