Synonym,Raw.Counts.Untreated_SK36.strain.Replicate.1,Raw.Counts.Untreated_SK36.strain.Replicate.2,Raw.Counts.Untreated_SK36.strain.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T10.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T20.Replicate.3,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.1,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.2,Raw.Counts.Heat_treated_SK36.strain_T30.Replicate.3
SSA_2212,4197,3473,3504,3475,3121,3921,2698,2595,3243,1499,1208,1425
SSA_2213,3263,3157,3283,3252,2479,3652,2492,2534,2922,1311,929,1368
SSA_2214,2345,2228,2399,2429,1794,2551,1876,1792,2100,942,620,875
SSA_2215,3346,3287,3303,3300,2744,3767,2892,2663,3003,1421,1083,1380
SSA_2216,2306,2416,2714,2482,1852,2766,2175,2016,2182,1062,750,1053
SSA_2217,1955,2202,2435,2067,1526,2288,1997,1916,1978,1004,644,957
SSA_2218,1698,2001,2349,1690,1211,2116,1836,1819,1768,870,520,880
SSA_2219,1933,2096,2368,1777,1315,2256,2094,2090,1819,1034,568,1027
SSA_2220,1095,1301,1505,1102,831,1367,1273,1236,1077,578,361,617
SSA_2221,4576,4763,5401,4321,3245,5272,4204,4242,4167,2043,1371,2132
SSA_2222,2477,2280,2403,2046,1482,2308,1618,1704,1854,864,563,872
SSA_2223,2148,2055,2345,1999,1468,2177,1425,1554,1849,769,542,772
SSA_2224,2620,2240,2432,2182,1800,2558,1660,1718,2115,851,649,868
SSA_2225,4853,3659,3877,3625,3251,4138,2546,2827,3593,1464,1119,1363
SSA_2226,1569,1453,1562,922,774,1049,806,749,870,474,372,465
SSA_2227,1093,1021,1244,749,589,785,633,591,673,387,273,340
SSA_2228,897,886,1044,585,482,598,561,506,589,335,239,272
SSA_2229,1187,1176,1219,929,738,866,615,585,774,404,353,367
SSA_2230,15857,13188,13904,9614,7732,9457,6507,6483,8077,4150,3472,3511
SSA_2231,8809,6180,6247,5786,6083,6887,4606,4960,7231,3051,3098,2799
SSA_2233,2,4,3,2,5,3,2,6,4,0,1,1
SSA_2234,1531,1126,1136,1518,1397,1704,1254,1357,1797,827,710,777
SSA_2235,1917,1492,1432,1435,1263,1709,1461,1563,1986,925,801,873
SSA_2237,1883,1621,1743,1315,1223,1592,1378,1544,1782,777,581,772
SSA_2239,3384,2444,2498,2907,3023,3425,2705,2955,3880,1587,1381,1439
SSA_2240,3757,2508,2532,2712,2983,3521,2723,2847,3806,1657,1355,1547
SSA_2241,2009,1277,1347,1368,1510,1702,1332,1326,1813,774,681,668
SSA_2242,1426,942,843,1029,1259,1259,775,848,1114,467,458,405
SSA_2243,769,642,733,679,625,758,890,916,879,465,372,472
SSA_2244,6375,4401,3694,5089,6226,6077,4642,4968,7234,4087,4662,3597
SSA_2245,5249,4394,4474,5095,4919,5938,4803,5627,6857,3335,2897,3217
SSA_2246,967,865,993,981,858,1127,1098,1229,1479,772,539,724
SSA_2247,82,55,47,109,142,152,102,88,135,56,51,51
SSA_2248,154,98,68,97,142,117,96,79,147,64,45,43
SSA_2249,115,90,86,83,99,96,92,88,116,44,47,50
SSA_2250,314,226,223,164,220,223,216,209,260,83,72,97
SSA_2251,654,385,318,639,1001,721,568,563,969,382,504,388
SSA_2252,465,327,287,316,300,333,244,274,353,186,199,167
SSA_2253,658,521,513,513,539,586,466,509,675,314,310,294
SSA_2254,674,545,546,544,495,581,482,530,690,336,257,310
SSA_2255,121,85,102,149,150,177,146,142,203,82,105,73
SSA_2256,231,146,149,269,278,306,230,257,341,158,170,160
SSA_2257,3292,2593,2688,2889,2570,3266,2790,3145,4374,1824,1600,1794
SSA_2258,1432,1068,1131,2122,2641,2953,2794,2796,4062,1228,1042,1085
SSA_2259,381,362,329,504,605,670,624,604,804,266,189,201
SSA_2260,2935,2419,2574,3062,2844,3883,3399,3844,4696,2331,1875,2285
SSA_2261,612,468,525,547,513,655,690,700,816,367,253,324
SSA_2262,11634,9376,10169,9509,8668,10605,7517,8131,11583,4512,3990,4201
SSA_2263,1428,1128,1077,1535,1669,1848,1508,1655,2067,932,857,857
SSA_2264,2090,1541,1460,2526,2892,3101,2293,2473,3391,1469,1494,1355
SSA_2265,5083,4558,4805,5112,3224,4070,1712,1863,2480,730,706,657
SSA_2266,2417,2172,2360,2248,1268,1737,839,789,1081,296,288,286
SSA_2267,751,577,633,768,1257,1262,1327,1382,1783,281,234,241
SSA_2268,1202,1071,1149,1621,2016,2434,2421,2624,3865,622,515,576
SSA_2269,2618,2180,2196,2183,2052,2663,2039,2221,2843,1335,1263,1312
SSA_2270,4287,3830,4067,3380,3135,4344,3880,4298,4897,2301,1854,2245
SSA_2271,316,209,164,162,167,156,203,197,223,86,96,94
SSA_2272,248,204,194,303,345,340,295,309,365,206,171,178
SSA_2273,288,287,303,359,367,436,429,392,472,271,198,245
SSA_2274,548,592,750,736,567,829,937,950,959,573,393,591
SSA_2275,111,134,170,189,157,228,209,216,226,127,87,131
SSA_2276,118,131,141,176,110,207,208,215,227,105,75,119
SSA_2277,6718,7086,7885,6540,4954,8155,7147,7306,8288,4114,2766,3938
SSA_2278,1555,1540,1614,1499,1169,1783,1460,1489,1821,837,600,798
SSA_2279,277,289,275,299,248,354,237,260,322,139,97,153
SSA_2281,2819,2203,1991,2246,2185,2622,1437,1553,2144,813,798,829
SSA_2282,27757,20752,20476,21423,20718,24715,14052,14706,21174,8091,7468,7631
SSA_2283,82448,37080,30833,38823,56414,50905,28779,32709,53390,18074,22367,16111
SSA_2284,4317,3359,3581,4501,4402,5326,3973,4446,5955,2591,2436,2387
SSA_2285,645,414,435,701,590,660,288,347,507,233,216,222
SSA_2286,17513,13372,13778,11998,12228,15144,12311,13697,17499,7232,6221,7087
SSA_2287,6820,4850,5116,4414,3992,4680,2535,3054,3749,1354,1255,1204
SSA_2288,221,115,115,170,246,233,124,115,205,89,81,80
SSA_2289,179,118,125,186,211,214,118,126,196,72,86,80
SSA_2290,714,502,456,811,1015,965,642,613,1003,413,490,395
SSA_2291,1,0,0,0,1,0,0,0,0,0,0,0
SSA_2292,17,15,10,6,14,11,4,3,10,4,8,4
SSA_2293,10,4,6,6,2,9,6,3,11,0,2,1
SSA_2294,2,0,0,2,0,1,0,0,0,1,1,0
SSA_2295,344,212,228,408,538,558,523,644,981,589,809,616
SSA_2296,183,167,172,280,301,369,205,226,357,124,142,130
SSA_2297,484,348,355,556,656,793,441,426,658,321,296,262
SSA_2298,2700,2294,2260,1676,1587,1931,1460,1577,1908,880,644,834
SSA_2299,1934,1600,1560,1311,1219,1580,1208,1246,1561,744,566,641
SSA_2300,1517,1387,1406,1121,1126,1384,1054,1112,1400,603,518,580
SSA_2301,4156,3411,3132,3958,3501,4561,2968,3216,3946,1784,1442,1576
SSA_2302,4091,3651,3548,4089,3660,4784,3161,3538,4285,1927,1637,1708
SSA_2303,7541,6209,6537,7643,6938,9036,6223,6781,8277,3446,2882,3358
SSA_2304,8472,7415,7458,8763,7972,10513,7721,8284,9908,4305,3285,3971
SSA_2305,11951,9012,8769,9705,9259,12091,7717,8313,10069,3909,3123,3550
SSA_2307,1403,1456,1553,1802,1371,2203,1135,1129,1208,454,307,442
SSA_2308,424,423,464,546,419,680,371,327,387,132,98,131
SSA_2309,1153,1083,1042,1295,1041,1553,739,735,757,298,214,283
SSA_2310,1156,962,981,1218,1116,1462,633,643,784,251,227,251
SSA_2311,1042,864,768,997,978,1223,515,486,608,235,218,211
SSA_2312,263,216,209,226,241,306,143,139,173,61,52,56
SSA_2313,1485,1281,1211,1348,1223,1675,693,680,866,246,251,259
predicted RNA,72,92,98,94,74,111,40,52,72,16,18,13
SSA_2314,1529,1383,1416,1581,1401,1820,770,793,981,361,331,297
SSA_2315,3030,2302,2203,2770,2716,3458,1776,1981,2241,819,769,779
SSA_2316,1944,1872,2030,1873,1546,2343,1016,997,1243,506,308,403
SSA_2317,1383,1472,1521,1493,1159,1945,792,835,945,351,237,331
SSA_2318,3602,3314,3420,3032,2369,3518,1393,1378,1801,610,430,488
predicted RNA,472,216,151,224,425,261,118,93,184,61,62,46
predicted RNA,100,59,42,44,43,59,32,28,30,17,13,15
predicted RNA,4165,1315,969,2712,3788,2470,1838,2214,3413,1399,1935,1217
SSA_2320,62402,54853,53783,34100,32832,39757,21491,23114,30367,12357,10916,11514
SSA_2321,1182,770,802,1036,1241,1533,1278,1399,2107,484,411,379
SSA_2322,483,340,343,373,365,428,317,307,466,169,177,181
SSA_2323,1161,961,1003,915,834,1041,735,753,1129,429,410,403
SSA_2324,274,234,263,354,368,417,381,425,486,272,240,204
SSA_2325,92,66,65,92,99,130,91,103,147,88,59,68
SSA_2327,343,244,249,610,595,742,774,888,829,481,417,507
SSA_2328,231,179,203,386,357,509,217,179,291,156,141,153
SSA_2329,388,328,366,747,678,952,426,440,605,311,277,277
SSA_2330,832,676,754,737,628,833,603,642,837,355,298,361
SSA_2331,8747,6934,7089,7701,6787,8579,6115,6735,9404,4072,3684,3806
SSA_2332,1140,1095,1067,1235,1065,1267,972,1042,1456,676,594,631
SSA_2333,7472,6100,6441,6725,5915,7419,5377,5966,8346,3528,3296,3521
SSA_2334,8078,6192,6401,6597,6209,7804,5704,6461,8696,3673,3414,3502
SSA_2335,107,90,105,88,79,104,108,101,121,70,38,50
SSA_2336,319,290,330,304,247,295,203,224,322,123,135,128
SSA_2337,739,612,664,598,563,743,498,530,707,310,282,306
SSA_2338,1452,1236,1323,1332,1246,1542,980,1028,1511,679,642,643
SSA_2339,1656,1314,1421,1806,1825,2067,1446,1627,2313,909,885,883
SSA_2340,314,294,283,193,187,209,143,129,156,80,71,87
SSA_2342,173,110,133,84,69,90,64,61,60,34,34,38
SSA_2343,13695,10464,10709,14942,13821,17091,11245,12473,16338,7930,7200,7702
SSA_2344,0,0,0,4,4,0,0,2,3,0,1,2
SSA_2345,3051,1885,1617,2335,2553,2509,1599,1672,2469,949,1066,794
SSA_2346,1947,1595,1735,1242,1170,1527,1362,1502,2104,1029,895,948
SSA_2347,2801,2322,2528,1647,1621,2231,2016,2262,2975,1445,1196,1381
SSA_2348,1305,1134,1297,789,855,1132,1053,1158,1387,668,609,651
SSA_2349,1353,1202,1232,743,817,1118,1122,1220,1346,749,600,710
SSA_2350,37782,25748,24384,22406,21385,22649,10618,10780,16132,6905,7338,6540
SSA_2351,241,238,259,926,1094,1399,1251,1436,1754,588,423,540
SSA_2352,337,276,308,1137,1405,1779,1584,1675,2125,748,527,689
SSA_2353,239,169,218,802,1106,1246,1121,1177,1450,554,413,492
SSA_2354,330,267,312,287,298,385,355,384,468,230,222,227
SSA_2355,828,729,774,671,657,737,787,848,920,442,390,412
SSA_2356,4218,3709,3932,3423,2980,3881,3761,3997,4685,2295,1672,2241
SSA_2357,1159,1046,1148,1013,915,1174,1025,1125,1402,605,535,603
SSA_2358,6957,4953,4658,4416,4648,5277,3923,4292,5811,2430,2247,2340
SSA_2359,3574,2901,2979,2955,2990,3481,2640,3228,4089,1740,1437,1750
SSA_2360,3535,2404,2293,2640,2895,3124,2015,2253,3114,1555,1472,1361
SSA_2361,387,275,293,437,382,508,437,445,661,261,262,224
SSA_2362,555,381,401,548,509,595,536,596,767,368,355,347
SSA_2363,440,317,313,482,518,579,492,566,817,342,374,372
SSA_2364,13529,8471,7846,11470,12527,11678,6394,8378,11424,4420,5031,4124
SSA_2365,1830,1461,1530,1541,1425,1678,1237,1341,1795,884,873,869
SSA_2366,1877,1506,1495,1635,1466,1767,1335,1329,1900,856,798,830
SSA_2367,2393,1900,2047,2019,1883,2170,1559,1728,2310,1115,990,976
SSA_2368,1455,1161,1067,1184,1157,1298,919,881,1291,619,598,584
SSA_2369,2319,1665,1621,1780,1624,1845,1351,1369,1996,876,886,849
SSA_2370,2355,1730,1675,1634,1370,1733,1174,1155,1594,768,777,733
SSA_2371,1894,1243,1210,1113,993,1079,722,781,1041,442,494,472
SSA_2372,446,403,409,425,440,483,518,574,693,441,395,424
SSA_2373,1178,879,970,1004,1147,1150,1110,1253,1852,953,1108,935
SSA_2374,6874,5086,5190,6167,6317,7020,5207,5480,7150,3211,2773,2778
SSA_2375,3095,2325,2300,2517,2513,2793,2198,2347,3012,1302,1210,1225
SSA_2376,6989,4791,4470,5304,5845,6266,3790,4306,6274,2459,2574,2357
SSA_2377,2213,1373,1247,1414,1849,1548,1007,1045,1574,609,677,586
SSA_2450,541,301,176,135,164,200,111,116,162,72,53,43
SSA_2449,140,81,72,66,97,92,28,32,53,30,25,15
SSA_2378,1593,979,874,1215,1575,1383,593,567,862,327,395,386
SSA_2379,3033,1693,1385,1808,2592,2095,879,877,1389,524,645,477
SSA_2394,407,214,209,173,285,254,133,107,175,69,52,44
SSA_2448,151,61,28,50,83,48,29,27,49,31,27,21
SSA_2380,397,215,159,178,257,218,144,141,253,104,136,96
SSA_2381,3837,2345,2065,2628,3244,2953,1577,1760,2613,1200,1425,1167
SSA_2382,1377,888,748,1386,2023,1781,1311,1363,2139,1030,1198,888
