,WT_A,WT_B,WT_C,DcsrR_A,DcsrR_B,DcsrR_C
GENE_-_M5005_Spy1299_M5005_Spy_1299,5,3,5,0,2,3
GENE_-_M5005_Spy1300_M5005_Spy_1300,62,75,44,43,41,29
GENE_-_M5005_Spy1301_M5005_Spy_1301,47,72,46,30,32,51
GENE_-_M5005_Spy1302_M5005_Spy_1302,94,114,68,64,61,79
GENE_-_M5005_Spy1303_aroE,28,39,21,11,16,14
GENE_-_M5005_Spy1304_lacZ,69,99,42,55,60,45
GENE_-_M5005_Spy1305_M5005_Spy_1305,27,50,28,40,37,35
GENE_-_M5005_Spy1306_M5005_Spy_1306,28,74,48,53,40,66
GENE_-_M5005_Spy1307_M5005_Spy_1307,9,18,4,13,10,9
GENE_-_M5005_Spy1308_M5005_Spy_1308,10,34,12,13,33,15
GENE_-_M5005_Spy1309_M5005_Spy_1309,6,20,17,8,9,17
GENE_-_M5005_Spy1310_M5005_Spy_1310,12,14,12,16,13,16
GENE_-_M5005_Spy1313_M5005_Spy_1313,55,79,36,64,54,50
GENE_-_M5005_Spy1314_hyl,45,105,67,100,71,89
GENE_-_M5005_Spy1315_M5005_Spy_1315,35,81,32,64,32,52
GENE_-_M5005_Spy1318_rocA,159,182,151,177,130,178
GENE_-_M5005_Spy1319_M5005_Spy_1319,49,83,44,33,41,50
GENE_-_M5005_Spy1322_M5005_Spy_1322,0,2,0,0,0,0
GENE_-_M5005_Spy1325_M5005_Spy_1325,1386,2664,1475,1806,1539,2308
GENE_-_M5005_Spy1326_comFC,1,5,2,2,4,3
GENE_-_M5005_Spy1327_comFA,7,7,2,2,4,4
GENE_-_M5005_Spy1330_M5005_Spy_1330,126,229,164,129,146,157
GENE_-_M5005_Spy1331_M5005_Spy_1331,433,675,489,402,357,377
GENE_-_M5005_Spy1332_yvqC,59,129,74,60,50,63
GENE_-_M5005_Spy1333_yvqE,84,170,115,70,69,102
GENE_-_M5005_Spy1334_yvqF,23,72,46,19,18,25
GENE_-_M5005_Spy1335_M5005_Spy_1335,1193,1931,1344,923,1016,1242
GENE_-_M5005_Spy1336_pppL,308,464,359,251,254,342
GENE_-_M5005_Spy1337_sunL,298,564,369,236,291,454
GENE_-_M5005_Spy1338_fmt,217,380,243,173,226,273
GENE_-_M5005_Spy1339_priA,95,136,98,79,86,93
GENE_-_M5005_Spy1340_M5005_Spy_1340,66,76,29,55,30,22
GENE_-_M5005_Spy1341_gmk,63,86,40,55,35,25
GENE_-_M5005_Spy1342_M5005_Spy_1342,1189,1775,1250,741,902,865
GENE_-_M5005_Spy1343_M5005_Spy_1343,46,99,55,37,47,57
GENE_-_M5005_Spy1350_M5005_Spy_1350,742,1284,857,401,575,679
GENE_-_M5005_Spy1351_M5005_Spy_1351,475,696,544,231,296,316
GENE_-_M5005_Spy1352_M5005_Spy_1352,93,110,77,60,64,72
GENE_-_M5005_Spy1353_M5005_Spy_1353,12,10,9,9,1,8
GENE_-_M5005_Spy1356_pepC,1058,1430,967,904,914,1197
GENE_-_M5005_Spy1357_nadE,214,408,304,132,215,215
GENE_-_M5005_Spy1358_nadE,422,745,522,223,292,322
GENE_-_M5005_Spy1359_M5005_Spy_1359,586,772,474,216,328,264
GENE_-_M5005_Spy1360_M5005_Spy_1360,167,244,170,91,102,102
GENE_-_M5005_Spy1361_aapA,5,4,8,1,1,2
GENE_-_M5005_Spy1362_M5005_Spy_1362,179,261,196,138,134,194
GENE_-_M5005_Spy1363_M5005_Spy_1363,147,198,162,87,106,112
GENE_-_M5005_Spy1364_M5005_Spy_1364,378,532,342,174,232,184
GENE_-_M5005_Spy1365_mraY,289,375,252,103,187,156
GENE_-_M5005_Spy1366_M5005_Spy_1366,518,710,431,251,411,336
GENE_-_M5005_Spy1367_ftsL,30,26,13,10,14,3
GENE_-_M5005_Spy1368_mraW,282,326,177,138,119,111
GENE_-_M5005_Spy1369_M5005_Spy_1369,0,0,2,0,0,0
GENE_-_M5005_Spy1370_proA,69,100,73,66,62,81
GENE_-_M5005_Spy1371_M5005_Spy_1371,48,65,29,22,35,39
GENE_-_M5005_Spy1372_proB,106,164,102,158,90,99
GENE_-_M5005_Spy1373_M5005_Spy_1373,32,58,15,38,32,25
GENE_-_M5005_Spy1374_M5005_Spy_1374,12,12,5,10,9,5
GENE_-_M5005_Spy1375_tkt,1059,1514,924,682,872,919
GENE_-_M5005_Spy1376_M5005_Spy_1376,45,103,99,88,100,141
GENE_-_M5005_Spy1377_M5005_Spy_1377,93,355,200,259,217,339
GENE_-_M5005_Spy1378_M5005_Spy_1378,144,441,224,316,249,272
GENE_-_M5005_Spy1379_glpF,7,11,5,3,6,1
GENE_-_M5005_Spy1380_glpO,23,38,25,18,22,35
GENE_-_M5005_Spy1381_glpK,19,38,27,29,22,28
GENE_-_M5005_Spy1382_M5005_Spy_1382,1401,2725,1839,817,917,1150
GENE_-_M5005_Spy1383_M5005_Spy_1383,24,45,29,37,14,23
GENE_-_M5005_Spy1384_glyS,382,435,323,265,259,296
GENE_-_M5005_Spy1385_glyQ,145,199,152,94,117,132
GENE_-_M5005_Spy1386_M5005_Spy_1386,85,233,144,135,207,210
GENE_-_M5005_Spy1387_M5005_Spy_1387,394,1193,677,674,600,820
GENE_-_M5005_Spy1388_nagA,115,241,177,126,94,117
GENE_-_M5005_Spy1389_M5005_Spy_1389,190,245,132,88,155,128
GENE_-_M5005_Spy1391_M5005_Spy_1391,368,491,392,287,366,532
GENE_-_M5005_Spy1393_M5005_Spy_1393,125,187,91,79,109,101
GENE_-_M5005_Spy1394_M5005_Spy_1394,61,109,40,53,66,60
GENE_-_M5005_Spy1395_M5005_Spy_1394,10,102,34,110,106,95
GENE_-_M5005_Spy1396_M5005_Spy_1396,2,27,6,46,21,25
GENE_-_M5005_Spy1397_M5005_Spy_1396,6,35,9,56,33,35
GENE_-_M5005_Spy1398_M5005_Spy_1396,4,16,7,44,28,21
GENE_-_M5005_Spy1399_M5005_Spy_1399,44,204,114,420,296,427
GENE_-_M5005_Spy1400_M5005_Spy_1400,10,39,24,55,61,66
GENE_-_M5005_Spy1401_M5005_Spy_1401,17,86,37,115,108,129
GENE_-_M5005_Spy1403_M5005_Spy_1403,0,0,1,0,0,0
GENE_-_M5005_Spy1404_copZ,0,2,1,3,3,3
GENE_-_M5005_Spy1405_copA,72,142,119,204,94,101
GENE_-_M5005_Spy1406_copY,8,17,11,28,12,16
GENE_-_M5005_Spy1408_rbfA,122,165,124,39,70,59
GENE_-_M5005_Spy1409_infB,3314,4815,2929,1280,2265,1535
GENE_-_M5005_Spy1410_M5005_Spy_1410,78,143,92,28,75,45
GENE_-_M5005_Spy1411_M5005_Spy_1411,105,157,88,45,93,60
GENE_-_M5005_Spy1412_nusA,798,1105,633,286,453,257
GENE_-_M5005_Spy1413_M5005_Spy_1413,223,290,161,82,144,100
GENE_-_M5005_Spy1414_M5005_Spy_1414,0,0,1,0,0,1
GENE_-_M5005_Spy1416_M5005_Spy_1416,7,6,0,6,2,2
GENE_-_M5005_Spy1417_M5005_Spy_1417,0,0,0,0,0,1
GENE_-_M5005_Spy1418_M5005_Spy_1418,2,1,1,1,1,0
GENE_-_M5005_Spy1419_M5005_Spy_1419,1,2,0,3,1,1
GENE_-_M5005_Spy1420_M5005_Spy_1420,1,0,0,0,0,0
GENE_-_M5005_Spy1421_M5005_Spy_1421,7,9,3,7,2,1
GENE_-_M5005_Spy1422_M5005_Spy_1422,2,2,0,3,2,0
GENE_-_M5005_Spy1423_M5005_Spy_1423,11,2,2,5,3,2
GENE_-_M5005_Spy1424_M5005_Spy_1424,15,4,1,12,3,2
GENE_-_M5005_Spy1425_M5005_Spy_1425,5,2,0,2,2,0
GENE_-_M5005_Spy1426_M5005_Spy_1426,30,24,6,27,11,7
GENE_-_M5005_Spy1427_M5005_Spy_1427,1,0,0,1,0,0
GENE_-_M5005_Spy1428_M5005_Spy_1428,2,0,1,2,1,0
GENE_-_M5005_Spy1429_M5005_Spy_1429,5,0,0,4,1,0
GENE_-_M5005_Spy1430_M5005_Spy_1430,2,0,0,3,1,0
GENE_-_M5005_Spy1431_M5005_Spy_1431,4,1,0,4,0,0
GENE_-_M5005_Spy1432_M5005_Spy_1432,3,1,0,2,1,0
GENE_-_M5005_Spy1433_M5005_Spy_1433,3,1,0,2,0,0
GENE_-_M5005_Spy1434_M5005_Spy_1434,4,3,2,6,1,1
GENE_-_M5005_Spy1435_M5005_Spy_1435,3,4,0,6,1,1
GENE_-_M5005_Spy1436_M5005_Spy_1436,1,0,0,0,0,0
GENE_-_M5005_Spy1437_M5005_Spy_1437,2,0,0,1,0,0
GENE_-_M5005_Spy1438_M5005_Spy_1438,2,0,3,2,1,0
GENE_-_M5005_Spy1439_M5005_Spy_1439,1,1,1,4,1,0
GENE_-_M5005_Spy1440_M5005_Spy_1440,4,2,0,1,0,0
GENE_-_M5005_Spy1441_M5005_Spy_1441,0,1,0,2,0,0
GENE_-_M5005_Spy1442_M5005_Spy_1442,2,0,1,2,0,0
GENE_-_M5005_Spy1443_M5005_Spy_1443,0,0,0,0,0,0
GENE_-_M5005_Spy1444_M5005_Spy_1444,6,4,1,1,0,1
GENE_-_M5005_Spy1445_M5005_Spy_1445,1,0,0,0,0,0
GENE_-_M5005_Spy1446_M5005_Spy_1446,0,0,0,0,0,0
GENE_-_M5005_Spy1447_M5005_Spy_1447,7,3,3,2,2,2
GENE_-_M5005_Spy1448_M5005_Spy_1448,0,0,0,0,0,0
GENE_-_M5005_Spy1449_M5005_Spy_1449,13,6,3,4,1,0
GENE_-_M5005_Spy1450_M5005_Spy_1450,9,1,3,7,2,1
GENE_-_M5005_Spy1451_M5005_Spy_1451,7,2,1,1,1,1
GENE_-_M5005_Spy1452_M5005_Spy_1452,3,4,1,1,0,0
GENE_-_M5005_Spy1453_M5005_Spy_1453,8,5,1,3,2,0
GENE_-_M5005_Spy1454_M5005_Spy_1454,1,0,0,1,0,0
GENE_-_M5005_Spy1455_M5005_Spy_1455,0,0,0,0,0,0
GENE_-_M5005_Spy1456_M5005_Spy_1456,0,0,0,0,0,0
GENE_-_M5005_Spy1457_M5005_Spy_1457,0,0,0,0,1,0
GENE_-_M5005_Spy1458_M5005_Spy_1458,2,0,0,0,0,0
GENE_-_M5005_Spy1459_M5005_Spy_1459,1,1,0,0,0,0
GENE_-_M5005_Spy1460_M5005_Spy_1460,0,0,0,0,0,0
GENE_-_M5005_Spy1461_M5005_Spy_1461,1,0,0,0,0,0
GENE_-_M5005_Spy1463_M5005_Spy_1463,0,0,0,0,0,0
GENE_-_M5005_Spy1468_trmB,192,244,172,119,122,141
GENE_-_M5005_Spy1469_M5005_Spy_1469,228,322,201,229,133,234
GENE_-_M5005_Spy1470_M5005_Spy_1470,211,332,174,217,291,362
GENE_-_M5005_Spy1471_M5005_Spy_1471,91,136,77,94,95,95
GENE_-_M5005_Spy1474_lytR,566,656,355,184,191,180
GENE_-_M5005_Spy1475_M5005_Spy_1475,160,139,86,32,34,21
GENE_-_M5005_Spy1476_M5005_Spy_1476,89,95,43,23,24,11
GENE_-_M5005_Spy1477_M5005_Spy_1477,412,365,157,40,42,23
GENE_-_M5005_Spy1484_accD,844,990,844,442,330,582
GENE_-_M5005_Spy1485_accA,785,898,782,370,276,487
GENE_-_M5005_Spy1486_accC,1673,1683,1444,774,567,850
GENE_-_M5005_Spy1487_fabZ,403,351,291,140,120,180
GENE_-_M5005_Spy1488_accB,421,372,356,139,123,183
GENE_-_M5005_Spy1489_fabF,1575,1237,1141,521,414,657
GENE_-_M5005_Spy1490_fabG,773,417,507,191,175,228
GENE_-_M5005_Spy1491_fabD,953,547,521,177,235,292
GENE_-_M5005_Spy1492_fabK,1020,497,520,135,221,274
GENE_-_M5005_Spy1493_acpP,386,180,178,70,96,101
GENE_-_M5005_Spy1494_fabH,2296,1110,1245,378,632,764
GENE_-_M5005_Spy1495_M5005_Spy_1495,957,398,493,137,240,244
GENE_-_M5005_Spy1496_phaB,1691,775,868,201,386,481
GENE_-_M5005_Spy1497_dnaJ,201,599,356,580,383,319
GENE_-_M5005_Spy1498_dnaK,904,3703,2179,6458,2548,1672
GENE_-_M5005_Spy1499_grpE,159,456,298,1504,360,294
GENE_-_M5005_Spy1500_hrcA,149,504,369,1956,350,402
GENE_-_M5005_Spy1501_M5005_Spy_1501,52,108,75,67,56,70
GENE_-_M5005_Spy1502_M5005_Spy_1502,60,139,103,115,72,89
GENE_-_M5005_Spy1503_M5005_Spy_1503,110,147,101,135,76,102
GENE_-_M5005_Spy1504_M5005_Spy_1504,25,22,15,12,23,29
GENE_-_M5005_Spy1505_M5005_Spy_1505,7,15,7,3,6,6
GENE_-_M5005_Spy1506_gatB,448,641,408,280,290,300
GENE_-_M5005_Spy1507_gatA,389,557,364,172,235,197
GENE_-_M5005_Spy1508_gatC,35,51,23,12,18,9
GENE_-_M5005_Spy1509_M5005_Spy_1509,0,1,1,0,1,1
GENE_-_M5005_Spy1510_M5005_Spy_1510,0,0,0,0,0,0
GENE_-_M5005_Spy1511_M5005_Spy_1511,1,1,2,3,1,2
GENE_-_M5005_Spy1512_codY,512,510,394,246,208,233
GENE_-_M5005_Spy1513_M5005_Spy_1513,439,624,431,260,252,341
GENE_-_M5005_Spy1515_M5005_Spy_1515,229,177,148,98,77,80
GENE_-_M5005_Spy1517_M5005_Spy_1517,9,12,8,20,33,17
GENE_-_M5005_Spy1518_M5005_Spy_1518,14,17,8,13,27,12
GENE_-_M5005_Spy1519_recG,338,492,315,234,225,263
GENE_-_M5005_Spy1521_M5005_Spy_1521,174,313,213,163,135,199
GENE_-_M5005_Spy1522_M5005_Spy_1522,47,99,71,47,46,53
GENE_-_M5005_Spy1523_M5005_Spy_1523,43,88,69,43,31,69
GENE_-_M5005_Spy1524_M5005_Spy_1524,57,92,63,42,32,44
GENE_-_M5005_Spy1525_M5005_Spy_1525,14,22,16,11,1,8
GENE_-_M5005_Spy1526_fhuC,5,5,8,4,6,7
GENE_-_M5005_Spy1527_M5005_Spy_1527,10,7,4,6,3,2
GENE_-_M5005_Spy1528_M5005_Spy_1528,5,3,4,2,1,1
GENE_-_M5005_Spy1529_shp,6,5,3,4,5,6
GENE_-_M5005_Spy1530_M5005_Spy_1530,80,88,57,44,41,45
GENE_-_M5005_Spy1531_isp2,731,909,708,2597,3024,3264
GENE_-_M5005_Spy1532_alr,128,157,120,82,75,61
GENE_-_M5005_Spy1533_acpS,29,37,18,21,16,8
GENE_-_M5005_Spy1534_secA,1742,2627,1596,1423,1241,1222
GENE_-_M5005_Spy1535_M5005_Spy_1535,0,0,0,0,0,0
GENE_-_M5005_Spy1536_M5005_Spy_1536,10,11,4,10,9,6
GENE_-_M5005_Spy1537_M5005_Spy_1537,12,24,9,8,7,16
GENE_-_M5005_Spy1538_pmi,151,270,193,111,116,139
GENE_-_M5005_Spy1539_scrK,5,11,8,6,8,1
GENE_-_M5005_Spy1540_endoS,52,133,92,52,20,37
GENE_-_M5005_Spy1541_M5005_Spy_1541,0,0,0,0,0,1
GENE_-_M5005_Spy1542_scrA,25,100,78,30,20,29
GENE_-_M5005_Spy1545_nusB,369,666,426,340,369,463
GENE_-_M5005_Spy1546_M5005_Spy_1546,253,445,258,208,215,266
GENE_-_M5005_Spy1547_efp,458,645,361,272,320,306
GENE_-_M5005_Spy1548_comEB,52,88,54,22,30,52
GENE_-_M5005_Spy1549_M5005_Spy_1549,103,150,77,50,67,75
GENE_-_M5005_Spy1550_uvrA,939,1555,1018,655,952,1200
GENE_-_M5005_Spy1553_rpsR,322,445,331,262,209,270
GENE_-_M5005_Spy1554_ssb3,850,1139,1014,617,639,820
GENE_-_M5005_Spy1555_rpsF,227,344,272,202,156,188
GENE_-_M5005_Spy1556_M5005_Spy_1556,8,5,5,49,43,71
GENE_-_M5005_Spy1559_trx,308,375,274,152,154,188
GENE_-_M5005_Spy1560_M5005_Spy_1560,47,82,55,32,37,49
GENE_-_M5005_Spy1561_mutS2,329,515,331,214,259,223
GENE_-_M5005_Spy1562_M5005_Spy_1562,169,287,134,118,103,150
GENE_-_M5005_Spy1563_M5005_Spy_1563,54,92,60,44,23,25
GENE_-_M5005_Spy1568_dinP,41,80,52,38,27,38
GENE_-_M5005_Spy1570_M5005_Spy_1570,185,281,174,94,90,50
GENE_-_M5005_Spy1571_M5005_Spy_1571,145,194,121,47,51,58
GENE_-_M5005_Spy1573_M5005_Spy_1572,522,534,310,99,151,109
GENE_-_M5005_Spy1574_M5005_Spy_1574,3,8,1,4,4,1
GENE_-_M5005_Spy1575_norA,60,94,14,81,27,11
GENE_-_M5005_Spy1578_M5005_Spy_1578,0,1,2,0,0,0
GENE_-_M5005_Spy1581_M5005_Spy_1581,2,9,8,6,4,10
GENE_-_M5005_Spy1582_dnaQ,3,6,3,1,1,1
GENE_-_M5005_Spy1583_M5005_Spy_1583,43,54,36,38,20,20
GENE_-_M5005_Spy1585_deoC,223,318,199,145,189,214
GENE_-_M5005_Spy1586_nupC,579,765,448,330,411,497
GENE_-_M5005_Spy1587_udp,159,177,132,104,151,127
GENE_-_M5005_Spy1588_M5005_Spy_1588,0,1,1,0,1,0
GENE_-_M5005_Spy1591_gcp,374,585,401,177,300,257
GENE_-_M5005_Spy1592_M5005_Spy_1592,86,167,108,57,65,71
GENE_-_M5005_Spy1593_M5005_Spy_1593,165,251,188,74,125,98
GENE_-_M5005_Spy1596_glnA,1280,1776,1205,863,853,1091
GENE_-_M5005_Spy1597_M5005_Spy_1597,110,180,133,101,78,122
GENE_-_M5005_Spy1598_M5005_Spy_1598,85,107,87,49,44,58
GENE_-_M5005_Spy1599_pgk,1773,2445,1687,1059,1085,1392
GENE_-_M5005_Spy1600_lppC,377,559,387,445,380,425
GENE_-_M5005_Spy1601_M5005_Spy_1601,224,373,263,331,298,353
GENE_-_M5005_Spy1602_M5005_Spy_1602,957,1671,1038,787,828,753
GENE_-_M5005_Spy1603_asp,174,230,137,151,137,109
GENE_-_M5005_Spy1604_M5005_Spy_1604,1,0,1,0,0,0
GENE_-_M5005_Spy1605_M5005_Spy_1605,9,18,8,4,12,8
GENE_-_M5005_Spy1606_rpmB,218,233,143,54,68,86
GENE_-_M5005_Spy1607_fba,1407,1312,833,626,573,450
GENE_-_M5005_Spy1608_M5005_Spy_1608,369,466,309,162,189,172
GENE_-_M5005_Spy1609_M5005_Spy_1609,305,474,293,127,199,153
GENE_-_M5005_Spy1610_pyrG,5,1,3,0,2,0
GENE_-_M5005_Spy1611_rpoE,272,284,140,94,118,86
GENE_-_M5005_Spy1612_tig,1220,1012,616,596,404,260
GENE_-_M5005_Spy1614_M5005_Spy_1614,119,126,86,87,89,89
GENE_-_M5005_Spy1615_M5005_Spy_1615,89,137,82,107,92,110
GENE_-_M5005_Spy1616_thiD,112,198,133,161,86,128
GENE_-_M5005_Spy1617_truA,192,303,178,209,149,177
GENE_-_M5005_Spy1618_truA,0,0,0,0,0,0
GENE_-_M5005_Spy1620_M5005_Spy_1620,22,49,33,10,10,13
GENE_-_M5005_Spy1624_M5005_Spy_1624,3,1,1,1,0,0
GENE_-_M5005_Spy1625_salR,30,53,44,23,23,37
GENE_-_M5005_Spy1626_M5005_Spy_1626,53,98,60,49,44,63
GENE_-_M5005_Spy1627_salY,58,114,72,36,33,58
GENE_-_M5005_Spy1628_M5005_Spy_1628,1,3,2,1,4,1
GENE_-_M5005_Spy1629_salX,0,2,0,0,1,0
GENE_-_M5005_Spy1630_salB,0,6,0,3,0,0
GENE_-_M5005_Spy1631_salA,0,1,0,0,0,0
GENE_-_M5005_Spy1632_lacG,18,105,14,35,38,13
GENE_-_M5005_Spy1633_lacE,4,132,59,163,89,75
GENE_-_M5005_Spy1634_lacF,3,7,7,20,10,21
GENE_-_M5005_Spy1635_lacF,16,115,44,160,100,117
GENE_-_M5005_Spy1636_lacF,25,137,68,210,129,134
GENE_-_M5005_Spy1637_lacF,33,95,59,118,102,108
GENE_-_M5005_Spy1638_lacF,17,88,31,103,63,70
GENE_-_M5005_Spy1644_M5005_Spy_1644,0,0,0,0,0,0
GENE_-_M5005_Spy1646_rpsI,573,535,466,135,171,136
GENE_-_M5005_Spy1647_rplM,627,520,388,114,177,112
GENE_-_M5005_Spy1648_M5005_Spy_1648,4,3,0,1,0,1
GENE_-_M5005_Spy1649_M5005_Spy_1649,6,7,1,4,4,4
GENE_-_M5005_Spy1650_M5005_Spy_1650,240,167,172,125,140,177
GENE_-_M5005_Spy1651_M5005_Spy_1651,222,363,208,159,179,213
GENE_-_M5005_Spy1652_M5005_Spy_1652,409,777,458,225,338,427
GENE_-_M5005_Spy1653_M5005_Spy_1653,163,155,120,68,85,81
GENE_-_M5005_Spy1654_M5005_Spy_1654,65,95,42,46,51,54
GENE_-_M5005_Spy1655_cysS,213,285,185,100,109,99
GENE_-_M5005_Spy1656_M5005_Spy_1656,22,24,13,8,13,17
GENE_-_M5005_Spy1657_M5005_Spy_1657,82,100,64,30,48,68
GENE_-_M5005_Spy1658_cysE,178,219,183,61,117,119
GENE_-_M5005_Spy1659_M5005_Spy_1659,134,230,124,56,87,122
GENE_-_M5005_Spy1660_M5005_Spy_1660,555,835,542,285,364,376
GENE_-_M5005_Spy1661_M5005_Spy_1661,1,2,3,3,2,1
GENE_-_M5005_Spy1662_ulaA,1,2,1,7,0,1
GENE_-_M5005_Spy1663_M5005_Spy_1663,2,1,0,1,0,0
GENE_-_M5005_Spy1664_M5005_Spy_1664,4,7,1,4,3,2
GENE_-_M5005_Spy1665_M5005_Spy_1665,2,4,0,2,0,0
GENE_-_M5005_Spy1666_rpsO,208,225,204,87,77,105
GENE_-_M5005_Spy1667_M5005_Spy_1667,0,0,0,0,0,0
GENE_-_M5005_Spy1670_M5005_Spy_1670,72,102,74,85,67,73
GENE_-_M5005_Spy1671_M5005_Spy_1671,61,68,49,41,44,43
GENE_-_M5005_Spy1672_polC,586,811,563,467,467,585
GENE_-_M5005_Spy1673_proS,679,1113,691,393,440,661
GENE_-_M5005_Spy1674_M5005_Spy_1674,346,549,321,239,211,323
GENE_-_M5005_Spy1675_cdsA,148,185,127,83,72,114
GENE_-_M5005_Spy1676_uppS,126,180,105,66,76,80
GENE_-_M5005_Spy1677_yajC,229,459,270,134,196,261
GENE_-_M5005_Spy1678_M5005_Spy_1678,88,182,126,44,54,68
GENE_-_M5005_Spy1679_M5005_Spy_1679,15,100,45,46,57,87
GENE_-_M5005_Spy1680_pulA,8,23,16,24,12,33
GENE_-_M5005_Spy1681_dexB,52,120,79,109,61,125
GENE_-_M5005_Spy1682_msmK,189,356,219,547,320,518
GENE_-_M5005_Spy1683_lrp,47,69,44,40,44,69
GENE_-_M5005_Spy1685_M5005_Spy_1685,67,83,71,75,49,67
GENE_-_M5005_Spy1686_relA,273,399,265,253,174,243
GENE_-_M5005_Spy1687_sclA,0,0,0,15,21,13
GENE_-_M5005_Spy1689_M5005_Spy_1689,0,0,0,44,87,89
GENE_-_M5005_Spy1691_M5005_Spy_1691,1,13,9,20,16,16
GENE_-_M5005_Spy1692_M5005_Spy_1692,81,236,121,228,198,316
GENE_-_M5005_Spy1693_M5005_Spy_1693,14,35,18,19,21,30
GENE_-_M5005_Spy1694_M5005_Spy_1694,76,121,87,49,47,74
GENE_-_M5005_Spy1695_prmA,126,222,184,129,109,124
GENE_-_M5005_Spy1696_M5005_Spy_1696,59,84,68,62,48,46
GENE_-_M5005_Spy1703_M5005_Spy_1703,0,0,0,1,0,0
GENE_-_M5005_Spy1709_M5005_Spy_1709,323,428,261,576,510,747
GENE_-_M5005_Spy1710_M5005_Spy_1710,251,321,293,149,188,164
GENE_-_M5005_Spy1711_lmb,19,35,46,30,21,18
GENE_-_M5005_Spy1712_M5005_Spy_1712,10,15,6,4,10,7
GENE_-_M5005_Spy1713_M5005_Spy_1713,0,0,0,0,0,0
GENE_-_M5005_Spy1714_M5005_Spy_1714,318,242,215,761,914,811
GENE_-_M5005_Spy1715_scpA,891,514,419,1973,2427,1906
GENE_-_M5005_Spy1718_M5005_Spy_1717,740,542,427,5296,5506,6585
GENE_-_M5005_Spy1719_M5005_Spy_1717,7496,6010,5244,6532,7639,9421
GENE_-_M5005_Spy1720_mga,437,520,240,415,395,393
GENE_-_M5005_Spy1722_M5005_Spy_1722,12,36,12,17,17,26
GENE_-_M5005_Spy1723_isp,199,289,170,306,233,261
GENE_-_M5005_Spy1724_ihk,137,237,145,211,138,170
GENE_-_M5005_Spy1725_irr,61,99,72,103,51,79
GENE_-_M5005_Spy1726_M5005_Spy_1726,102,239,137,164,108,174
GENE_-_M5005_Spy1727_M5005_Spy_1727,29,70,47,53,23,50
GENE_-_M5005_Spy1728_M5005_Spy_1728,71,185,109,111,94,120
GENE_-_M5005_Spy1729_M5005_Spy_1729,131,318,204,103,92,144
GENE_-_M5005_Spy1730_M5005_Spy_1730,19,35,30,8,13,34
GENE_-_M5005_Spy1732_prsA,92,199,131,53,51,47
GENE_-_M5005_Spy1733_M5005_Spy_1733,0,8,0,11,19,11
GENE_-_M5005_Spy1734_M5005_Spy_1734,0,0,0,3,2,2
GENE_-_M5005_Spy1735_speB,2,5,2,11,9,1
GENE_-_M5005_Spy1738_spd,173,192,121,544,605,882
GENE_-_M5005_Spy1741_gldA,10,41,26,14,36,65
GENE_-_M5005_Spy1742_mipB,2,24,18,11,11,28
GENE_-_M5005_Spy1743_pflD,19,102,74,42,70,103
GENE_-_M5005_Spy1744_M5005_Spy_1744,3,20,17,4,7,16
GENE_-_M5005_Spy1745_M5005_Spy_1745,0,5,1,0,4,4
GENE_-_M5005_Spy1746_M5005_Spy_1746,0,0,3,0,0,1
GENE_-_M5005_Spy1747_M5005_Spy_1747,44,86,51,65,31,61
GENE_-_M5005_Spy1748_M5005_Spy_1748,40,99,54,43,39,43
GENE_-_M5005_Spy1751_secE,52,84,58,41,39,48
GENE_-_M5005_Spy1752_rpmG,36,76,40,49,31,46
GENE_-_M5005_Spy1753_pbp2A,722,1193,767,763,730,870
GENE_-_M5005_Spy1754_M5005_Spy_1754,42,80,37,48,40,46
GENE_-_M5005_Spy1757_M5005_Spy_1757,233,325,176,196,172,176
GENE_-_M5005_Spy1759_M5005_Spy_1759,0,0,0,2,0,0
GENE_-_M5005_Spy1760_M5005_Spy_1760,0,0,0,0,0,0
GENE_-_M5005_Spy1761_groEL,262,907,597,2184,580,348
GENE_-_M5005_Spy1762_groES,36,87,58,237,46,32
GENE_-_M5005_Spy1763_clpC,687,1006,684,445,391,490
GENE_-_M5005_Spy1764_ctsR,65,118,43,44,31,19
GENE_-_M5005_Spy1765_csp,847,1116,546,137,413,404
GENE_-_M5005_Spy1766_M5005_Spy_1766,0,1,0,0,0,0
GENE_-_M5005_Spy1767_M5005_Spy_1767,14,12,12,12,15,12
GENE_-_M5005_Spy1770_hutI,21,97,42,28,82,96
GENE_-_M5005_Spy1779_M5005_Spy_1779,27,83,50,40,39,38
GENE_-_M5005_Spy1782_pepO,637,768,498,1162,1284,1638
GENE_-_M5005_Spy1783_dexS,22,63,52,66,51,73
GENE_-_M5005_Spy1784_M5005_Spy_1784,172,487,282,423,504,756
GENE_-_M5005_Spy1786_M5005_Spy_1786,0,0,0,0,0,0
GENE_-_M5005_Spy1789_nrdG,69,87,62,35,28,44
GENE_-_M5005_Spy1790_M5005_Spy_1790,57,63,47,29,23,38
GENE_-_M5005_Spy1791_M5005_Spy_1791,103,125,98,57,41,51
GENE_-_M5005_Spy1792_M5005_Spy_1792,3,7,3,3,2,2
GENE_-_M5005_Spy1793_nrdD,192,191,150,165,96,121
GENE_-_M5005_Spy1794_M5005_Spy_1794,258,253,161,202,225,240
GENE_-_M5005_Spy1795_M5005_Spy_1795,263,293,214,168,122,180
