IDs,CvD1,CvD2,CvD3,WR1,WR2,WR3
Inter.NC_008533.0.877780.0,2,0,0,1,0,0
Inter.NC_008533.0.882687.0,0,0,0,0,1,0
Inter.NC_008533.0.883695.0,0,0,0,1,2,0
Inter.NC_008533.0.883695.1,0,0,0,1,0,1
Inter.NC_008533.0.883695.10,34,47,55,57,41,33
Inter.NC_008533.0.883695.11,191,214,223,195,198,154
Inter.NC_008533.0.883695.12,229,329,313,291,306,268
Inter.NC_008533.0.883695.13,209,263,230,228,280,232
Inter.NC_008533.0.883695.14,141,144,141,149,135,124
Inter.NC_008533.0.883695.15,221,246,237,251,244,252
Inter.NC_008533.0.883695.16,203,273,250,225,250,232
Inter.NC_008533.0.883695.17,101,125,123,115,106,96
Inter.NC_008533.0.883695.18,118,139,133,165,142,111
Inter.NC_008533.0.883695.19,143,177,149,181,175,173
Inter.NC_008533.0.883695.2,2,0,0,1,0,1
Inter.NC_008533.0.883695.20,201,204,191,214,209,160
Inter.NC_008533.0.883695.21,196,241,200,208,238,209
Inter.NC_008533.0.883695.22,158,154,168,155,202,169
Inter.NC_008533.0.883695.23,209,293,269,251,285,252
Inter.NC_008533.0.883695.24,133,168,137,167,170,115
Inter.NC_008533.0.883695.25,142,182,148,142,188,164
Inter.NC_008533.0.883695.26,170,169,184,206,222,175
Inter.NC_008533.0.883695.27,139,154,153,212,190,180
Inter.NC_008533.0.883695.28,177,192,201,190,194,175
Inter.NC_008533.0.883695.29,165,202,178,192,220,167
Inter.NC_008533.0.883695.3,0,0,1,3,0,1
Inter.NC_008533.0.883695.30,129,142,133,148,141,149
Inter.NC_008533.0.883695.31,39,28,30,40,57,33
Inter.NC_008533.0.883695.32,4,2,4,4,4,4
Inter.NC_008533.0.883695.33,657,771,700,826,703,608
Inter.NC_008533.0.883695.34,372,415,407,412,467,390
Inter.NC_008533.0.883695.35,302,340,378,348,346,342
Inter.NC_008533.0.883695.36,289,308,293,320,287,264
Inter.NC_008533.0.883695.37,400,458,450,462,504,431
Inter.NC_008533.0.883695.38,297,314,340,311,366,282
Inter.NC_008533.0.883695.39,272,300,294,291,325,303
Inter.NC_008533.0.883695.4,0,0,0,0,0,0
Inter.NC_008533.0.883695.40,0,1,1,0,1,0
Inter.NC_008533.0.883695.41,0,0,0,0,0,0
Inter.NC_008533.0.883695.5,2,1,0,0,0,1
Inter.NC_008533.0.883695.6,24,26,25,24,28,22
Inter.NC_008533.0.883695.7,140,168,150,176,166,130
Inter.NC_008533.0.883695.8,84,113,126,85,138,92
Inter.NC_008533.0.883695.9,97,96,101,114,100,87
Inter.NC_008533.0.889832.0,0,0,0,0,0,0
Inter.NC_008533.0.890158.0,0,0,1,0,0,0
Inter.NC_008533.0.890867.0,0,0,0,1,0,0
Inter.NC_008533.0.891435.0,0,1,0,0,1,0
Inter.NC_008533.0.893895.3,0,0,0,0,1,0
Inter.NC_008533.0.893895.4,0,0,0,0,0,0
Inter.NC_008533.0.893895.5,0,0,0,0,0,0
Inter.NC_008533.0.893895.6,0,0,2,0,0,0
Inter.NC_008533.0.893895.7,1,0,0,0,0,0
Inter.NC_008533.0.894755.0,0,0,0,0,0,0
Inter.NC_008533.0.894755.1,0,0,0,0,0,0
Inter.NC_008533.0.895116.0,0,0,0,1,0,0
Inter.NC_008533.0.895562.0,0,0,0,0,0,0
Inter.NC_008533.0.895562.1,0,0,0,1,0,0
Inter.NC_008533.0.896500.0,0,0,0,0,0,0
Inter.NC_008533.0.89674.1,0,0,0,0,0,0
Inter.NC_008533.0.89674.2,0,0,0,0,0,0
Inter.NC_008533.0.897068.0,0,0,0,0,1,0
Inter.NC_008533.0.897068.1,0,0,0,0,0,0
Inter.NC_008533.0.897068.2,1,0,0,0,0,0
Inter.NC_008533.0.897068.3,0,0,0,0,0,0
Inter.NC_008533.0.898833.0,0,0,0,0,0,0
Inter.NC_008533.0.898833.1,0,0,0,0,0,0
Inter.NC_008533.0.902462.0,0,2,0,0,0,0
Inter.NC_008533.0.905791.1,0,0,0,0,0,0
Inter.NC_008533.0.905791.10,0,2,1,1,0,2
Inter.NC_008533.0.905791.11,2,4,0,1,2,2
Inter.NC_008533.0.905791.12,1,3,3,2,1,2
Inter.NC_008533.0.905791.13,1,3,1,2,1,0
Inter.NC_008533.0.905791.14,0,0,0,1,0,1
Inter.NC_008533.0.905791.15,1,0,0,1,0,1
Inter.NC_008533.0.905791.16,6,11,2,4,7,2
Inter.NC_008533.0.905791.17,7,13,6,5,6,6
Inter.NC_008533.0.905791.2,0,2,3,0,1,1
Inter.NC_008533.0.905791.3,0,1,0,2,0,0
Inter.NC_008533.0.905791.4,0,2,2,1,1,0
Inter.NC_008533.0.905791.5,1,2,4,0,0,1
Inter.NC_008533.0.905791.6,2,0,0,1,0,0
Inter.NC_008533.0.905791.7,1,1,1,0,1,0
Inter.NC_008533.0.905791.8,1,2,3,1,0,2
Inter.NC_008533.0.905791.9,1,0,0,0,2,0
Inter.NC_008533.0.9069.0,0,0,0,0,1,0
Inter.NC_008533.0.908220.0,79,135,138,76,77,50
Inter.NC_008533.0.908220.1,610,818,853,406,475,426
Inter.NC_008533.0.908220.10,208,258,241,111,128,127
Inter.NC_008533.0.908220.11,273,353,363,125,171,150
Inter.NC_008533.0.908220.12,66,84,75,47,62,46
Inter.NC_008533.0.908220.13,13,13,15,21,18,16
Inter.NC_008533.0.908220.14,0,0,0,1,0,0
Inter.NC_008533.0.908220.2,376,533,517,264,313,259
Inter.NC_008533.0.908220.3,364,526,494,271,274,256
Inter.NC_008533.0.908220.4,301,422,433,233,222,191
Inter.NC_008533.0.908220.5,288,389,415,199,218,202
Inter.NC_008533.0.908220.6,295,410,432,244,226,229
Inter.NC_008533.0.908220.7,320,431,462,214,242,225
Inter.NC_008533.0.908220.8,380,554,592,306,306,277
Inter.NC_008533.0.908220.9,403,567,553,270,300,307
Inter.NC_008533.0.910732.0,165,177,138,271,190,175
Inter.NC_008533.0.910732.1,1618,1533,1511,1972,1973,1571
Inter.NC_008533.0.910732.10,0,0,1,2,1,0
Inter.NC_008533.0.910732.2,674,599,582,881,791,661
Inter.NC_008533.0.910732.3,1233,1112,1044,1421,1308,1222
Inter.NC_008533.0.910732.4,8,14,13,10,12,10
Inter.NC_008533.0.910732.5,13,8,18,8,18,5
Inter.NC_008533.0.910732.6,17,22,27,18,29,24
Inter.NC_008533.0.910732.7,6,15,14,8,11,9
Inter.NC_008533.0.910732.8,9,6,9,12,5,9
Inter.NC_008533.0.910732.9,1,1,0,1,0,2
Inter.NC_008533.0.912296.0,1,0,0,1,1,0
Inter.NC_008533.0.912468.0,0,0,0,0,1,1
Inter.NC_008533.0.912468.1,0,0,1,1,1,1
Inter.NC_008533.0.912468.2,2,0,0,0,0,0
Inter.NC_008533.0.912468.3,1,0,1,0,1,1
Inter.NC_008533.0.913887.0,0,3,1,0,0,1
Inter.NC_008533.0.91407.0,0,0,0,0,0,0
Inter.NC_008533.0.91407.1,0,0,0,0,0,0
Inter.NC_008533.0.91407.2,0,0,0,0,1,1
Inter.NC_008533.0.914878.0,38,61,64,54,55,58
Inter.NC_008533.0.914878.1,239,247,226,257,247,193
Inter.NC_008533.0.914878.10,187,223,208,198,238,164
Inter.NC_008533.0.914878.11,146,195,182,184,206,183
Inter.NC_008533.0.914878.12,91,89,75,87,88,72
Inter.NC_008533.0.914878.13,196,202,193,188,198,161
Inter.NC_008533.0.914878.14,46,73,71,46,59,60
Inter.NC_008533.0.914878.15,26,43,42,39,38,31
Inter.NC_008533.0.914878.16,273,369,340,251,317,284
Inter.NC_008533.0.914878.17,23,24,21,21,16,20
Inter.NC_008533.0.914878.18,0,0,0,0,0,0
Inter.NC_008533.0.914878.2,247,276,259,241,272,296
Inter.NC_008533.0.914878.3,156,153,175,164,162,105
Inter.NC_008533.0.914878.4,278,326,287,275,286,266
Inter.NC_008533.0.914878.5,232,305,265,225,268,243
Inter.NC_008533.0.914878.6,273,280,291,316,321,209
Inter.NC_008533.0.914878.7,215,268,269,237,249,248
Inter.NC_008533.0.914878.8,66,77,68,98,88,58
Inter.NC_008533.0.914878.9,255,340,275,316,327,256
Inter.NC_008533.0.917327.0,0,1,0,0,0,0
Inter.NC_008533.0.920755.0,0,0,0,0,0,0
Inter.NC_008533.0.922046.0,0,0,1,0,1,0
Inter.NC_008533.0.923669.0,0,0,0,0,0,0
Inter.NC_008533.0.924717.0,1,0,0,0,0,0
Inter.NC_008533.0.926422.0,0,0,0,0,0,0
Inter.NC_008533.0.926422.1,0,0,0,0,0,0
Inter.NC_008533.0.926422.10,0,0,0,0,0,0
Inter.NC_008533.0.926422.11,0,0,0,1,0,0
Inter.NC_008533.0.926422.2,0,1,0,0,0,0
Inter.NC_008533.0.926422.3,0,0,0,0,0,0
Inter.NC_008533.0.926422.4,0,0,0,0,0,0
Inter.NC_008533.0.926422.5,0,0,0,0,0,0
Inter.NC_008533.0.926422.6,0,0,0,0,0,0
Inter.NC_008533.0.926422.7,0,0,0,0,0,0
Inter.NC_008533.0.926422.8,0,0,2,0,0,0
Inter.NC_008533.0.926422.9,0,0,0,1,1,1
Inter.NC_008533.0.92665.0,3,3,0,0,1,0
Inter.NC_008533.0.92665.1,0,0,0,0,0,0
Inter.NC_008533.0.928784.0,0,0,0,0,0,0
Inter.NC_008533.0.929791.0,0,0,0,0,0,0
Inter.NC_008533.0.931594.0,0,0,1,0,0,0
Inter.NC_008533.0.931594.2,0,0,0,0,1,1
Inter.NC_008533.0.931594.3,0,0,0,0,0,0
Inter.NC_008533.0.931594.6,0,0,0,0,1,0
Inter.NC_008533.0.931594.7,0,0,0,0,0,0
Inter.NC_008533.0.931594.8,0,0,0,1,1,0
Inter.NC_008533.0.932651.0,0,0,0,0,0,0
Inter.NC_008533.0.932651.1,0,1,0,0,0,1
Inter.NC_008533.0.932651.2,0,0,0,0,0,0
Inter.NC_008533.0.932651.3,1,0,0,0,0,0
Inter.NC_008533.0.932651.4,0,0,0,0,0,0
Inter.NC_008533.0.932651.5,0,1,0,0,0,0
Inter.NC_008533.0.932651.6,0,0,0,1,1,1
Inter.NC_008533.0.933496.0,0,0,0,0,0,1
Inter.NC_008533.0.935267.1,0,1,0,0,0,0
Inter.NC_008533.0.935267.2,0,0,0,0,0,0
Inter.NC_008533.0.936101.0,0,0,0,0,0,0
Inter.NC_008533.0.936101.1,0,0,1,0,0,0
Inter.NC_008533.0.936101.2,0,0,0,0,0,0
Inter.NC_008533.0.93647.0,1,3,0,2,2,2
Inter.NC_008533.0.93647.1,124,150,124,251,247,217
Inter.NC_008533.0.93647.10,63,71,75,135,138,106
Inter.NC_008533.0.93647.11,144,191,156,282,336,259
Inter.NC_008533.0.93647.12,86,119,112,223,238,195
Inter.NC_008533.0.93647.13,128,160,159,325,317,251
Inter.NC_008533.0.93647.14,166,211,168,363,386,350
Inter.NC_008533.0.93647.15,123,133,99,240,230,203
Inter.NC_008533.0.93647.16,79,107,84,189,238,173
Inter.NC_008533.0.93647.17,92,111,106,220,212,210
Inter.NC_008533.0.93647.18,71,98,83,177,205,157
Inter.NC_008533.0.93647.19,98,136,110,230,284,218
Inter.NC_008533.0.93647.2,152,163,142,269,287,240
Inter.NC_008533.0.93647.20,90,111,82,181,182,146
Inter.NC_008533.0.93647.21,64,94,72,118,139,141
Inter.NC_008533.0.93647.22,63,75,62,146,168,131
Inter.NC_008533.0.93647.23,79,116,92,223,209,177
Inter.NC_008533.0.93647.24,89,139,102,236,285,241
Inter.NC_008533.0.93647.25,57,95,79,190,183,161
Inter.NC_008533.0.93647.26,104,152,149,307,330,278
Inter.NC_008533.0.93647.27,125,212,170,370,419,324
Inter.NC_008533.0.93647.28,130,212,159,364,396,327
Inter.NC_008533.0.93647.29,86,111,99,219,225,183
Inter.NC_008533.0.93647.3,146,178,165,306,336,246
Inter.NC_008533.0.93647.30,5,10,9,13,21,18
Inter.NC_008533.0.93647.31,3,3,2,3,4,1
Inter.NC_008533.0.93647.32,97,101,96,105,120,90
Inter.NC_008533.0.93647.33,55,65,45,63,65,58
Inter.NC_008533.0.93647.34,63,84,69,77,73,82
Inter.NC_008533.0.93647.35,78,101,83,72,102,95
Inter.NC_008533.0.93647.36,52,69,42,50,54,48
Inter.NC_008533.0.93647.37,79,111,76,96,97,93
Inter.NC_008533.0.93647.38,22,25,21,19,27,23
Inter.NC_008533.0.93647.39,76,77,79,78,77,73
Inter.NC_008533.0.93647.4,86,95,89,184,199,140
Inter.NC_008533.0.93647.40,51,57,44,61,40,50
Inter.NC_008533.0.93647.41,17,34,29,21,30,26
Inter.NC_008533.0.93647.42,25,36,31,26,35,25
Inter.NC_008533.0.93647.43,5,5,3,6,3,3
Inter.NC_008533.0.93647.5,115,161,129,247,267,224
Inter.NC_008533.0.93647.6,126,147,134,244,257,199
Inter.NC_008533.0.93647.7,144,167,137,319,318,247
Inter.NC_008533.0.93647.8,114,145,133,245,257,214
Inter.NC_008533.0.93647.9,65,136,102,235,254,180
Inter.NC_008533.0.938342.0,0,1,0,0,0,0
Inter.NC_008533.0.938342.1,0,0,0,0,0,0
Inter.NC_008533.0.939338.0,0,0,0,1,0,0
Inter.NC_008533.0.939338.1,2,1,0,0,0,0
Inter.NC_008533.0.941240.0,0,0,0,0,0,0
Inter.NC_008533.0.941643.0,0,0,0,0,0,0
Inter.NC_008533.0.941970.0,0,0,0,0,0,0
Inter.NC_008533.0.941970.3,0,0,0,0,0,0
Inter.NC_008533.0.941970.4,0,0,0,0,0,0
Inter.NC_008533.0.943652.0,4,1,2,1,1,1
Inter.NC_008533.0.944382.0,0,0,0,0,0,0
Inter.NC_008533.0.944836.0,1,2,0,0,0,1
Inter.NC_008533.0.944836.1,0,2,0,2,0,0
Inter.NC_008533.0.944836.2,0,0,0,1,0,0
Inter.NC_008533.0.944836.3,0,2,0,1,0,0
Inter.NC_008533.0.944836.4,1,3,2,1,1,0
Inter.NC_008533.0.944836.5,1,0,0,2,2,1
Inter.NC_008533.0.944836.6,0,0,0,0,0,0
Inter.NC_008533.0.944836.7,1,1,1,2,1,1
Inter.NC_008533.0.944836.8,0,0,0,1,1,0
Inter.NC_008533.0.946366.0,0,0,1,1,0,1
Inter.NC_008533.0.947006.0,0,3,1,2,1,0
Inter.NC_008533.0.947006.1,1,0,1,0,1,4
Inter.NC_008533.0.947006.2,0,0,2,0,1,0
Inter.NC_008533.0.947006.3,0,0,0,0,0,3
Inter.NC_008533.0.947006.4,1,0,0,0,2,2
Inter.NC_008533.0.947006.5,2,2,1,0,0,1
Inter.NC_008533.0.947006.6,1,1,2,1,2,1
Inter.NC_008533.0.948274.0,4,16,7,2,4,4
Inter.NC_008533.0.948274.1,9,19,9,7,6,10
Inter.NC_008533.0.948274.10,1,1,1,1,0,1
Inter.NC_008533.0.948274.2,18,24,13,12,10,9
Inter.NC_008533.0.948274.3,19,22,16,10,11,5
Inter.NC_008533.0.948274.4,24,49,43,23,21,24
Inter.NC_008533.0.948274.5,29,46,33,17,19,15
Inter.NC_008533.0.948274.6,18,41,42,7,17,16
Inter.NC_008533.0.948274.7,30,58,36,27,26,17
Inter.NC_008533.0.948274.8,32,35,30,15,17,11
Inter.NC_008533.0.948274.9,0,0,1,0,0,1
Inter.NC_008533.0.952122.0,0,0,0,0,0,0
Inter.NC_008533.0.954037.0,0,0,1,0,0,1
Inter.NC_008533.0.959869.0,0,1,0,0,2,1
Inter.NC_008533.0.960532.0,1,1,2,1,1,0
Inter.NC_008533.0.960532.1,4,1,0,0,1,4
Inter.NC_008533.0.960532.2,0,0,0,0,0,1
Inter.NC_008533.0.960532.3,0,0,0,0,0,0
Inter.NC_008533.0.962126.0,1,0,0,0,0,0
Inter.NC_008533.0.962126.1,0,0,0,0,0,0
Inter.NC_008533.0.962126.2,0,0,0,0,0,0
Inter.NC_008533.0.962126.3,1,1,0,0,0,1
Inter.NC_008533.0.962126.4,0,0,1,0,1,0
Inter.NC_008533.0.962126.5,0,0,1,0,0,0
Inter.NC_008533.0.963006.0,0,0,0,0,1,1
Inter.NC_008533.0.963006.1,0,0,1,0,0,0
Inter.NC_008533.0.963006.2,0,2,0,0,0,0
Inter.NC_008533.0.963006.3,0,0,0,0,0,0
Inter.NC_008533.0.963006.4,0,0,0,0,0,0
Inter.NC_008533.0.963006.5,0,0,1,0,0,0
Inter.NC_008533.0.963006.6,1,0,0,0,0,0
Inter.NC_008533.0.963006.7,0,2,1,0,0,0
Inter.NC_008533.0.963006.8,0,2,1,0,0,0
Inter.NC_008533.0.965137.0,1,1,1,2,0,0
Inter.NC_008533.0.967853.0,0,0,0,0,1,0
Inter.NC_008533.0.967853.1,0,1,0,0,0,0
Inter.NC_008533.0.967853.2,1,0,0,0,1,0
Inter.NC_008533.0.967853.3,0,0,0,0,0,1
Inter.NC_008533.0.970960.0,0,0,0,0,0,0
Inter.NC_008533.0.973922.0,0,1,0,0,0,0
Inter.NC_008533.0.975423.0,0,0,0,1,0,0
Inter.NC_008533.0.976764.0,0,0,0,0,0,0
Inter.NC_008533.0.976971.0,0,1,0,0,0,0
Inter.NC_008533.0.977164.0,0,0,0,0,0,0
Inter.NC_008533.0.978706.0,0,3,2,0,0,1
Inter.NC_008533.0.978706.1,9,9,9,12,14,11
Inter.NC_008533.0.978706.10,2,2,2,0,2,1
Inter.NC_008533.0.978706.11,2,1,1,0,2,0
Inter.NC_008533.0.978706.12,4,2,3,1,0,0
Inter.NC_008533.0.978706.13,2,1,0,0,0,0
Inter.NC_008533.0.978706.15,1,0,0,0,0,0
Inter.NC_008533.0.978706.16,0,0,1,0,0,0
Inter.NC_008533.0.978706.18,0,0,0,0,0,0
Inter.NC_008533.0.978706.19,1,0,0,1,0,0
Inter.NC_008533.0.978706.2,7,3,6,6,2,10
Inter.NC_008533.0.978706.20,1,0,0,0,0,0
Inter.NC_008533.0.978706.21,0,0,0,0,0,0
Inter.NC_008533.0.978706.22,0,0,2,0,0,0
Inter.NC_008533.0.978706.23,0,0,0,0,0,0
Inter.NC_008533.0.978706.24,0,0,0,0,0,0
Inter.NC_008533.0.978706.25,0,0,0,0,0,0
Inter.NC_008533.0.978706.3,0,1,2,0,1,1
Inter.NC_008533.0.978706.4,0,1,3,1,1,0
Inter.NC_008533.0.978706.5,1,0,2,1,1,0
Inter.NC_008533.0.978706.6,1,2,2,1,4,2
Inter.NC_008533.0.978706.7,1,1,1,0,0,0
Inter.NC_008533.0.978706.8,1,2,2,0,2,0
Inter.NC_008533.0.978706.9,1,1,1,0,0,0
Inter.NC_008533.0.983145.0,0,0,0,0,0,1
Inter.NC_008533.0.984424.0,0,0,0,0,0,0
Inter.NC_008533.0.985300.0,1,0,0,0,0,0
Inter.NC_008533.0.985300.1,0,6,3,2,0,1
Inter.NC_008533.0.985300.2,2,2,1,2,2,2
Inter.NC_008533.0.985300.3,0,0,2,0,3,1
Inter.NC_008533.0.986079.0,0,0,0,0,0,0
Inter.NC_008533.0.986483.0,4,3,1,7,4,6
Inter.NC_008533.0.986483.1,0,3,2,1,1,0
Inter.NC_008533.0.988965.0,2,0,1,3,2,2
Inter.NC_008533.0.989688.0,157,237,190,227,220,227
Inter.NC_008533.0.989688.1,148,220,187,201,195,208
Inter.NC_008533.0.989688.10,175,276,211,222,263,282
Inter.NC_008533.0.989688.11,105,146,113,132,130,109
Inter.NC_008533.0.989688.12,224,271,239,252,260,242
Inter.NC_008533.0.989688.13,43,39,44,31,41,54
Inter.NC_008533.0.989688.14,198,263,236,257,270,228
Inter.NC_008533.0.989688.15,576,745,831,817,905,822
Inter.NC_008533.0.989688.16,504,730,701,780,759,638
Inter.NC_008533.0.989688.17,361,591,578,561,572,542
Inter.NC_008533.0.989688.18,450,655,682,674,738,584
Inter.NC_008533.0.989688.19,401,604,560,572,587,544
Inter.NC_008533.0.989688.2,257,414,309,326,368,376
Inter.NC_008533.0.989688.20,402,549,529,556,577,531
Inter.NC_008533.0.989688.21,89,124,121,141,148,155
Inter.NC_008533.0.989688.22,247,324,314,319,275,294
Inter.NC_008533.0.989688.23,371,555,532,567,569,417
Inter.NC_008533.0.989688.24,415,639,563,547,634,580
Inter.NC_008533.0.989688.25,327,447,427,441,462,447
Inter.NC_008533.0.989688.26,408,577,594,563,597,506
Inter.NC_008533.0.989688.27,408,602,630,587,610,541
Inter.NC_008533.0.989688.28,331,509,535,460,497,460
Inter.NC_008533.0.989688.29,332,520,482,469,498,428
Inter.NC_008533.0.989688.3,153,234,189,219,262,230
Inter.NC_008533.0.989688.30,367,499,549,505,480,465
Inter.NC_008533.0.989688.31,364,489,482,444,363,367
Inter.NC_008533.0.989688.32,252,371,368,355,335,294
Inter.NC_008533.0.989688.33,292,383,392,384,413,365
Inter.NC_008533.0.989688.34,375,575,534,481,547,454
Inter.NC_008533.0.989688.35,246,349,331,300,340,276
Inter.NC_008533.0.989688.36,310,454,451,346,408,329
Inter.NC_008533.0.989688.37,273,493,444,425,412,372
Inter.NC_008533.0.989688.38,249,266,283,261,301,239
Inter.NC_008533.0.989688.39,509,709,744,630,667,595
Inter.NC_008533.0.989688.4,198,303,278,259,300,279
Inter.NC_008533.0.989688.40,262,378,367,294,313,286
Inter.NC_008533.0.989688.41,58,52,82,61,75,65
Inter.NC_008533.0.989688.42,60,85,64,63,71,57
Inter.NC_008533.0.989688.43,52,85,77,76,77,66
Inter.NC_008533.0.989688.44,38,45,34,61,41,39
Inter.NC_008533.0.989688.45,58,77,80,79,72,55
Inter.NC_008533.0.989688.46,22,35,31,28,34,25
Inter.NC_008533.0.989688.47,10,12,19,14,19,18
Inter.NC_008533.0.989688.48,13,13,14,10,18,12
Inter.NC_008533.0.989688.5,104,119,98,104,93,105
Inter.NC_008533.0.989688.6,175,222,168,208,213,202
Inter.NC_008533.0.989688.7,210,319,274,264,302,324
Inter.NC_008533.0.989688.8,133,201,171,160,179,172
Inter.NC_008533.0.989688.9,225,344,234,293,309,275
Inter.NC_008533.0.995238.0,3,5,4,5,5,2
Inter.NC_008533.0.996053.0,0,2,1,1,0,1
Inter.NC_008533.0.996951.0,14,10,8,11,24,10
Inter.NC_008533.0.997969.0,20,18,17,20,20,24
Inter.NC_008533.0.997969.1,42,54,43,68,46,45
Inter.NC_008533.0.997969.10,28,61,50,51,45,41
Inter.NC_008533.0.997969.11,26,44,54,29,46,27
Inter.NC_008533.0.997969.12,62,84,89,93,84,72
Inter.NC_008533.0.997969.13,45,48,52,52,48,47
Inter.NC_008533.0.997969.14,31,27,25,30,50,28
Inter.NC_008533.0.997969.15,19,33,28,37,38,24
Inter.NC_008533.0.997969.16,54,87,105,87,109,76
Inter.NC_008533.0.997969.17,848,1017,951,1084,1118,966
Inter.NC_008533.0.997969.18,247,335,264,324,313,269
Inter.NC_008533.0.997969.19,501,530,520,546,629,526
Inter.NC_008533.0.997969.2,22,21,29,23,30,22
Inter.NC_008533.0.997969.20,441,533,513,614,637,531
Inter.NC_008533.0.997969.21,51,41,48,66,85,65
Inter.NC_008533.0.997969.22,0,0,0,0,0,1
Inter.NC_008533.0.997969.23,0,0,2,0,0,0
Inter.NC_008533.0.997969.24,0,0,0,0,0,0
Inter.NC_008533.0.997969.3,14,15,8,12,13,12
Inter.NC_008533.0.997969.4,21,23,13,21,21,14
Inter.NC_008533.0.997969.5,22,29,30,27,36,38
Inter.NC_008533.0.997969.6,28,26,24,19,38,19
Inter.NC_008533.0.997969.7,21,22,36,25,30,30
Inter.NC_008533.0.997969.8,7,16,11,12,11,13
Inter.NC_008533.0.997969.9,27,25,41,25,32,36
Inter.NC_008533.1.0.0,75,117,111,116,111,104
Inter.NC_008533.1.0.1,193,294,232,292,283,252
Inter.NC_008533.1.0.10,42,65,80,55,56,41
Inter.NC_008533.1.0.100,241,369,411,350,401,349
Inter.NC_008533.1.0.101,273,418,478,412,471,415
Inter.NC_008533.1.0.102,223,321,344,321,380,333
Inter.NC_008533.1.0.103,173,262,256,274,254,193
Inter.NC_008533.1.0.104,193,305,346,299,340,294
Inter.NC_008533.1.0.105,217,351,357,337,342,336
Inter.NC_008533.1.0.106,136,181,200,211,243,211
Inter.NC_008533.1.0.107,157,262,271,222,251,226
Inter.NC_008533.1.0.108,168,288,291,245,254,263
Inter.NC_008533.1.0.109,191,303,331,270,300,273
Inter.NC_008533.1.0.11,77,107,122,97,74,60
Inter.NC_008533.1.0.110,40,84,91,88,89,72
Inter.NC_008533.1.0.111,158,251,273,245,272,245
Inter.NC_008533.1.0.112,144,164,190,148,191,165
Inter.NC_008533.1.0.113,328,476,449,534,565,544
Inter.NC_008533.1.0.114,280,372,408,506,454,376
Inter.NC_008533.1.0.115,186,266,284,297,335,276
Inter.NC_008533.1.0.116,543,651,681,847,845,737
Inter.NC_008533.1.0.117,806,938,985,1323,1248,994
Inter.NC_008533.1.0.118,988,1248,1204,1587,1612,1433
Inter.NC_008533.1.0.119,1268,1738,1699,2093,2150,1921
Inter.NC_008533.1.0.12,174,290,255,211,216,199
Inter.NC_008533.1.0.120,1059,1309,1316,1723,1817,1417
Inter.NC_008533.1.0.121,212,272,292,298,367,292
Inter.NC_008533.1.0.122,369,491,551,595,660,568
Inter.NC_008533.1.0.123,1210,1509,1604,2009,2096,1705
Inter.NC_008533.1.0.124,1229,1489,1575,1903,2108,1753
Inter.NC_008533.1.0.125,580,603,652,852,799,625
Inter.NC_008533.1.0.126,1001,1246,1299,1575,1669,1482
Inter.NC_008533.1.0.127,824,1007,1095,1350,1398,1154
Inter.NC_008533.1.0.128,480,648,720,915,969,749
Inter.NC_008533.1.0.129,823,992,969,1362,1398,1147
Inter.NC_008533.1.0.13,62,79,98,59,44,64
Inter.NC_008533.1.0.130,671,923,956,1434,1289,1128
Inter.NC_008533.1.0.131,1039,1339,1215,1970,1692,1609
Inter.NC_008533.1.0.132,1251,1629,1663,2129,2315,1849
Inter.NC_008533.1.0.133,796,916,897,1336,1213,884
Inter.NC_008533.1.0.134,1411,1752,1857,2307,2338,1944
Inter.NC_008533.1.0.135,919,1153,1194,1712,1684,1350
Inter.NC_008533.1.0.136,968,1189,1233,1618,1622,1354
Inter.NC_008533.1.0.137,1319,1642,1683,2180,2154,1899
Inter.NC_008533.1.0.138,1319,1688,1667,2256,2180,1781
Inter.NC_008533.1.0.139,1453,1862,1986,2430,2469,2054
Inter.NC_008533.1.0.14,46,48,75,28,30,57
Inter.NC_008533.1.0.140,2387,2964,2878,4057,4065,3135
Inter.NC_008533.1.0.141,23,30,21,34,32,27
Inter.NC_008533.1.0.142,1,4,7,6,4,5
Inter.NC_008533.1.0.143,3,6,1,6,2,5
Inter.NC_008533.1.0.144,2,4,2,8,3,3
Inter.NC_008533.1.0.145,6,2,6,2,5,2
Inter.NC_008533.1.0.146,0,4,2,3,7,5
Inter.NC_008533.1.0.147,3,5,6,3,5,6
Inter.NC_008533.1.0.148,13,11,15,27,32,26
Inter.NC_008533.1.0.149,193,218,268,431,403,309
Inter.NC_008533.1.0.15,23,26,42,12,25,43
Inter.NC_008533.1.0.150,48,38,40,53,59,64
Inter.NC_008533.1.0.151,2,6,2,4,211,3
Inter.NC_008533.1.0.152,16,43,4,37,2909,10
Inter.NC_008533.1.0.153,13,34,3,27,2089,4
Inter.NC_008533.1.0.154,4,11,1,25,1590,4
Inter.NC_008533.1.0.155,4,15,1,23,1585,12
Inter.NC_008533.1.0.156,13,38,5,28,3742,8
Inter.NC_008533.1.0.157,11,50,2,29,3419,8
Inter.NC_008533.1.0.158,16,51,7,42,3675,11
Inter.NC_008533.1.0.159,10,19,2,9,1436,4
Inter.NC_008533.1.0.16,51,82,117,34,71,68
Inter.NC_008533.1.0.160,14,21,1,14,2297,8
Inter.NC_008533.1.0.161,8,21,4,12,1783,2
Inter.NC_008533.1.0.162,5,11,0,7,854,3
