,readcount_cph1-efg1_0min_1,readcount_cph1-efg1_0min_3,readcount_cph1-efg1_0min_4,readcount_cph1-efg1_75min_1,readcount_cph1-efg1_75min_3,readcount_cph1-efg1_75min_4,readcount_Evo_0min_1,readcount_Evo_0min_3,readcount_Evo_0min_4,readcount_Evo_75min_1,readcount_Evo_75min_3,readcount_Evo_75min_4
orf19.3938,3857,3386,3086,4692,3269,4503,1976,12453,3111,3404,3213,5989
orf19.3939,2593,1206,1248,1515,1066,1246,1857,6192,1537,1430,1170,2179
orf19.394,4407,2087,2163,3133,2326,2538,3578,10469,2139,2573,2388,4235
orf19.3940,920,455,441,328,241,283,690,2371,457,315,296,663
orf19.3940.1,6685,2367,2373,5370,7017,4867,4644,11435,2943,3521,5304,5757
orf19.3941,19284,12189,11090,15706,13226,15551,10062,40105,11130,11877,12021,22607
orf19.3942,942,514,423,567,379,494,757,2422,573,489,450,919
orf19.3942.1,100167,53419,52200,60329,50536,57106,63631,214717,63283,54721,55928,105973
orf19.3944,5930,2761,2743,3480,2823,3115,4644,13596,2612,3478,3287,6158
orf19.3945,2726,1473,1494,1897,1370,1602,2175,6651,1730,1744,1637,2830
orf19.3946,1924,1005,967,1557,1183,1423,1328,4821,975,1348,1078,2213
orf19.3947,2358,1281,1061,1288,1030,1198,1610,5606,1389,1140,1097,1931
orf19.3949,8330,4100,4211,4656,3397,3696,6335,20332,4797,4452,4210,6736
orf19.395,280714,101839,106954,188023,135813,153098,402887,711105,207137,239872,206462,394553
orf19.3950,1233,735,677,1268,930,1098,724,3292,623,1027,886,1538
orf19.3951,3904,2250,1873,1589,1282,1493,2676,9570,1845,1581,1541,2920
orf19.3952,5209,2458,2723,2850,2225,2465,4247,12611,2907,2840,2684,4892
orf19.3954,2149,1166,1047,1528,1185,1190,1780,5981,1303,2085,1867,3291
orf19.3954.1,173,161,133,171,107,139,64,735,130,202,132,232
orf19.3955,12681,7178,7264,11545,9332,10731,10061,31382,8882,10611,10286,18442
orf19.3956,1722,763,728,1231,880,1140,1129,3445,798,1016,937,1741
orf19.3957,2678,1530,1731,3819,3357,3507,1777,6398,2080,3891,3974,6284
orf19.3959,10597,5330,5356,7166,5531,5872,8166,26895,5727,6855,6511,10706
orf19.396,2297,1066,992,1190,889,1052,2628,5719,1212,1244,1090,1965
orf19.3960,2958,1603,1592,2098,1392,1914,1953,6871,1607,1811,1674,2925
orf19.3962,11687,7182,7286,9738,8741,10050,6621,24914,8451,9104,9966,16737
orf19.3963,1382,870,898,1195,963,1167,989,3482,960,1087,993,1889
orf19.3964,3334,1894,1494,2036,1602,1766,2325,8720,1759,1945,1830,3164
orf19.3965,941,475,457,613,344,553,711,2346,504,520,499,944
orf19.3966,1558,601,564,651,468,549,1634,3293,857,822,634,1253
orf19.3967,22871,5678,5574,8699,6124,6731,54673,73452,15228,12894,9547,17592
orf19.3968,8,3,6,8,9,12,8,37,6,8,12,16
orf19.3969,2587,1615,1156,3234,2549,3052,1866,6329,1148,2880,3079,6008
orf19.397,3223,1902,1793,2980,2269,2962,1584,7636,1497,1800,1716,3379
orf19.3970,640,625,499,701,432,659,389,2162,621,491,518,872
orf19.3971,157,140,109,152,94,124,101,479,141,109,110,200
orf19.3972,1129,793,676,688,624,617,682,3097,725,702,824,1355
orf19.3973,1814,647,834,955,910,806,1488,3763,843,1010,971,1729
orf19.3974,2204,1967,2041,1211,1083,1246,1303,6809,1494,1479,1462,2702
orf19.3976,545,384,304,406,304,372,462,1573,323,356,362,644
orf19.3977,3943,2338,2321,3241,2448,3237,2606,9933,2522,2648,2580,4656
orf19.3978,1329,1270,1357,1827,1464,1829,714,3893,1557,1503,1473,2514
orf19.398,60,23,16,35,33,20,56,142,24,45,52,102
orf19.3980,4811,2424,2133,2913,2321,2377,4038,12051,2405,2668,2467,4185
orf19.3981,259,56,54,91,120,26,306,381,97,509,291,295
orf19.3982,101,41,54,63,67,77,114,307,65,158,154,190
orf19.3983,1841,1100,1264,1605,1526,1556,1010,4288,1330,1660,1541,3034
orf19.3984,6262,3080,3351,5373,4738,4920,2822,9715,2607,4856,4826,8510
orf19.3986,298,201,263,397,342,323,218,871,281,250,255,509
orf19.3988,264,156,129,131,134,136,155,650,168,154,133,313
orf19.399,7204,3489,4145,3945,3685,3363,5376,16786,4160,4277,3713,6753
orf19.3990,1302,933,776,1064,806,1000,714,3543,1007,864,841,1487
orf19.3991,2012,1087,1093,1207,1108,1055,1228,4228,1143,1098,1090,2050
orf19.3992,205,91,96,120,94,122,125,423,100,114,90,181
orf19.3994,6082,2876,2755,3182,2477,2816,4513,13546,2715,2994,2901,5325
orf19.3995,1844,790,835,929,765,791,1437,4090,878,945,894,1618
orf19.3996,3212,1309,1296,1273,1056,1138,2296,6262,1346,1404,1203,2338
orf19.3997,233295,68841,70359,70309,49619,40859,440314,847893,233949,158565,126060,183181
orf19.3998,384,181,209,260,245,218,175,627,144,250,209,399
orf19.3999,631,284,360,631,590,489,415,1251,346,569,653,947
orf19.400,14012,7103,6366,6631,5747,6273,9068,25632,6525,5916,5486,10457
orf19.4000,1846,1299,1299,2339,1952,2268,716,3871,1003,1759,1794,3200
orf19.4001,740,482,465,725,517,645,567,2135,540,569,532,1053
orf19.4002,2013,1143,988,1449,1156,1251,1584,5136,1071,1677,1497,2796
orf19.4003,3072,1624,1733,1811,1423,1587,2542,7934,1734,1886,1754,3197
orf19.4004,12207,6900,6845,9047,7316,8686,9042,31121,8148,7889,8158,14790
orf19.4005,1309,659,694,900,712,814,982,3254,703,736,742,1319
orf19.4006,1492,956,897,1332,975,1223,1068,4136,992,1037,1013,1820
orf19.4007,989,546,553,927,676,777,791,2619,665,802,775,1328
orf19.4009,4015,1955,1712,2007,1586,1748,3154,9750,2028,2055,1930,3697
orf19.401,14755,8783,7722,9989,8194,9904,10511,37436,9720,9146,9455,17370
orf19.4010,3423,1855,1998,2686,2059,2259,2731,8811,2193,2312,2266,4205
orf19.4011,3,2,1,5,0,2,3,10,3,3,2,5
orf19.4012,1046,442,606,604,554,381,465,2008,555,601,393,450
orf19.4013,2380,860,838,1004,697,813,2171,4687,1039,1015,869,1624
orf19.4014,2078,899,1064,1115,891,918,1935,5077,1141,1276,1148,2084
orf19.4015,106,60,56,55,49,76,57,208,41,108,101,162
orf19.4016,42295,23523,22167,27179,23392,29564,35066,115455,27214,25962,26616,51967
orf19.4017,34,17,23,15,15,19,27,174,23,30,19,51
orf19.4018,6139,4451,3505,5231,3838,5011,3123,16213,3321,3889,3415,6588
orf19.4019,1274,564,522,643,446,605,782,2511,522,540,517,950
orf19.4021,6891,3425,3002,4094,3226,4115,4302,14140,3255,3149,2838,5879
orf19.4022,3632,2257,1927,3151,2370,3150,1766,6880,1812,2049,1840,3564
orf19.4023,6924,4296,3330,4912,3410,4309,3533,14347,2919,3163,2672,4939
orf19.4024,4838,2110,1984,2421,1788,2063,3851,10783,2118,2257,1975,3720
orf19.4025,11521,5912,5301,5550,4216,5125,8174,26392,5502,4985,4726,9112
orf19.4026,12024,6278,5845,10936,8495,10473,8310,26866,6903,8888,8538,16879
orf19.4028,1899,1146,1225,1481,1176,1465,1194,5410,1424,1259,1263,2218
orf19.4029,10082,6191,6116,8051,7016,8526,6409,24459,7917,8414,8323,15823
orf19.403,1120,677,531,748,434,570,802,2538,629,472,371,1059
orf19.4030,3658,1916,1552,1823,1385,1596,2272,6822,1577,1383,1238,2609
orf19.4031,1887,737,948,1153,1130,968,1679,4737,1087,1573,1414,2448
orf19.4032,10012,5094,4763,5779,4528,5032,8070,23992,5151,5375,5356,9243
orf19.4033,2016,996,952,1635,1273,1532,1481,4510,995,1388,1429,2743
orf19.4035,27331,10952,7851,7871,7584,7543,17267,47402,8336,7575,7620,15813
orf19.4036,6358,3414,2792,4084,3190,3806,4939,15623,3326,3866,3784,7615
orf19.4040,18520,9917,9873,13802,10772,14013,15114,42893,12851,11596,10392,19676
orf19.4041,1052,406,369,272,338,264,784,1841,400,362,313,571
orf19.4043,10487,3479,4691,8555,9613,8668,9465,22400,5447,11271,11360,21461
orf19.4044,4294,1094,1321,2087,2357,1818,5304,7324,1547,2978,2859,5059
orf19.4045,6589,3960,4029,4476,3632,4446,5332,18818,5053,4318,4234,8271
orf19.4046,1361,698,673,611,498,658,1074,3465,763,622,586,1162
orf19.4048,22516,6799,5041,5679,4536,5220,21169,37861,6500,5726,5153,9887
orf19.405,5908,3507,3921,5642,5610,5464,3243,12796,3389,4589,4986,9492
orf19.4051,20818,12775,10499,16854,14390,17049,14246,46444,13905,13036,13730,29481
orf19.4054,5786,2399,2780,4783,3018,3521,3476,8782,1808,2622,2073,3949
orf19.4055,550,179,203,270,267,265,188,364,77,164,134,283
orf19.4056,1147,650,818,2252,3571,2219,651,3239,736,6249,5927,12572
orf19.4057,0,0,0,0,1,0,2,2,0,1,1,1
orf19.4059,1471,705,747,754,651,723,1041,3084,796,674,647,1362
orf19.406,18109,6220,5270,5279,4319,4712,21866,36822,6887,5573,4857,8585
orf19.4060,22895,12275,12107,18462,15200,17866,14478,51881,13214,14500,14265,26451
orf19.4061,879,456,476,667,491,566,566,1924,488,566,459,892
orf19.4062,1756,1063,1036,1478,967,1289,1277,4773,1070,1113,1096,1744
orf19.4063,107,63,53,184,189,170,62,226,89,185,249,451
orf19.4064,1381,837,976,1425,1106,1126,904,3520,1063,1256,1272,2084
orf19.4066,1107,692,696,1624,2059,1358,630,2351,469,1453,1591,2673
orf19.4067,0,0,0,3,0,0,0,0,0,2,1,2
orf19.4068,2966,1676,1401,1633,1319,1477,2094,7343,1348,1634,1511,2777
orf19.4069,41,37,35,58,48,71,22,80,37,55,72,87
orf19.407,10792,5938,6245,8869,7163,8342,7777,26465,7232,7987,7650,13608
orf19.4070,214,88,58,45,80,49,147,285,62,95,89,138
orf19.4072,713,287,403,583,546,449,831,2275,685,1027,1010,1459
orf19.4076,3060,1665,2020,2796,3058,2266,2482,8207,3273,1735,2088,3225
orf19.4077,2663,1292,1532,1862,1569,1652,1782,5954,1319,1868,1965,3278
orf19.4078,1178,955,931,1204,828,1247,725,3698,1038,1010,1064,1672
orf19.4079,2658,1540,1721,2711,2052,2471,2028,7067,1943,2269,1936,3842
orf19.4080,1136,586,587,834,659,766,814,2774,707,794,762,1289
orf19.4081,7,4,1,6,3,8,5,26,4,5,2,10
orf19.4082,126,55,60,129,134,93,122,332,70,172,226,381
orf19.4084,10323,4981,5271,5616,4464,4929,7933,24517,5795,5153,4611,8724
orf19.4085,584,295,423,503,381,365,401,1058,447,524,412,657
orf19.4086,1367,673,668,890,754,753,1079,3229,744,848,816,1382
orf19.4088,3208,1577,1579,1908,1636,1680,2205,6810,1813,1735,1659,3075
orf19.4089,10337,4873,4474,6172,4951,5634,7674,20406,4759,5494,5244,9321
orf19.409,47402,22236,20836,10408,6193,8214,33319,121578,33667,8466,6316,11878
orf19.4090,648,226,243,301,310,211,658,1352,282,416,374,695
orf19.4090.1,2045,1131,806,1171,890,1087,1470,4405,811,951,971,1927
orf19.4091,2763,1667,1442,1973,1373,1765,2001,6729,1632,1819,1616,3029
orf19.4092,1032,611,642,917,597,807,701,2437,742,661,628,1132
orf19.4093,15654,9497,11337,16119,14104,16234,8764,33186,13730,16679,16487,29614
orf19.4094,1,0,0,0,3,0,0,5,3,1,2,8
orf19.4095,11,3,9,6,8,8,8,39,5,6,17,23
orf19.4096,249,421,421,953,665,1002,121,1193,279,643,652,1231
orf19.4097,678,654,607,1161,837,1017,420,2322,570,921,865,1561
orf19.4099,6329,3429,4223,4267,5496,4049,5345,18761,6474,3459,3979,6082
orf19.4101,931,433,476,599,399,556,551,1761,469,513,408,832
orf19.4102,10982,4964,4507,5318,4455,5156,8419,25458,4977,5366,4984,9467
orf19.410.3,5454,2608,2447,2872,2212,2401,4987,14104,2936,2682,2398,4297
orf19.4104,19,2,4,16,7,11,29,42,9,13,11,36
orf19.4105,1611,827,713,1059,767,1034,951,3146,737,864,756,1653
orf19.4106,356,251,213,326,287,336,255,882,218,324,322,609
orf19.4107,2640,1309,1281,1508,1348,1366,2144,5841,1444,1660,1589,3068
orf19.4109,11757,5991,5075,6848,5092,6120,10489,30598,5647,6443,6527,12072
orf19.411,1228,427,472,860,547,573,2517,2628,590,677,500,923
orf19.4110,905,555,518,791,744,718,555,2080,502,867,975,1510
orf19.4112,2485,1494,1393,2044,1676,1927,2097,6530,1712,1991,2091,3588
orf19.4114,1123,539,579,772,603,588,844,2499,401,647,640,1183
orf19.4115,19,15,8,16,4,11,9,34,9,6,4,12
orf19.4116,498,246,269,355,335,285,405,1248,275,373,335,646
orf19.4117,1737,1087,964,1511,1130,1219,1454,5014,1069,1628,1486,2723
orf19.4118,9860,5977,6272,13684,11379,12421,6512,23000,6729,16185,16328,26349
orf19.4119,1474,665,524,1016,736,691,1130,3050,619,1017,931,1417
orf19.412,8546,4686,4634,6163,5298,5458,6681,21561,4947,5864,5914,9842
orf19.4120,1210,808,755,1186,837,1163,682,3129,850,991,918,1709
orf19.4121,46,22,20,50,33,40,44,133,23,51,48,104
orf19.4122,639,496,600,725,599,743,309,1855,466,430,437,1010
orf19.4123,10523,5172,5178,7329,5578,6573,7643,23923,5732,6839,6451,11405
orf19.4125,731,754,548,794,532,705,453,2274,582,546,573,992
orf19.4127,10034,4214,5357,4779,3825,4087,7625,22132,5770,4239,3705,6954
orf19.4128,503,302,301,687,755,747,346,1228,363,745,741,1497
orf19.413,291,146,149,231,239,206,271,759,226,359,358,540
orf19.4131,2628,1390,1424,1812,1588,1588,2239,7111,1714,1949,1959,3408
orf19.413.1,679,390,350,353,316,289,526,1848,391,386,356,660
orf19.4132,491,276,279,343,267,298,735,2236,522,454,394,744
orf19.4133,1274,800,855,1374,1107,1262,900,3156,926,1132,1207,1887
orf19.4134,990,459,480,579,674,516,740,2352,525,750,700,1232
orf19.4135,243,110,101,184,155,140,164,452,87,170,162,344
orf19.4136,2730,1602,1225,1596,1283,1371,2130,6427,1312,1199,1281,2269
orf19.414,1211,1200,1157,2499,1689,2573,451,3251,933,1560,1584,2369
orf19.4142,381,244,238,190,177,162,256,949,236,146,196,326
orf19.4143,803,817,814,1030,791,1127,403,2284,777,654,671,1170
orf19.4144,2450,1171,1340,1415,1186,1174,1558,5116,1291,1389,1079,1904
orf19.4145,1636,1083,976,4545,6551,4571,1394,5345,1138,5588,8401,16112
orf19.4146,1963,1089,1017,1337,1275,1374,1360,4167,1264,1144,1255,2370
orf19.4147,8462,4998,4562,5102,4431,4686,5953,22437,5162,4574,4551,8814
orf19.4148,2438,1102,1224,1396,997,1197,1889,5845,1421,1492,1138,2647
orf19.4149,9398,5583,3378,3871,3127,3540,7029,22245,4696,3890,3687,7023
orf19.4149.1,5706,2995,2862,3428,3303,2991,3210,12331,3384,3317,3159,5823
orf19.415,6315,3046,2857,3716,2903,3596,4358,13320,2849,3072,2920,5509
orf19.4150,10123,4832,4840,5071,5732,4966,4675,13282,3924,4489,4757,10763
orf19.4151,383,80,125,104,239,88,155,300,76,116,118,284
orf19.4152,123557,68777,71713,100608,86672,93240,85632,291055,86238,91594,96378,164043
orf19.4153,845,404,495,773,604,622,728,1981,477,933,910,1462
orf19.4157,1347,654,580,800,683,733,988,3211,664,794,698,1487
orf19.4159,1628,1494,1306,1907,1264,1917,888,6355,1236,1436,1271,2631
orf19.416,138,64,64,87,69,61,91,258,70,74,89,171
orf19.4160,417,517,416,981,480,929,212,1676,357,665,540,1057
orf19.4161,1001,717,539,699,490,631,609,2463,556,524,484,1031
orf19.4162,606,328,284,362,332,352,537,1440,283,365,334,639
orf19.4163,3721,1846,2035,2848,2252,2194,2558,8439,2093,2734,2537,4413
orf19.4164,4251,2449,2525,3504,2770,2910,3390,10252,3047,3103,2805,5164
orf19.4166,1869,1076,1009,2581,3079,2282,1380,5105,914,2949,3500,6025
orf19.4167,936,703,695,1358,1375,1314,808,2976,828,1255,1276,2389
orf19.4168,1070,612,610,1016,838,947,811,2600,628,824,758,1436
orf19.4169,195,103,95,258,217,239,155,467,123,232,212,425
orf19.417,1078,739,659,1321,776,1058,581,2970,632,939,757,1400
orf19.4170,446,196,191,411,333,364,375,976,173,385,339,677
orf19.4171,3851,1702,1942,2588,2204,1967,3048,9528,1935,2484,2249,4047
orf19.4172,2271,1188,1209,1554,1242,1182,1889,5526,1183,1148,1062,2103
orf19.4173,1285,945,980,1836,1357,1782,761,3475,1091,1423,1561,2245
orf19.4174,1923,763,865,1152,895,971,1530,4045,997,1142,945,1919
orf19.4175,1118,723,652,1226,972,1148,751,2603,720,1040,993,1899
orf19.4176,6726,4849,3776,6281,4298,5667,3748,17322,3539,4231,3450,6702
orf19.4177,3524,1841,1646,3689,2676,3146,2629,8058,1910,2723,2544,4755
orf19.4179,10,1,3,6,5,2,8,19,6,8,7,15
orf19.418,4132,1894,1821,2241,1724,1931,3334,9506,1894,2202,1946,3785
orf19.4180,3391,1848,1640,2187,1606,1974,2524,8594,1881,2057,1881,3672
orf19.4181,2365,1306,1129,1142,870,1062,1612,5322,1020,970,1033,1977
orf19.4182,1440,780,830,962,743,932,969,3423,892,928,791,1640
orf19.4183,3200,1299,1416,2172,1650,1794,2426,7071,1676,1951,1717,3370
orf19.4184,5474,2380,3247,3594,2941,3231,4288,12729,3488,3984,3512,6435
orf19.4185,1295,617,566,680,525,609,1229,3184,614,699,642,1172
orf19.4186,4565,2342,2331,3245,2561,2768,3750,11463,2586,2890,2780,4745
orf19.4187,1244,713,657,979,786,844,827,2987,742,883,824,1479
orf19.4188,3800,2532,2533,3779,2919,3745,2248,9257,2782,3414,3501,6038
orf19.4189,6,2,2,274,245,493,2,16,7,222,299,556
orf19.419,137,49,120,149,89,100,115,275,139,192,145,297
orf19.4190,2342,1992,1916,3680,2790,3457,856,6943,1746,2491,2093,3922
orf19.4191,6738,4615,4668,6928,5908,6856,3879,14826,5592,6059,5975,11046
orf19.4191.1,1619,653,698,879,701,669,1378,3891,755,840,804,1391
orf19.4192,6820,3417,3186,3192,2561,2942,4384,14958,2952,3048,2959,5928
orf19.4192.1,1905,1028,960,1263,1090,1186,1352,3966,1130,1041,1058,2001
orf19.4193,3330,1739,1392,1477,1158,1278,2476,7445,1394,1172,1042,2051
orf19.4193.1,66361,35459,34650,42824,37093,40235,43564,154366,42375,40640,42109,77955
orf19.4194,1521,866,974,1292,1007,1150,1151,3699,1070,1080,1030,1925
orf19.4195,64,43,36,77,65,71,79,199,39,83,62,140
orf19.4195.1,2815,1806,1923,2096,1799,2008,1884,7091,2413,1856,1704,3175
orf19.4196,6,3,5,7,5,5,6,7,0,9,6,20
orf19.4197,7672,4326,4709,7794,6304,7261,4057,16954,4119,6330,6288,11694
orf19.4199,1270,761,825,1140,876,1040,768,2845,720,920,866,1482
orf19.420,0,0,0,0,0,0,0,0,0,0,0,0
orf19.4200,4,9,4,7,5,5,10,23,2,4,8,8
orf19.4201,5139,2435,2836,3351,2740,2839,3686,12114,2869,3203,3167,5476
orf19.4203,2533,1480,1610,2009,1687,1904,1672,6004,1869,2063,2044,3454
orf19.4204,5090,3779,3084,5344,3673,4604,3183,14660,2945,3939,3251,5947
orf19.4205.1,1494,1018,803,965,672,980,936,3424,926,662,687,1238
orf19.4206,1154,607,559,739,519,656,825,2718,600,683,584,1341
orf19.4208,2820,1304,1413,1572,1126,1392,1958,5969,1430,1456,1189,2734
orf19.4209,1103,613,651,913,751,744,921,3056,710,903,805,1549
orf19.4210,616,380,375,605,416,488,455,1568,396,492,502,908
orf19.4211,8209,6134,6872,9399,5708,4212,6372,33095,8784,4398,3674,4547
orf19.4212,12,7,6,11,11,11,7,28,6,11,6,9
orf19.4213,1158,609,589,460,393,428,755,2403,593,406,353,672
orf19.4214,1,0,0,0,1,0,0,3,0,1,0,0
orf19.4215,287,196,132,5757,3296,3961,2713,4398,2962,15270,13368,19655
orf19.4216,83,52,38,65,57,63,94,291,56,99,67,130
orf19.4217,0,0,0,0,0,0,0,0,0,0,0,0
orf19.4219,2448,1597,1866,3097,2431,2787,1566,6388,2187,2837,2916,4551
orf19.422,1886,1020,1167,1621,1427,1490,1362,4766,1255,1534,1420,2884
orf19.4220,4900,2220,1933,2459,1794,2072,3652,10411,2309,2113,1956,3341
orf19.4221,2434,1328,1249,1687,1235,1459,1865,5984,1434,1670,1499,3062
orf19.4222,174,76,156,252,242,212,149,442,166,362,322,589
orf19.4223,32128,17272,17815,24243,20265,24357,20893,74163,20477,20377,20229,38846
orf19.4225,3329,2063,1788,2584,2108,2468,2187,8959,2001,2277,2377,4183
orf19.4225.1,9273,4539,4341,4930,3535,4239,5958,19991,4541,3822,3186,6052
orf19.4227,490,245,262,282,254,264,369,1318,353,321,275,612
orf19.4228,5202,2558,2572,3393,2572,2852,4070,12254,2816,3324,3222,5563
orf19.4229,497,242,225,357,290,251,526,1397,247,433,321,561
orf19.423,2058,1140,1083,1139,832,971,1515,5376,1262,1060,1019,1699
orf19.4230,15547,7459,6651,7859,6225,7012,12438,36188,7160,7656,7096,13031
orf19.4231,435,313,312,607,494,584,292,1340,381,585,570,1201
orf19.4232,1988,1110,1210,1516,1108,1341,1292,4713,1220,1325,1295,2326
orf19.4233,9131,4821,4749,8761,6842,8489,7427,22159,5694,7661,7204,13459
orf19.4234,1051,830,820,1260,970,1099,713,3150,874,1091,1038,1789
orf19.4235,514,252,349,623,538,497,350,1151,349,629,522,912
orf19.4236,11289,5646,5813,7285,5576,6657,8567,26606,5899,6487,5982,11848
orf19.4239,412,223,222,274,223,231,334,1005,261,323,305,690
orf19.424,4677,2514,2479,2317,1830,2021,3511,10724,2454,1929,1745,3352
orf19.4240,2225,1413,1109,832,652,915,1862,6851,1542,1002,1033,1897
orf19.4241,1847,1121,939,1122,832,994,1809,6873,1386,1144,1143,2046
orf19.4242,3898,2170,2507,4784,4063,4268,2310,8699,2422,4678,4575,7659
orf19.4243,347,239,156,353,191,250,212,896,202,269,239,493
orf19.4244,114,63,70,138,106,127,82,253,79,120,128,196
orf19.4245,722,401,440,917,550,744,509,2087,598,770,585,1156
orf19.4246,11354,4967,5394,14834,12175,12582,8062,23237,3445,11409,10853,19618
orf19.4247,3825,1590,1727,1526,1099,1152,2788,8151,2002,1459,1216,2131
orf19.4248,6616,3092,3022,3672,3114,3319,4661,14705,3709,3624,3461,6354
orf19.425,459,331,298,440,275,416,288,1274,347,362,299,602
orf19.4250,856,584,559,903,624,754,552,2305,572,813,729,1274
orf19.4251,126,57,68,117,121,113,119,400,104,231,285,400
orf19.4252,1243,810,790,1110,754,1005,914,3441,789,873,808,1364
orf19.4253,2073,908,987,1250,1049,1071,1671,4742,1082,1378,1153,2135
orf19.4255,2772,1436,1269,805,905,764,1781,4755,1546,1149,1151,2289
orf19.4257,10824,5611,5405,5938,4447,5047,6614,23405,4891,4896,4805,8258
orf19.4258,4916,2363,2586,3364,2895,3321,4003,11051,2919,3237,2984,5897
orf19.426,4077,1992,1756,2201,1650,1898,2944,9439,2035,2054,1856,3603
orf19.4261,6862,4504,4162,6421,5229,6053,4118,17698,4825,5801,5527,10682
orf19.4262,2670,1062,1427,1888,1882,1553,2390,6643,1673,2489,2196,4449
orf19.4263,979,382,726,1086,1088,685,899,2434,954,1404,1259,1903
orf19.4264,426,230,269,334,243,276,491,1296,376,402,317,616
orf19.4265,2949,1867,1849,2632,2293,2279,2298,8199,1819,2793,2790,4371
orf19.4266,182,101,83,157,143,143,171,578,148,231,228,428
orf19.4268,4368,3384,3444,4690,3568,4587,2693,11914,4573,5206,4964,8836
orf19.4269,1942,916,764,1323,1065,1174,1637,4059,781,1166,1193,2146
orf19.427,2033,1156,1071,1706,1295,1424,1398,4786,1110,1473,1467,2441
orf19.4270,430,194,163,798,1254,794,354,914,210,695,1067,1931
orf19.4271,3236,1858,1936,2119,1847,2059,2600,8369,2278,1856,1779,3369
orf19.4273,924,1029,1009,1995,1218,1893,376,3065,783,1239,1089,1714
orf19.4274,1577,1025,1218,54,46,39,1012,3844,707,109,123,182
orf19.4275,860,478,516,847,587,629,686,2158,594,826,741,1162
orf19.4278,2352,1169,1263,1686,1645,1595,1704,5620,1354,1870,1827,3794
orf19.4279,21,12,10,7,7,8,15,50,9,17,23,36
orf19.428,966,468,540,712,587,606,803,2403,573,700,605,1138
