Tags.matched.to.6653.Candida.albicans.ORF19.genome.features...elements,C..albicans.only,C..albicans...S..gordonii,C..albicans...growth.medium..YPT.Glc.,C..albicans.only.1,C..albicans...S..gordonii.1,C..albicans...growth.medium..YPT.Glc..1,C..albicans.only.2,C..albicans...S..gordonii.2,C..albicans...growth.medium..YPT.Glc..2
ID_orf19_3468_Name_orf19_3468_Gene_ALG11_Note_Ortholog_s__have_alpha-1_2C2-mannosyltransferase_activity_2C_role_in_oligosaccharide-lipid_intermediate_biosynthetic_process_and_endoplasmic_reticulum_membrane_localization_orf_classification_Uncharacterized_Alias_orf19_10972_IPF23781_1_IPF19249_1_orf6_3771_orf6_497_CA0095_CaO19_3468,744,298,678,863,274,1324,939,293,862
ID_orf19_3469_Name_orf19_3469_Note_Predicted_ORF_in_Assemblies_19_2C_20_and_21_B_greater_mRNA_abundance_observed_in_a_cyr1_homozygous_null_mutant_than_in_wild_type_orf_classification_Uncharacterized_Alias_orf19_10973_IPF15632_2_IPF19086_2_Contig4-2269_0001_orf6_257_orf6_961_CA0040_CaO19_3469_IPF15632,339,165,529,371,75,410,436,240,376
ID_orf19_347_Name_orf19_347_Gene_RSN1_Note_Hap43p-repressed_gene_B_biofilm-induced_gene_B_protein_induced_during_the_mating_process_B_planktonic_growth-induced_gene_orf_classification_Uncharacterized_Alias_orf19_7980_IPF27030_1_IPF1506_1_Contig4-3090_0035_orf6_7231_CA4640_CaO19_7980_CaO19_347_IPF1506,493,164,583,72,51,141,184,89,89
ID_orf19_3470_Name_orf19_3470_Note_Putative_flavodoxin_B_similar_to_S__cerevisiae_Ypl207p_B_predicted_Kex2p_substrate_orf_classification_Uncharacterized_Alias_orf19_10974_orf6_962_IPF16554_3_IPF15630_2_Contig4-2269_0004_orf6_256_orf6_4989_CA0241_CaO19_3470_IPF15630,541,283,452,1386,302,990,840,280,953
ID_orf19_3471_Name_orf19_3471_Note_Hap43p-repressed_gene_orf_classification_Uncharacterized_Alias_orf19_10975_IPF23800_1_IPF12047_2_Contig4-2835_0024_orf6_4988_orf6_963_CA0242_CaO19_3471_IPF12047,131,70,116,165,24,191,154,66,158
ID_orf19_3473_Name_orf19_3473_Note_Ortholog_s__have_role_in_regulation_of_filamentous_growth_and_SAGA_complex_localization_orf_classification_Uncharacterized_Alias_orf19_10977_IPF12049_2_IPF12048_3_Contig4-2835_0023_orf6_4986_orf6_965_CA2905_CaO19_3473_IPF12049,451,145,442,650,143,604,485,204,502
ID_orf19_3474_Name_orf19_3474_Gene_IPL1_Note_Putative_Aurora_kinase_B_Hap43p-induced_gene_B_induced_during_planktonic_growth_B_possibly_an_essential_gene_2C_disruptants_not_obtained_by_UAU1_method_orf_classification_Uncharacterized_Alias_orf19_10978_IPF23787_1_IPF12051_2_Contig4-2624_0002_Contig4-2835_0022_orf6_4985_CA2904_CaO19_10978_CaO19_3474,137,64,179,106,16,68,68,29,78
ID_orf19_3475_Name_orf19_3475_Note_Described_as_a_Gag-related_protein_B_hyphal_induced_B_downregulation_correlates_with_clinical_development_of_fluconazole_resistance_B_repressed_by_nitric_oxide_2C_17-beta-estradiol_2C_ethynyl_estradiol_orf_classification_Uncharacterized_Alias_orf19_10979_IPF11725_IPF11725_2_IPF12058_2_Contig4-2835_0016_orf6_432_orf6_4984_CA2903_CaO19_3475,3675,2198,4718,4035,2399,6562,4156,4288,5132
ID_orf19_3476_Name_orf19_3476_Note_Ortholog_s__have_protein_serine_2Fthreonine_kinase_activity_orf_classification_Uncharacterized_Alias_HRR25_orf19_10980_IPF23792_1_IPF11729_2_Contig4-1746_0004_Contig4-2835_0008_orf6_4983_CA2902_CaO19_10980_CaO19_3476,5700,2307,5172,5467,1818,5734,5674,2508,4424
ID_orf19_3477_Name_orf19_3477_Note_Ortholog_s__have_pseudouridine_synthase_activity_2C_role_in_snRNA_pseudouridine_synthesis_2C_tRNA_pseudouridine_synthesis_and_nucleus_localization_orf_classification_Uncharacterized_Alias_PUS1_orf19_10981_orf19_10983_IPF23776_1_IPF23791_1_IPF11731_2_IPF11730_2_IPF23798_1_IPF11732_2_Contig4-2835_0002_Contig4-2835_0006_orf6_4982_orf6_4980_CA2901_CaO19_10983_CaO19_3479_orf19_3479,1368,533,1336,1819,385,2224,1660,316,1633
ID_orf19_3478_Name_orf19_3478_Gene_NIP7_Note_Putative_nucleolar_protein_with_role_in_ribosomal_assembly_B_hyphal-induced_B_Hap43p-induced_orf_classification_Uncharacterized_Alias_orf19_10982_IPF23795_1_IPF11733_2_Contig4-2835_0001_orf6_4981_CA2900_CaO19_10982_CaO19_3478,421,180,358,809,126,621,444,79,546
ID_orf19_348_Name_orf19_348_Gene_SKN2_Note_Protein_with_a_potential_role_in_beta-1_2C6_glucan_biosynthesis_B_has_similarity_to_Kre6p_and_Skn1p_B_possibly_an_essential_gene_2C_disruptants_not_obtained_by_UAU1_method_B_Hap43p-induced_B_late-stage_biofilm-induced_orf_classification_Uncharacterized_Alias_orf19_7981_IPF26976_1_IPF1505_2_Contig4-3090_0037_orf6_7232_CA4641_CaO19_348_CaO19_7981_IPF1505,442,99,419,565,134,763,851,212,584
ID_orf19_3480_Name_orf19_3480_Note_Ortholog_s__have_structural_constituent_of_ribosome_activity_and_mitochondrial_small_ribosomal_subunit_localization_orf_classification_Uncharacterized_Alias_RSM23_orf19_10984_IPF23789_1_IPF17681_2_Contig4-1435_0004_orf6_4979_CA2899_CaO19_10984_CaO19_3480_IPF17681,372,176,375,324,116,344,192,76,276
ID_orf19_3481_Name_orf19_3481_Note_Putative_mitochondrial_ATP-dependent_RNA_helicase_of_the_DEAD-box_family_2C_transcription_is_activated_in_the_presence_of_elevated_CO2_orf_classification_Uncharacterized_Alias_orf19_10985_IPF23785_1_IPF15646_2_Contig4-2024_0003_orf6_4978_CA2898_CaO19_10985_CaO19_3481_IPF15646,3800,1322,3939,3503,544,4120,2975,748,2704
ID_orf19_3482_Name_orf19_3482_Note_Ortholog_s__have_NAD_2B_diphosphatase_activity_2C_role_in_NADH_metabolic_process_and_cytosol_2C_nucleus_2C_peroxisome_localization_orf_classification_Uncharacterized_Alias_NPY1_orf19_10986_IPF23790_1_IPF14979_2_Contig4-2065_0003_orf6_4977_CA2897_CaO19_10986_CaO19_3482_IPF14979,1091,484,1170,1521,391,1717,1503,751,1442
ID_orf19_3483_Name_orf19_3483_Note_Putative_phosphatidyl_glycerol_phospholipase_C_B_late-stage_biofilm-induced_gene_B_Plc1p-regulated_orf_classification_Uncharacterized_Alias_orf19_10987_IPF23793_1_IPF14981_2_Contig4-2065_0001_orf6_4976_CA2896_CaO19_3483_CaO19_10987_IPF14981,205,94,168,128,72,388,246,73,189
ID_orf19_3487_Name_orf19_3487_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_701980_orf_classification_Uncharacterized_Alias_IPF14861_2_CA0755_CaO19_3487_IPF14861_orf6_1874,159,60,164,219,69,283,171,91,204
ID_orf19_349_Name_orf19_349_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_404280_orf_classification_Uncharacterized_Alias_NCA2_orf19_7982_IPF26978_1_IPF1500_2_Contig4-3090_0039_orf6_7233_CA4642_CaO19_7982_CaO19_349_IPF1500,1056,301,921,1062,174,1119,962,252,852
ID_orf19_3490_Name_orf19_3490_Gene_FGR6-4_Note_Protein_lacking_an_ortholog_in_S__cerevisiae_B_member_of_a_family_encoded_by_FGR6-related_genes_in_the_RB2_repeat_sequence_B_transposon_mutation_affects_filamentous_growth_orf_classification_Verified_Alias_IFV10_IPF12875_1_Contig4-2681_0014_CA6237_CaO19_3490,546,409,738,268,98,328,219,230,258
ID_orf19_3494_Name_orf19_3494_Gene_CTF5_Note_Protein_induced_during_the_mating_process_B_transcription_is_repressed_in_response_to_alpha_pheromone_in_SpiderM_medium_orf_classification_Uncharacterized_Alias_MCM21_orf19_10988_IPF23769_1_IPF14064_2_Contig4-2880_0017_orf6_1938_CA0800_CaO19_10988_CaO19_3494_IPF14064,27,5,39,14,0,26,15,5,10
ID_orf19_3496_Name_orf19_3496_Note_Ortholog_s__have_role_in_endocytosis_and_cytoplasm_localization_orf_classification_Uncharacterized_Alias_CHC1_orf19_10990_IPF23771_1_IPF14063_2_Contig4-2880_0001_Contig4-2880_0002_orf6_1940_CA0801_CaO19_10990_CaO19_3496,12441,5001,13772,6952,2579,11974,8037,4440,6969
ID_orf19_3498_Name_orf19_3498_Note_Predicted_ORF_in_Assemblies_19_2C_20_and_21_B_predicted_enzyme_of_arginine_degradation_orf_classification_Uncharacterized_Alias_orf19_10992_IPF9957_2_IPF14060_2_Contig4-2880_0003_orf6_1942_orf6_4358_CA0802_CaO19_3498_IPF14060,208,92,259,248,41,303,257,76,197
ID_orf19_3499_Name_orf19_3499_Note_Secreted_potein_B_Hap43p-repressed_B_fluconazole-induced_B_regulated_by_Tsa1p_2C_Tsa1Bp_under_H2O2_stress_conditions_B_transcriptionally_activated_by_Mnl1p_under_weak_acid_stress_orf_classification_Uncharacterized_Alias_LDG8_orf19_10993_IPF9955_1_IPF18868_2_Contig4-2880_0005_orf6_4359_CA2452_CaO19_3499_IPF9955,35,124,171,20,4,12,31,22,17
ID_orf19_35_1_Name_orf19_35_1_orf_classification_Uncharacterized,1,0,1,2,0,1,2,0,0
ID_orf19_35_Name_orf19_35_Note_Biofilm-induced_gene_orf_classification_Uncharacterized_Alias_SKY2_orf19_7708_IPF13398_2_IPF19358_2_Contig4-2637_0007_Contig4-2637_0009_Contig4-2637_0013_orf6_1821_orf6_286_CA0724_CaO19_35_IPF13398,3077,860,3346,1121,491,2476,3064,905,2182
ID_orf19_350_Name_orf19_350_Gene_PRE9_Note_Alpha3__C9__subunit_of_the_20S_proteasome_B_transcription_is_regulated_by_Mig1p_orf_classification_Verified_Alias_orf19_7983_IPF27035_1_IPF1499_1_Contig4-3090_0040_orf6_7234_Y13_CA4643_CaO19_7983_CaO19_350,2333,904,2562,1841,334,2194,1725,736,1274
ID_orf19_3501_Name_orf19_3501_Note_Predicted_ORF_in_Assemblies_19_2C_20_and_21_B_Hog1p-downregulated_orf_classification_Uncharacterized_Alias_orf19_10995_IPF9950_2_IPF28751_1_Contig4-2880_0012_orf6_4361_CA2453_CaO19_3501_CaO19_10995_IPF9950,606,386,621,564,280,883,446,310,802
ID_orf19_3503_Name_orf19_3503_orf_classification_Dubious_Alias_orf19_10997_IPF23774_1_IPF28752_1_orf6_4363_CaO19_10997_CaO19_3503,1264,280,547,961,322,1526,972,579,1238
ID_orf19_3504_Name_orf19_3504_Gene_RPL23A_Note_Ribosomal_protein_B_genes_encoding_cytoplasmic_ribosomal_subunits_2C_translation_factors_2C_tRNA_synthetases_are_downregulated_upon_phagocytosis_by_murine_macrophage_B_Hap43p-induced_gene_B_sumoylation_target_orf_classification_Uncharacterized_Alias_orf19_10998_IPF23772_1_IPF9946_1_RPL23B_Contig4-2880_0015_orf6_4364_CA2454_RPL23B_3,16168,3946,8665,14420,4730,19412,10406,5528,16746
ID_orf19_3505_Name_orf19_3505_Note_Ortholog_s__have_role_in_TOR_signaling_cascade_2C_actin_filament_bundle_assembly_2C_eisosome_assembly_2C_endosome_transport_2C_establishment_or_maintenance_of_actin_cytoskeleton_polarity_2C_regulation_of_cell_growth_and_plasma_membrane_localization_orf_classification_Uncharacterized_Alias_orf19_10999_IPF23765_1_IPF12228_2_Contig4-2880_0016_orf6_4365_CA2455_CaO19_3505_CaO19_10999_IPF12228,2122,850,2241,1752,580,2433,1737,784,1848
ID_orf19_3506_Name_orf19_3506_Gene_DBR1_Note_Debranchase_B_homozygous_mutant_accumulates_lariat_intermediates_of_mRNA_splicing_orf_classification_Verified_Alias_orf19_11000_IPF23766_1_IPF12230_1_Contig4-2540_0003_orf6_4366_CA2456_CaO19_11000_CaO19_3506,327,144,264,454,102,479,291,169,376
ID_orf19_3507_Name_orf19_3507_Gene_MCR1_Note_Putative_NADH-cytochrome-b5_reductase_B_soluble_protein_in_hyphae_B_biofilm_induced_B_alkaline_downregulated_B_ketoconazole_or_flucytosine_induced_2C_farnesol-induced_B_protein_present_in_exponential_and_stationary_growth_phase_yeast_cultures_orf_classification_Verified_Alias_orf19_11001_IPF23768_1_IPF12231_1_Contig4-2540_0002_orf6_4367_CA2457_CaO19_3507_CaO19_11001,3035,983,3373,3801,956,4685,3064,1403,2868
ID_orf19_3508_Name_orf19_3508_Note_Putative_protein_of_unknown_function_B_stationary_phase_enriched_protein_orf_classification_Uncharacterized_Alias_orf19_11002_IPF23767_1_IPF12233_1_Contig4-2540_0001_orf6_4368_CA2458_CaO19_3508_CaO19_11002_IPF12233,370,129,394,112,45,172,160,73,122
ID_orf19_351_Name_orf19_351_Note_Ortholog_of_S__cerevisiae__A_YPR153W_2C_C__glabrata_CBS138__A_CAGL0L08382g_and_C__parapsilosis_CDC317__A_CPAR2_404520_orf_classification_Uncharacterized_Alias_orf19_7984_IPF27055_1_IPF1497_1_Contig4-3090_0042_orf6_7235_CA4644_CaO19_7984_CaO19_351_IPF1497,86,71,106,76,33,112,102,67,82
ID_orf19_3512_Name_orf19_3512_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_205800_orf_classification_Uncharacterized_Alias_CIS310_IFL4_IPF12574_2_IPF27468_1_Contig4-2428_0001_orf6_1945_CA0803_orf19_5283_CaO19_3512,54,37,123,75,7,103,68,24,52
ID_orf19_3515_Name_orf19_3515_Note_Putative_3-hydroxyanthranilic_acid_dioxygenase_2C_involved_in_NAD_biosynthesis_B_Hap43p-repressed_gene_orf_classification_Uncharacterized_Alias_BNA1_IPF12570_2_Contig4-2428_0007_CA0804_CaO19_3515_orf6_1948,778,308,904,942,242,833,844,558,834
ID_orf19_3516_Name_orf19_3516_Note_Hap43p-repressed_gene_orf_classification_Uncharacterized_Alias_IPF12568_1_Contig4-2428_0008_CA0805_CaO19_3516_IPF12568_orf6_1949,144,81,205,223,54,289,179,66,198
ID_orf19_3517_Name_orf19_3517_Note_Ortholog_s__have_endoplasmic_reticulum_2C_fungal-type_vacuole_lumen_localization_orf_classification_Uncharacterized_Alias_IPF12567_2_Contig4-2428_0011_CA0806_CaO19_3517_IPF12567_orf6_1950,709,211,891,638,195,809,604,224,585
ID_orf19_3518_Name_orf19_3518_Note_Ortholog_s__have_dicarboxylic_acid_transmembrane_transporter_activity_2C_role_in_mitochondrial_transport_and_mitochondrial_inner_membrane_localization_orf_classification_Uncharacterized_Alias_ODC1_IPF12564_1_Contig4-2428_0014_CA0807_CaO19_3518_IPF12564_orf6_1951,1624,669,1921,1444,313,1639,1395,544,1032
ID_orf19_3519_Name_orf19_3519_Gene_SUA72_Note_Predicted_transcriptional_regulator_B_induced_during_planktonic_growth_2C_whereas_related_SUA71_is_downregulated_orf_classification_Uncharacterized_Alias_SUA71_orf19_13275_IPF12563_1_IPF21365_1_IPF3791_2_Contig4-2428_0015_orf6_4955_CA0808_orf19_5853_CaO19_3519_orf6_1952,158,105,185,69,48,174,117,84,140
ID_orf19_352_Name_orf19_352_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_404510_orf_classification_Uncharacterized_Alias_orf19_7985_IPF26995_1_IPF1496_1_Contig4-3090_0045_orf6_7236_CA4645_CaO19_352_CaO19_7985_IPF1496,499,184,389,262,63,397,297,117,275
ID_orf19_3521_Name_orf19_3521_Gene_ARH2_Note_Putative_adrenodoxin-NADPH_oxidoreductase_B_role_in_heme_biosynthesis_orf_classification_Uncharacterized_Alias_orf19_11004_IPF23741_1_IPF17908_2_orf6_2034,537,189,570,508,154,594,431,299,545
ID_orf19_3522_Name_orf19_3522_Note_Late-stage_biofilm-induced_gene_B_transcription_is_downregulated_in_response_to_treatment_with_ciclopirox_olamine_orf_classification_Dubious_Alias_orf19_11005_IPF17272_IPF19533_2_IPF17272_2_Contig4-1527_0001_Contig4-2828_0015_orf6_2035_CA0860_CaO19_11005_CaO19_3522_IPF17272_3f,5,6,1,3,5,29,32,11,9
ID_orf19_3523_Name_orf19_3523_Gene_CRK1_Note_Protein_kinase_of_the_Cdc2_subfamily_involved_in_hyphal_development_2C_virulence_B_promotes_hyphal_development_independently_of_Cph1_and_Efg1_B_functionally_complements_pheromone_hypersensitivity_of_S__cerevisiae_sgv1_mutant_B_Hap43p-repressed_orf_classification_Verified_Alias_orf19_11006_IPF4453_2_IPF17271_2_Contig4-2828_0017_orf6_2036_orf6_2037_orf6_308_CA0861_CA0862_orf19_3524_CaO19_3523_CRK1_3f,794,243,736,1099,287,887,645,397,924
ID_orf19_3526_Name_orf19_3526_Gene_ITR1_Note_Inositol_transporter_required_for_uptake_of_exogenous_inositol_B_major_facilitator_superfamily_B_12_transmembrane_motifs_B_expressed_in_rich_medium_B_fluconazole_2C_caspofungin_downregulated_B_possibly_essential_gene__UAU1_method__B_biofilm-induced_orf_classification_Verified_Alias_ITR2_HGT15_orf19_11009_IPF23713_1_IPF4456_1_Contig4-2828_0018_orf6_2039_orf6_310_CA0863_CaO19_3526,1866,722,1408,335,193,1188,518,452,830
ID_orf19_3527_Name_orf19_3527_Gene_CYT1_Note_Cytochrome_c1_B_transcriptionally_regulated_by_iron_B_expression_greater_in_high_iron_B_alkaline_downregulated_B_possibly_an_essential_gene_2C_disruptants_not_obtained_by_UAU1_method_B_Hap43p-repressed_gene_orf_classification_Verified_Alias_CYT12_orf19_11011_orf6_1503_orf6_2040_IPF23744_1_IPF4458_2_Contig4-2446_0010_CA0864_CaO19_3527_CA0524_IPF18952_1,3569,1107,2513,3536,1185,4809,2306,1701,3770
ID_orf19_3528_Name_orf19_3528_Note_Ortholog_s__have_cytosol_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_orf19_11012_IPF4459_2_IPF28737_1_Contig4-2446_0009_orf6_1502_orf6_2041_CA0523_CaO19_3528_IPF4459,160,141,99,102,48,132,84,71,78
ID_orf19_3529_Name_orf19_3529_Gene_ABP2_Note_Putative_alpha-actinin-like_protein_B_induced_in_response_to_alpha_pheromone_in_SpiderM_medium_orf_classification_Uncharacterized_Alias_orf19_11013_IPF4463_2_IPF28729_1_Contig4-2446_0007_orf6_1501_CA0522_CaO19_3529_CaO19_11013_IPF4463,367,204,383,115,101,265,154,200,145
ID_orf19_353_Name_orf19_353_Gene_ULP1_Note_SUMO_deconjugation_enzyme_that_cleaves_the_small_ubiquitin-like_modifier__SUMO__off_proteins_orf_classification_Verified_Alias_ULP3_orf19_7986_IPF27024_1_IPF1495_1_Contig4-3090_0046_orf6_7237_CA4646_CaO19_353_CaO19_7986_IPF1495,595,248,526,874,161,979,666,251,716
ID_orf19_3530_Name_orf19_3530_Gene_CKA2_Note_Catalytic_alpha-subunit_of_protein_kinase_CK2_B_interaction_with_calcineurin_pathway_affects_fluconazole_sensitivity_B_synthetically_lethal_with_CKA1_B_attenuated_virulence_in_a_mouse_oropharyngeal_candidiasis_but_not_in_a_systemic_mouse_model_orf_classification_Verified_Alias_orf19_11014_IPF23734_1_IPF4465_2_Contig4-2446_0005_orf6_1500_CA0521_CaO19_3530_CaO19_11014,323,129,234,520,107,423,294,83,391
ID_orf19_3531_Name_orf19_3531_Note_Ortholog_of_C__parapsilosis_CDC317__A_CPAR2_210010_orf_classification_Uncharacterized_Alias_orf19_11015_IPF23736_1_IPF4466_2_Contig4-2446_0002_orf6_1499_CA0520_CaO19_3531_CaO19_11015_IPF4466,120,58,87,59,18,92,112,39,60
ID_orf19_3532_Name_orf19_3532_Gene_MRPL10_Note_Putative_mitochondrial_large_subunit_ribosomal_protein_B_shows_colony_morphology-related_gene_regulation_by_Ssn6p_orf_classification_Uncharacterized_Alias_orf19_11016_IPF19871_1_IPF4468_3_orf6_1498_CA0519_CaO19_3532_CaO19_11016_MRPL10_3,670,322,560,913,210,917,554,249,662
ID_orf19_3533_Name_orf19_3533_Note_Ortholog_of_C__glabrata_CBS138__A_CAGL0K05797g_and_C__parapsilosis_CDC317__A_CPAR2_209980_orf_classification_Uncharacterized_Alias_orf19_11017_IPF6421_2_IPF4470_2_Contig4-2990_0021_orf6_4279_orf6_607_CA0130_CaO19_3533_CaO19_11017_IPF4470,289,145,250,350,70,411,246,99,356
ID_orf19_3534_Name_orf19_3534_Gene_RHO3_Note_Putative_Rho_family_GTPase_B_possible_substrate_of_protein_farnesyltransferase_and_geranylgeranyltransferase_type_I_B_greater_transcription_in_hyphal_form_than_yeast_form_B_plasma_membrane-localized_orf_classification_Verified_Alias_orf19_11018_IPF6422_1_IPF4472_1_Contig4-2990_0019_orf6_4280_orf6_606_CA2393,592,290,677,497,198,699,448,324,523
ID_orf19_3535_Name_orf19_3535_Note_Ortholog_of_C__glabrata_CBS138__A_CAGL0J10076g_and_C__parapsilosis_CDC317__A_CPAR2_210050_orf_classification_Uncharacterized_Alias_orf19_11019_IPF6424_1_IPF4474_2_Contig4-2990_0017_orf6_4281_orf6_605_CA2394_CaO19_3535_IPF6424,605,310,656,452,134,563,333,204,392
ID_orf19_3536_Name_orf19_3536_Note_Ortholog_s__have_acetylglucosaminyltransferase_activity_2C_role_in_protein_N-linked_glycosylation_and_Golgi_medial_cisterna_localization_orf_classification_Uncharacterized_Alias_orf19_11020_IPF23723_1_IPF6425_1_Contig4-2990_0016_orf6_4282_CA2395_CaO19_3536_CaO19_11020_IPF6425,486,245,609,868,313,873,482,281,734
ID_orf19_3537_Name_orf19_3537_Note_Putative_sulfiredoxin_B_biofilm-induced_gene_B_regulated_by_Tsa1p_2C_Tsa1Bp_in_minimal_media_at_37_degrees_C_orf_classification_Uncharacterized_Alias_orf19_11021_IPF23756_1_IPF6428_1_Contig4-2990_0015_orf6_4283_CA2396_CaO19_3537_CaO19_11021_IPF6428,81,943,55,38,639,57,51,1006,50
ID_orf19_3538_Name_orf19_3538_Gene_FRE9_Note_Ferric_reductase_B_alkaline_upregulated_B_ciclopirox_olamine_induced_B_induced_by_nitric_oxide_B_regulated_by_Sef1p_2C_Sfu1p_2C_and_Hap43p_B_Hap43p-induced_gene_orf_classification_Uncharacterized_Alias_CFL12_CFL98_CFL8_orf19_11022_IPF23706_1_IPF6430_2_Contig4-2990_0013_orf6_4284_CA2397_CaO19_3538_CaO19_11022,252,159,325,951,302,1014,720,442,872
ID_orf19_3539_Name_orf19_3539_Note_Ortholog_s__have_nucleolus_localization_orf_classification_Uncharacterized_Alias_orf19_11023_IPF23732_1_IPF6431_2_Contig4-2990_0011_orf6_4285_CA2398_CaO19_11023_CaO19_3539_IPF6431,128,67,156,207,21,227,184,35,149
ID_orf19_354_Name_orf19_354_Note_Ortholog_s__have_aminopeptidase_activity_2C_role_in_protein_processing_2C_protein_stabilization_and_extrinsic_to_mitochondrial_inner_membrane_2C_nucleus_localization_orf_classification_Uncharacterized_Alias_orf19_7987_IPF27010_1_IPF1493_1_Contig4-3090_0048_orf6_7238_CA4647_CaO19_7987_CaO19_354_IPF1493,471,175,377,321,69,382,236,110,262
ID_orf19_3540_Name_orf19_3540_Gene_MAK5_Note_Putative_nucleolar_DEAD-box_RNA_helicase_B_oxidative_stress-repressed_via_Cap1p_B_decreased_expression_in_response_to_prostaglandins_orf_classification_Uncharacterized_Alias_orf19_11024_IPF23705_1_IPF6433_2_Contig4-2990_0009_orf6_4286_CA2399_CaO19_3540_CaO19_11024,1349,536,1616,5574,1230,4323,2325,963,4199
ID_orf19_3541_Name_orf19_3541_Gene_ERF1_Note_Putative_translation_release_factor_1_2C_which_interacts_with_stop_codons_and_promotes_release_of_nascent_peptides_from_ribosomes_B_Hap43p-induced_gene_orf_classification_Uncharacterized_Alias_SUP45_orf19_11025_IPF23726_1_IPF6434_1_Contig4-2990_0007_orf6_4287_CA2400_CaO19_11025_CaO19_3541,3111,987,2604,6541,1817,6809,3976,1989,5545
ID_orf19_3542_Name_orf19_3542_Gene_LEM3_Note_Putative_membrane_protein_B_early-stage_biofilm-induced_gene_B_mutation_causes_increased_resistance_to_miltefosine_orf_classification_Uncharacterized_Alias_orf19_11026_IPF23722_1_IPF6435_1_Contig4-2990_0004_orf6_4288_CA2401_CaO19_3542_CaO19_11026,913,408,778,922,278,1093,785,426,905
ID_orf19_3543_Name_orf19_3543_orf_classification_Dubious_Alias_orf19_11027_IPF23748_1_IPF6437_1_Contig4-2990_0002_orf6_4289_CA2402_CaO19_11027_CaO19_3543_IPF6437,39,20,31,61,19,43,56,23,37
ID_orf19_3544_Name_orf19_3544_Note_Putative_protein_of_unknown_function_B_Hap43p-repressed_gene_orf_classification_Uncharacterized_Alias_orf19_11028_IPF23729_1_IPF6438_1_Contig4-2990_0001_orf6_4290_CA2403_CaO19_3544_CaO19_11028_IPF6438,201,172,283,186,38,191,320,125,167
ID_orf19_3545_Name_orf19_3545_Note_Ortholog_s__have_protein_serine_2Fthreonine_kinase_activity_2C_role_in_protein_phosphorylation_2C_septation_initiation_signaling_cascade_and_nucleus_2C_spindle_pole_body_localization_orf_classification_Uncharacterized_Alias_CDC15_orf19_11029_IPF6439_3_IPF28743_1_Contig4-2204_0004_orf6_4291_orf6_4656_CA2404_CaO19_3545_SEP_CA2669_IPF17494_3eoc_IPF17494_1,642,392,746,457,218,683,493,412,604
